offset,avg_abs_gap,count,std_gap
1,0.10963090757793965,19,0.14265105301577352
5,0.10440230670269596,15,0.14240326928760055
10,0.10851109016784792,20,0.14451481362521518
20,0.12414092679006579,18,0.15328866690345894
37,0.12000342064205562,18,0.150547001910542
50,0.11637513456299438,19,0.15009766779459785
70,0.1119245879260437,18,0.151273257995961
