ticker,last_price,bid_price,ask_price,SELL_UOTB-D,BUY_ANON,SELL_ANON,BUY_UOTB-P,BUY_UOTB-D,SELL_UOTB-T1,SELL_UOTB-P,SELL_BABS-P,tick,timestamp
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,24,2026-02-04 16:50:59.327498
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,24,2026-02-04 16:50:59.327498
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:50:59.327498
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:50:59.327498
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:50:59.327498
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:50:59.327498
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:50:59.327498
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,25,2026-02-04 16:51:00.369243
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,25,2026-02-04 16:51:00.369243
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:51:00.369243
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:51:00.369243
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:51:00.369243
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:51:00.369243
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:51:00.369243
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,26,2026-02-04 16:51:01.398593
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,26,2026-02-04 16:51:01.398593
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:51:01.398593
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:51:01.398593
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:51:01.398593
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:51:01.398593
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:51:01.398593
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,27,2026-02-04 16:51:02.502450
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,27,2026-02-04 16:51:02.502450
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:51:02.502450
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:51:02.502450
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:51:02.502450
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:51:02.502450
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:51:02.502450
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,28,2026-02-04 16:51:03.041388
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,28,2026-02-04 16:51:03.041388
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:51:03.041388
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:51:03.041388
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:51:03.041388
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:51:03.041388
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:51:03.041388
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,29,2026-02-04 16:51:04.155685
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,29,2026-02-04 16:51:04.155685
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:51:04.155685
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:51:04.155685
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:51:04.155685
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:51:04.155685
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:51:04.155685
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,30,2026-02-04 16:51:05.285783
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,30,2026-02-04 16:51:05.285783
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:51:05.285783
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:51:05.285783
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:51:05.285783
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:51:05.285783
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:51:05.285783
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,31,2026-02-04 16:51:06.457936
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,31,2026-02-04 16:51:06.457936
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:51:06.457936
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:51:06.457936
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:51:06.457936
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:51:06.457936
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:51:06.457936
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,32,2026-02-04 16:51:07.130227
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,32,2026-02-04 16:51:07.130227
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:51:07.130227
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:51:07.130227
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:51:07.130227
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:51:07.130227
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:51:07.130227
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,33,2026-02-04 16:51:08.170393
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,33,2026-02-04 16:51:08.170393
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 16:51:08.170393
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 16:51:08.170393
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 16:51:08.170393
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 16:51:08.170393
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 16:51:08.170393
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,34,2026-02-04 16:51:09.216225
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,34,2026-02-04 16:51:09.216225
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 16:51:09.216225
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 16:51:09.216225
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 16:51:09.216225
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 16:51:09.216225
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 16:51:09.216225
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,35,2026-02-04 16:51:10.262005
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,35,2026-02-04 16:51:10.262005
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 16:51:10.262005
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 16:51:10.262005
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 16:51:10.262005
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 16:51:10.262005
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 16:51:10.262005
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,36,2026-02-04 16:51:11.307168
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,36,2026-02-04 16:51:11.307168
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 16:51:11.307168
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 16:51:11.307168
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 16:51:11.307168
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 16:51:11.307168
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 16:51:11.307168
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,37,2026-02-04 16:51:12.355244
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,37,2026-02-04 16:51:12.355244
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,37,2026-02-04 16:51:12.355244
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,37,2026-02-04 16:51:12.355244
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,37,2026-02-04 16:51:12.355244
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,37,2026-02-04 16:51:12.355244
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,37,2026-02-04 16:51:12.355244
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,38,2026-02-04 16:51:13.403094
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,38,2026-02-04 16:51:13.403094
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,38,2026-02-04 16:51:13.403094
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,38,2026-02-04 16:51:13.403094
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,38,2026-02-04 16:51:13.403094
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,38,2026-02-04 16:51:13.403094
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,38,2026-02-04 16:51:13.403094
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,39,2026-02-04 16:51:14.448300
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,39,2026-02-04 16:51:14.448300
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,39,2026-02-04 16:51:14.448300
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,39,2026-02-04 16:51:14.448300
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,39,2026-02-04 16:51:14.448300
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,39,2026-02-04 16:51:14.448300
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,39,2026-02-04 16:51:14.448300
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,40,2026-02-04 16:51:15.588391
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,40,2026-02-04 16:51:15.588391
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,40,2026-02-04 16:51:15.588391
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,40,2026-02-04 16:51:15.588391
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,40,2026-02-04 16:51:15.588391
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,40,2026-02-04 16:51:15.588391
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,40,2026-02-04 16:51:15.588391
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,41,2026-02-04 16:51:16.176019
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,41,2026-02-04 16:51:16.176019
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,41,2026-02-04 16:51:16.176019
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,41,2026-02-04 16:51:16.176019
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,41,2026-02-04 16:51:16.176019
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,41,2026-02-04 16:51:16.176019
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,41,2026-02-04 16:51:16.176019
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,42,2026-02-04 16:51:17.213199
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,42,2026-02-04 16:51:17.213199
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,42,2026-02-04 16:51:17.213199
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,42,2026-02-04 16:51:17.213199
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,42,2026-02-04 16:51:17.213199
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,42,2026-02-04 16:51:17.213199
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,42,2026-02-04 16:51:17.213199
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,43,2026-02-04 16:51:18.257190
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,43,2026-02-04 16:51:18.257190
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,43,2026-02-04 16:51:18.257190
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,43,2026-02-04 16:51:18.257190
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,43,2026-02-04 16:51:18.257190
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,43,2026-02-04 16:51:18.257190
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,43,2026-02-04 16:51:18.257190
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,44,2026-02-04 16:51:19.292946
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,44,2026-02-04 16:51:19.292946
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,44,2026-02-04 16:51:19.292946
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,44,2026-02-04 16:51:19.292946
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,44,2026-02-04 16:51:19.292946
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,44,2026-02-04 16:51:19.292946
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,44,2026-02-04 16:51:19.292946
NG,2.23,2.21,2.25,800000.0,800000.0,0,0,0,0,0,0,45,2026-02-04 16:51:20.344417
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,45,2026-02-04 16:51:20.344417
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,45,2026-02-04 16:51:20.344417
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,45,2026-02-04 16:51:20.344417
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,45,2026-02-04 16:51:20.344417
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,45,2026-02-04 16:51:20.344417
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,45,2026-02-04 16:51:20.344417
NG,2.23,2.21,2.25,800000.0,800000.0,0,0,0,0,0,0,46,2026-02-04 16:51:21.388492
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,46,2026-02-04 16:51:21.388492
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,46,2026-02-04 16:51:21.388492
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,46,2026-02-04 16:51:21.388492
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,46,2026-02-04 16:51:21.388492
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,46,2026-02-04 16:51:21.388492
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,46,2026-02-04 16:51:21.388492
NG,2.24,2.22,2.26,800000.0,800000.0,0,0,0,0,0,0,47,2026-02-04 16:51:22.444525
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,47,2026-02-04 16:51:22.444525
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,47,2026-02-04 16:51:22.444525
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,47,2026-02-04 16:51:22.444525
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,47,2026-02-04 16:51:22.444525
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,47,2026-02-04 16:51:22.444525
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,47,2026-02-04 16:51:22.444525
NG,2.25,2.23,2.27,800000.0,800000.0,0,0,0,0,0,0,48,2026-02-04 16:51:23.493659
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,48,2026-02-04 16:51:23.493659
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,48,2026-02-04 16:51:23.493659
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,48,2026-02-04 16:51:23.493659
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,48,2026-02-04 16:51:23.493659
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,48,2026-02-04 16:51:23.493659
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,48,2026-02-04 16:51:23.493659
NG,2.25,2.23,2.27,800000.0,800000.0,0,0,0,0,0,0,49,2026-02-04 16:51:24.095301
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,49,2026-02-04 16:51:24.095301
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,49,2026-02-04 16:51:24.095301
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,49,2026-02-04 16:51:24.095301
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,49,2026-02-04 16:51:24.095301
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,49,2026-02-04 16:51:24.095301
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,49,2026-02-04 16:51:24.095301
NG,2.24,2.22,2.26,800000.0,800000.0,0,0,0,0,0,0,50,2026-02-04 16:51:25.228172
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,50,2026-02-04 16:51:25.228172
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,50,2026-02-04 16:51:25.228172
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,50,2026-02-04 16:51:25.228172
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,50,2026-02-04 16:51:25.228172
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,50,2026-02-04 16:51:25.228172
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,50,2026-02-04 16:51:25.228172
NG,2.25,2.23,2.27,800000.0,800000.0,0,0,0,0,0,0,51,2026-02-04 16:51:26.279456
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,51,2026-02-04 16:51:26.279456
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,51,2026-02-04 16:51:26.279456
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,51,2026-02-04 16:51:26.279456
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,51,2026-02-04 16:51:26.279456
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,51,2026-02-04 16:51:26.279456
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,51,2026-02-04 16:51:26.279456
NG,2.24,2.22,2.26,800000.0,800000.0,0,0,0,0,0,0,52,2026-02-04 16:51:27.333203
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,52,2026-02-04 16:51:27.333203
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,52,2026-02-04 16:51:27.333203
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,52,2026-02-04 16:51:27.333203
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,52,2026-02-04 16:51:27.333203
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,52,2026-02-04 16:51:27.333203
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,52,2026-02-04 16:51:27.333203
NG,2.25,2.23,2.27,800000.0,800000.0,0,0,0,0,0,0,53,2026-02-04 16:51:28.378405
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,53,2026-02-04 16:51:28.378405
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,53,2026-02-04 16:51:28.378405
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,53,2026-02-04 16:51:28.378405
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,53,2026-02-04 16:51:28.378405
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,53,2026-02-04 16:51:28.378405
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,53,2026-02-04 16:51:28.378405
NG,2.26,2.24,2.28,800000.0,800000.0,0,0,0,0,0,0,54,2026-02-04 16:51:29.412561
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,54,2026-02-04 16:51:29.412561
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,54,2026-02-04 16:51:29.412561
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,54,2026-02-04 16:51:29.412561
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,54,2026-02-04 16:51:29.412561
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,54,2026-02-04 16:51:29.412561
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,54,2026-02-04 16:51:29.412561
NG,2.26,2.24,2.28,800000.0,800000.0,0,0,0,0,0,0,55,2026-02-04 16:51:30.449793
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,55,2026-02-04 16:51:30.449793
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,55,2026-02-04 16:51:30.449793
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,55,2026-02-04 16:51:30.449793
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,55,2026-02-04 16:51:30.449793
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,55,2026-02-04 16:51:30.449793
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,55,2026-02-04 16:51:30.449793
NG,2.26,2.24,2.28,800000.0,800000.0,0,0,0,0,0,0,56,2026-02-04 16:51:31.484008
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,56,2026-02-04 16:51:31.484008
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,56,2026-02-04 16:51:31.484008
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,56,2026-02-04 16:51:31.484008
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,56,2026-02-04 16:51:31.484008
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,56,2026-02-04 16:51:31.484008
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,56,2026-02-04 16:51:31.484008
NG,2.25,2.23,2.27,800000.0,800000.0,0,0,0,0,0,0,57,2026-02-04 16:51:32.520233
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,57,2026-02-04 16:51:32.520233
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,57,2026-02-04 16:51:32.520233
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,57,2026-02-04 16:51:32.520233
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,57,2026-02-04 16:51:32.520233
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,57,2026-02-04 16:51:32.520233
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,57,2026-02-04 16:51:32.520233
NG,2.25,2.23,2.27,800000.0,800000.0,0,0,0,0,0,0,58,2026-02-04 16:51:33.552984
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,58,2026-02-04 16:51:33.552984
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,58,2026-02-04 16:51:33.552984
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,58,2026-02-04 16:51:33.552984
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,58,2026-02-04 16:51:33.552984
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,58,2026-02-04 16:51:33.552984
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,58,2026-02-04 16:51:33.552984
NG,2.25,2.23,2.27,800000.0,800000.0,0,0,0,0,0,0,59,2026-02-04 16:51:34.635672
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,59,2026-02-04 16:51:34.635672
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,59,2026-02-04 16:51:34.635672
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,59,2026-02-04 16:51:34.635672
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,59,2026-02-04 16:51:34.635672
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,59,2026-02-04 16:51:34.635672
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,59,2026-02-04 16:51:34.635672
NG,2.26,2.24,2.28,800000.0,800000.0,0,0,0,0,0,0,60,2026-02-04 16:51:35.172246
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,60,2026-02-04 16:51:35.172246
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,60,2026-02-04 16:51:35.172246
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,60,2026-02-04 16:51:35.172246
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,60,2026-02-04 16:51:35.172246
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,60,2026-02-04 16:51:35.172246
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,60,2026-02-04 16:51:35.172246
NG,2.26,2.24,2.28,800000.0,800000.0,0,0,0,0,0,0,61,2026-02-04 16:51:36.288895
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,61,2026-02-04 16:51:36.288895
