ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,tick,timestamp,news_news_id,news_period,news_tick,news_ticker,news_headline,news_body
NG,2.22,2.2,2.24,800000.0,800000.0,124.0,2026-02-04 15:03:24.142590,20,4,90,,TEMPERATURE Forecast for DAY 5,The average temperature tomorrow is forecasted to be between 8 and 15 degrees Celsius.
ELEC-day2,0.0,0.0,0.0,,,124.0,2026-02-04 15:03:24.142590,19,4,2,,TEMPERATURE Forecast for DAY 5,The average temperature tomorrow is forecasted to be between 9 and 18 degrees Celsius.
ELEC-day3,0.0,0.0,0.0,,,124.0,2026-02-04 15:03:24.142590,18,3,181,,SPOT PRICE AND VOLUMES FOR DAY 4,The Regulatory Authority for Electricity board decided that on day 4 the following prices and volumes will be enforced:<br><br>402 contracts are available for market participants to buy at a price of $18.31<br><br>402 contracts are available for market participants to sell at a price of $18.30
ELEC-day4,0.0,18.3,18.31,402.0,402.0,124.0,2026-02-04 15:03:24.142590,17,3,150,,PRICE AND VOLUME BULLETIN,"Given the expected supply and demand in the market, the Regulatory Authority for Electricity board expects that the price for tomorrow will be between $17.65 and $22.65.<br><br>There will be 804 contracts available in the entire ELEC market, 402 contracts for buying and 402 contracts for selling. There are a total of 19 Producers, 19 Distributors and 38 Traders in the market.<br><br>Please note that the RAE will charge a bid-ask spread of 1 cent"
ELEC-day5,0.0,0.0,0.0,,,124.0,2026-02-04 15:03:24.142590,16,3,150,,TEMPERATURE Forecast for DAY 4,The average temperature tomorrow will be 20 degrees Celsius.
ELEC-day6,0.0,0.0,0.0,,,124.0,2026-02-04 15:03:24.142590,15,3,90,,TEMPERATURE Forecast for DAY 4,The average temperature tomorrow is forecasted to be between 17 and 23 degrees Celsius.
ELEC-F,0.0,0.0,0.0,,,124.0,2026-02-04 15:03:24.142590,14,3,2,,TEMPERATURE Forecast for DAY 4,The average temperature tomorrow is forecasted to be between 16 and 23 degrees Celsius.
,,,,,,,,13,2,181,,SPOT PRICE AND VOLUMES FOR DAY 3,The Regulatory Authority for Electricity board decided that on day 3 the following prices and volumes will be enforced:<br><br>364 contracts are available for market participants to buy at a price of $20.77<br><br>364 contracts are available for market participants to sell at a price of $20.76
,,,,,,,,12,2,150,,PRICE AND VOLUME BULLETIN,"Given the expected supply and demand in the market, the Regulatory Authority for Electricity board expects that the price for tomorrow will be between $19.96 and $27.96.<br><br>There will be 728 contracts available in the entire ELEC market, 364 contracts for buying and 364 contracts for selling. There are a total of 19 Producers, 19 Distributors and 38 Traders in the market.<br><br>Please note that the RAE will charge a bid-ask spread of 1 cent"
,,,,,,,,11,2,150,,TEMPERATURE Forecast for DAY 3,The average temperature tomorrow will be 19 degrees Celsius.
,,,,,,,,10,2,90,,TEMPERATURE Forecast for DAY 3,The average temperature tomorrow is forecasted to be between 17 and 22 degrees Celsius.
,,,,,,,,9,2,2,,TEMPERATURE Forecast for DAY 3,The average temperature tomorrow is forecasted to be between 12 and 22 degrees Celsius.
,,,,,,,,8,1,181,,SPOT PRICE AND VOLUMES FOR DAY 2,The Regulatory Authority for Electricity board decided that on day 2 the following prices and volumes will be enforced:<br><br>364 contracts are available for market participants to buy at a price of $20.77<br><br>364 contracts are available for market participants to sell at a price of $20.76
,,,,,,,,7,1,150,,PRICE AND VOLUME BULLETIN,"Given the expected supply and demand in the market, the Regulatory Authority for Electricity board expects that the price for tomorrow will be between $13.46 and $23.46.<br><br>There will be 728 contracts available in the entire ELEC market, 364 contracts for buying and 364 contracts for selling. There are a total of 19 Producers, 19 Distributors and 38 Traders in the market.<br><br>Please note that the RAE will charge a bid-ask spread of 1 cent"
,,,,,,,,6,1,150,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow will be 18 degrees Celsius.
,,,,,,,,5,1,90,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 14 and 21 degrees Celsius.
,,,,,,,,4,1,2,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 17 and 27 degrees Celsius.
,,,,,,,,3,1,1,,You are logged in as a DISTRIBUTOR,
,,,,,,,,2,1,1,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract."
,,,,,,,,1,1,1,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,
NG,2.22,2.2,2.24,800000.0,800000.0,125,2026-02-04 15:03:24.740032
ELEC-day2,0.0,0.0,0.0,,,125,2026-02-04 15:03:24.740032
ELEC-day3,0.0,0.0,0.0,,,125,2026-02-04 15:03:24.740032
ELEC-day4,0.0,18.3,18.31,402.0,402.0,125,2026-02-04 15:03:24.740032
ELEC-day5,0.0,0.0,0.0,,,125,2026-02-04 15:03:24.740032
ELEC-day6,0.0,0.0,0.0,,,125,2026-02-04 15:03:24.740032
ELEC-F,0.0,0.0,0.0,,,125,2026-02-04 15:03:24.740032
NG,2.23,2.21,2.25,800000.0,800000.0,126,2026-02-04 15:03:25.830792
ELEC-day2,0.0,0.0,0.0,,,126,2026-02-04 15:03:25.830792
ELEC-day3,0.0,0.0,0.0,,,126,2026-02-04 15:03:25.830792
ELEC-day4,0.0,18.3,18.31,402.0,402.0,126,2026-02-04 15:03:25.830792
ELEC-day5,0.0,0.0,0.0,,,126,2026-02-04 15:03:25.830792
ELEC-day6,0.0,0.0,0.0,,,126,2026-02-04 15:03:25.830792
ELEC-F,0.0,0.0,0.0,,,126,2026-02-04 15:03:25.830792
NG,2.23,2.21,2.25,800000.0,800000.0,127,2026-02-04 15:03:26.868136
ELEC-day2,0.0,0.0,0.0,,,127,2026-02-04 15:03:26.868136
ELEC-day3,0.0,0.0,0.0,,,127,2026-02-04 15:03:26.868136
ELEC-day4,0.0,18.3,18.31,402.0,402.0,127,2026-02-04 15:03:26.868136
ELEC-day5,0.0,0.0,0.0,,,127,2026-02-04 15:03:26.868136
ELEC-day6,0.0,0.0,0.0,,,127,2026-02-04 15:03:26.868136
ELEC-F,0.0,0.0,0.0,,,127,2026-02-04 15:03:26.868136
NG,2.23,2.21,2.25,800000.0,800000.0,128,2026-02-04 15:03:27.893946
ELEC-day2,0.0,0.0,0.0,,,128,2026-02-04 15:03:27.893946
ELEC-day3,0.0,0.0,0.0,,,128,2026-02-04 15:03:27.893946
ELEC-day4,0.0,18.3,18.31,402.0,402.0,128,2026-02-04 15:03:27.893946
ELEC-day5,0.0,0.0,0.0,,,128,2026-02-04 15:03:27.893946
ELEC-day6,0.0,0.0,0.0,,,128,2026-02-04 15:03:27.893946
ELEC-F,0.0,0.0,0.0,,,128,2026-02-04 15:03:27.893946
NG,2.24,2.22,2.26,800000.0,800000.0,129,2026-02-04 15:03:28.923209
ELEC-day2,0.0,0.0,0.0,,,129,2026-02-04 15:03:28.923209
ELEC-day3,0.0,0.0,0.0,,,129,2026-02-04 15:03:28.923209
ELEC-day4,0.0,18.3,18.31,402.0,402.0,129,2026-02-04 15:03:28.923209
ELEC-day5,0.0,0.0,0.0,,,129,2026-02-04 15:03:28.923209
ELEC-day6,0.0,0.0,0.0,,,129,2026-02-04 15:03:28.923209
ELEC-F,0.0,0.0,0.0,,,129,2026-02-04 15:03:28.923209
NG,2.24,2.22,2.26,800000.0,800000.0,130,2026-02-04 15:03:29.953511
ELEC-day2,0.0,0.0,0.0,,,130,2026-02-04 15:03:29.953511
ELEC-day3,0.0,0.0,0.0,,,130,2026-02-04 15:03:29.953511
ELEC-day4,0.0,18.3,18.31,402.0,402.0,130,2026-02-04 15:03:29.953511
ELEC-day5,0.0,0.0,0.0,,,130,2026-02-04 15:03:29.953511
ELEC-day6,0.0,0.0,0.0,,,130,2026-02-04 15:03:29.953511
ELEC-F,0.0,0.0,0.0,,,130,2026-02-04 15:03:29.953511
NG,2.23,2.21,2.25,800000.0,800000.0,131,2026-02-04 15:03:30.997306
ELEC-day2,0.0,0.0,0.0,,,131,2026-02-04 15:03:30.997306
ELEC-day3,0.0,0.0,0.0,,,131,2026-02-04 15:03:30.997306
ELEC-day4,0.0,18.3,18.31,402.0,402.0,131,2026-02-04 15:03:30.997306
ELEC-day5,0.0,0.0,0.0,,,131,2026-02-04 15:03:30.997306
ELEC-day6,0.0,0.0,0.0,,,131,2026-02-04 15:03:30.997306
ELEC-F,0.0,0.0,0.0,,,131,2026-02-04 15:03:30.997306
NG,2.23,2.21,2.25,800000.0,800000.0,132,2026-02-04 15:03:32.027262
ELEC-day2,0.0,0.0,0.0,,,132,2026-02-04 15:03:32.027262
ELEC-day3,0.0,0.0,0.0,,,132,2026-02-04 15:03:32.027262
ELEC-day4,0.0,18.3,18.31,402.0,402.0,132,2026-02-04 15:03:32.027262
ELEC-day5,0.0,0.0,0.0,,,132,2026-02-04 15:03:32.027262
ELEC-day6,0.0,0.0,0.0,,,132,2026-02-04 15:03:32.027262
ELEC-F,0.0,0.0,0.0,,,132,2026-02-04 15:03:32.027262
NG,2.23,2.21,2.25,800000.0,800000.0,133,2026-02-04 15:03:33.065259
ELEC-day2,0.0,0.0,0.0,,,133,2026-02-04 15:03:33.065259
ELEC-day3,0.0,0.0,0.0,,,133,2026-02-04 15:03:33.065259
ELEC-day4,0.0,18.3,18.31,402.0,402.0,133,2026-02-04 15:03:33.065259
ELEC-day5,0.0,0.0,0.0,,,133,2026-02-04 15:03:33.065259
ELEC-day6,0.0,0.0,0.0,,,133,2026-02-04 15:03:33.065259
ELEC-F,0.0,0.0,0.0,,,133,2026-02-04 15:03:33.065259
NG,2.23,2.21,2.25,800000.0,800000.0,134,2026-02-04 15:03:34.096639
ELEC-day2,0.0,0.0,0.0,,,134,2026-02-04 15:03:34.096639
ELEC-day3,0.0,0.0,0.0,,,134,2026-02-04 15:03:34.096639
ELEC-day4,0.0,18.3,18.31,402.0,402.0,134,2026-02-04 15:03:34.096639
ELEC-day5,0.0,0.0,0.0,,,134,2026-02-04 15:03:34.096639
ELEC-day6,0.0,0.0,0.0,,,134,2026-02-04 15:03:34.096639
ELEC-F,0.0,0.0,0.0,,,134,2026-02-04 15:03:34.096639
NG,2.23,2.21,2.25,800000.0,800000.0,135,2026-02-04 15:03:35.135798
ELEC-day2,0.0,0.0,0.0,,,135,2026-02-04 15:03:35.135798
ELEC-day3,0.0,0.0,0.0,,,135,2026-02-04 15:03:35.135798
ELEC-day4,0.0,18.3,18.31,402.0,402.0,135,2026-02-04 15:03:35.135798
ELEC-day5,0.0,0.0,0.0,,,135,2026-02-04 15:03:35.135798
ELEC-day6,0.0,0.0,0.0,,,135,2026-02-04 15:03:35.135798
ELEC-F,0.0,0.0,0.0,,,135,2026-02-04 15:03:35.135798
NG,2.24,2.22,2.26,800000.0,800000.0,136,2026-02-04 15:03:36.175222
ELEC-day2,0.0,0.0,0.0,,,136,2026-02-04 15:03:36.175222
ELEC-day3,0.0,0.0,0.0,,,136,2026-02-04 15:03:36.175222
ELEC-day4,0.0,18.3,18.31,402.0,402.0,136,2026-02-04 15:03:36.175222
ELEC-day5,0.0,0.0,0.0,,,136,2026-02-04 15:03:36.175222
ELEC-day6,0.0,0.0,0.0,,,136,2026-02-04 15:03:36.175222
ELEC-F,0.0,0.0,0.0,,,136,2026-02-04 15:03:36.175222
NG,2.22,2.2,2.24,800000.0,800000.0,137,2026-02-04 15:03:37.215097
ELEC-day2,0.0,0.0,0.0,,,137,2026-02-04 15:03:37.215097
ELEC-day3,0.0,0.0,0.0,,,137,2026-02-04 15:03:37.215097
ELEC-day4,0.0,18.3,18.31,402.0,402.0,137,2026-02-04 15:03:37.215097
ELEC-day5,0.0,0.0,0.0,,,137,2026-02-04 15:03:37.215097
ELEC-day6,0.0,0.0,0.0,,,137,2026-02-04 15:03:37.215097
ELEC-F,0.0,0.0,0.0,,,137,2026-02-04 15:03:37.215097
NG,2.21,2.19,2.23,800000.0,800000.0,138,2026-02-04 15:03:38.317506
ELEC-day2,0.0,0.0,0.0,,,138,2026-02-04 15:03:38.317506
ELEC-day3,0.0,0.0,0.0,,,138,2026-02-04 15:03:38.317506
ELEC-day4,0.0,18.3,18.31,402.0,402.0,138,2026-02-04 15:03:38.317506
ELEC-day5,0.0,0.0,0.0,,,138,2026-02-04 15:03:38.317506
ELEC-day6,0.0,0.0,0.0,,,138,2026-02-04 15:03:38.317506
ELEC-F,0.0,0.0,0.0,,,138,2026-02-04 15:03:38.317506
NG,2.22,2.2,2.24,800000.0,800000.0,139,2026-02-04 15:03:38.852604
