ticker,last_price,bid_price,ask_price,BUY_CITY-P,BUY_ANON,SELL_CITY-P,SELL_ANON,SELL_CITY-T1,BUY_CITY-T1,SELL_CITY-D,tick,timestamp
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,119,2026-02-02 23:34:00.324129
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,119,2026-02-02 23:34:00.324129
NG,2.05,2.03,2.07,800000.0,800000.0,0,0,0,0,0,0,0,120,2026-02-02 23:34:01.353221
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,120,2026-02-02 23:34:01.353221
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,120,2026-02-02 23:34:01.353221
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,120,2026-02-02 23:34:01.353221
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,120,2026-02-02 23:34:01.353221
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,120,2026-02-02 23:34:01.353221
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,120,2026-02-02 23:34:01.353221
NG,2.05,2.03,2.07,800000.0,800000.0,0,0,0,0,0,0,0,121,2026-02-02 23:34:02.391907
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,121,2026-02-02 23:34:02.391907
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,121,2026-02-02 23:34:02.391907
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,121,2026-02-02 23:34:02.391907
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,121,2026-02-02 23:34:02.391907
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,121,2026-02-02 23:34:02.391907
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,121,2026-02-02 23:34:02.391907
NG,2.05,2.03,2.07,800000.0,800000.0,0,0,0,0,0,0,0,122,2026-02-02 23:34:02.985757
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,122,2026-02-02 23:34:02.985757
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,122,2026-02-02 23:34:02.985757
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,122,2026-02-02 23:34:02.985757
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,122,2026-02-02 23:34:02.985757
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,122,2026-02-02 23:34:02.985757
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,122,2026-02-02 23:34:02.985757
NG,2.05,2.03,2.07,800000.0,800000.0,0,0,0,0,0,0,0,123,2026-02-02 23:34:04.123160
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,123,2026-02-02 23:34:04.123160
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,123,2026-02-02 23:34:04.123160
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,123,2026-02-02 23:34:04.123160
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,123,2026-02-02 23:34:04.123160
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,123,2026-02-02 23:34:04.123160
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,123,2026-02-02 23:34:04.123160
NG,2.05,2.03,2.07,800000.0,800000.0,0,0,0,0,0,0,0,124,2026-02-02 23:34:05.161927
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,124,2026-02-02 23:34:05.161927
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,124,2026-02-02 23:34:05.161927
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,124,2026-02-02 23:34:05.161927
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,124,2026-02-02 23:34:05.161927
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,124,2026-02-02 23:34:05.161927
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,124,2026-02-02 23:34:05.161927
NG,2.06,2.04,2.08,800000.0,800000.0,0,0,0,0,0,0,0,125,2026-02-02 23:34:06.200701
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,125,2026-02-02 23:34:06.200701
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,125,2026-02-02 23:34:06.200701
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,125,2026-02-02 23:34:06.200701
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,125,2026-02-02 23:34:06.200701
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,125,2026-02-02 23:34:06.200701
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,125,2026-02-02 23:34:06.200701
NG,2.05,2.03,2.07,800000.0,800000.0,0,0,0,0,0,0,0,126,2026-02-02 23:34:07.230694
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,126,2026-02-02 23:34:07.230694
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,126,2026-02-02 23:34:07.230694
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,126,2026-02-02 23:34:07.230694
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,126,2026-02-02 23:34:07.230694
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,126,2026-02-02 23:34:07.230694
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,126,2026-02-02 23:34:07.230694
NG,2.06,2.04,2.08,800000.0,800000.0,0,0,0,0,0,0,0,127,2026-02-02 23:34:08.264079
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,127,2026-02-02 23:34:08.264079
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,127,2026-02-02 23:34:08.264079
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,127,2026-02-02 23:34:08.264079
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,127,2026-02-02 23:34:08.264079
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,127,2026-02-02 23:34:08.264079
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,127,2026-02-02 23:34:08.264079
NG,2.06,2.04,2.08,800000.0,800000.0,0,0,0,0,0,0,0,128,2026-02-02 23:34:09.302088
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,128,2026-02-02 23:34:09.302088
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,128,2026-02-02 23:34:09.302088
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,128,2026-02-02 23:34:09.302088
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,128,2026-02-02 23:34:09.302088
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,128,2026-02-02 23:34:09.302088
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,128,2026-02-02 23:34:09.302088
NG,2.06,2.04,2.08,800000.0,800000.0,0,0,0,0,0,0,0,129,2026-02-02 23:34:10.332486
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,129,2026-02-02 23:34:10.332486
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,129,2026-02-02 23:34:10.332486
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,129,2026-02-02 23:34:10.332486
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,129,2026-02-02 23:34:10.332486
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,129,2026-02-02 23:34:10.332486
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,129,2026-02-02 23:34:10.332486
NG,2.06,2.04,2.08,800000.0,800000.0,0,0,0,0,0,0,0,130,2026-02-02 23:34:11.368422
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,130,2026-02-02 23:34:11.368422
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,130,2026-02-02 23:34:11.368422
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,130,2026-02-02 23:34:11.368422
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,130,2026-02-02 23:34:11.368422
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,130,2026-02-02 23:34:11.368422
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,130,2026-02-02 23:34:11.368422
NG,2.06,2.04,2.08,800000.0,800000.0,0,0,0,0,0,0,0,131,2026-02-02 23:34:12.402749
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,131,2026-02-02 23:34:12.402749
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,131,2026-02-02 23:34:12.402749
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,131,2026-02-02 23:34:12.402749
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,131,2026-02-02 23:34:12.402749
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,131,2026-02-02 23:34:12.402749
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,131,2026-02-02 23:34:12.402749
NG,2.07,2.05,2.09,800000.0,800000.0,0,0,0,0,0,0,0,132,2026-02-02 23:34:13.446711
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,132,2026-02-02 23:34:13.446711
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,132,2026-02-02 23:34:13.446711
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,132,2026-02-02 23:34:13.446711
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,132,2026-02-02 23:34:13.446711
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,132,2026-02-02 23:34:13.446711
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,132,2026-02-02 23:34:13.446711
NG,2.07,2.05,2.09,800000.0,800000.0,0,0,0,0,0,0,0,133,2026-02-02 23:34:14.538245
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,133,2026-02-02 23:34:14.538245
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,133,2026-02-02 23:34:14.538245
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,133,2026-02-02 23:34:14.538245
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,133,2026-02-02 23:34:14.538245
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,133,2026-02-02 23:34:14.538245
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,133,2026-02-02 23:34:14.538245
NG,2.06,2.04,2.08,800000.0,800000.0,0,0,0,0,0,0,0,134,2026-02-02 23:34:15.150697
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,134,2026-02-02 23:34:15.150697
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,134,2026-02-02 23:34:15.150697
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,134,2026-02-02 23:34:15.150697
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,134,2026-02-02 23:34:15.150697
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,134,2026-02-02 23:34:15.150697
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,134,2026-02-02 23:34:15.150697
NG,2.05,2.03,2.07,800000.0,800000.0,0,0,0,0,0,0,0,135,2026-02-02 23:34:16.193775
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,135,2026-02-02 23:34:16.193775
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,135,2026-02-02 23:34:16.193775
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,135,2026-02-02 23:34:16.193775
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,135,2026-02-02 23:34:16.193775
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,135,2026-02-02 23:34:16.193775
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,135,2026-02-02 23:34:16.193775
NG,2.05,2.03,2.07,800000.0,800000.0,0,0,0,0,0,0,0,136,2026-02-02 23:34:17.226412
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,136,2026-02-02 23:34:17.226412
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,136,2026-02-02 23:34:17.226412
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,136,2026-02-02 23:34:17.226412
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,136,2026-02-02 23:34:17.226412
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,136,2026-02-02 23:34:17.226412
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,136,2026-02-02 23:34:17.226412
NG,2.05,2.03,2.07,800000.0,800000.0,0,0,0,0,0,0,0,137,2026-02-02 23:34:18.255756
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,137,2026-02-02 23:34:18.255756
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,137,2026-02-02 23:34:18.255756
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,137,2026-02-02 23:34:18.255756
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,137,2026-02-02 23:34:18.255756
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,137,2026-02-02 23:34:18.255756
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,137,2026-02-02 23:34:18.255756
NG,2.05,2.03,2.07,800000.0,800000.0,0,0,0,0,0,0,0,138,2026-02-02 23:34:19.284432
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,138,2026-02-02 23:34:19.284432
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,138,2026-02-02 23:34:19.284432
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,138,2026-02-02 23:34:19.284432
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,138,2026-02-02 23:34:19.284432
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,138,2026-02-02 23:34:19.284432
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,138,2026-02-02 23:34:19.284432
NG,2.05,2.03,2.07,800000.0,800000.0,0,0,0,0,0,0,0,139,2026-02-02 23:34:20.315784
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,139,2026-02-02 23:34:20.315784
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,139,2026-02-02 23:34:20.315784
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,139,2026-02-02 23:34:20.315784
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,139,2026-02-02 23:34:20.315784
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,139,2026-02-02 23:34:20.315784
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,139,2026-02-02 23:34:20.315784
NG,2.05,2.03,2.07,800000.0,800000.0,0,0,0,0,0,0,0,140,2026-02-02 23:34:21.344722
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,140,2026-02-02 23:34:21.344722
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,140,2026-02-02 23:34:21.344722
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,140,2026-02-02 23:34:21.344722
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,140,2026-02-02 23:34:21.344722
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,140,2026-02-02 23:34:21.344722
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,140,2026-02-02 23:34:21.344722
NG,2.05,2.03,2.07,800000.0,800000.0,0,0,0,0,0,0,0,141,2026-02-02 23:34:22.369470
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,141,2026-02-02 23:34:22.369470
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,141,2026-02-02 23:34:22.369470
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,141,2026-02-02 23:34:22.369470
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,141,2026-02-02 23:34:22.369470
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,141,2026-02-02 23:34:22.369470
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,141,2026-02-02 23:34:22.369470
NG,2.06,2.04,2.08,800000.0,800000.0,0,0,0,0,0,0,0,142,2026-02-02 23:34:23.402919
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,142,2026-02-02 23:34:23.402919
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,142,2026-02-02 23:34:23.402919
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,142,2026-02-02 23:34:23.402919
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,142,2026-02-02 23:34:23.402919
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,142,2026-02-02 23:34:23.402919
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,142,2026-02-02 23:34:23.402919
NG,2.06,2.04,2.08,800000.0,800000.0,0,0,0,0,0,0,0,143,2026-02-02 23:34:24.429653
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,143,2026-02-02 23:34:24.429653
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,143,2026-02-02 23:34:24.429653
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,143,2026-02-02 23:34:24.429653
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,143,2026-02-02 23:34:24.429653
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,143,2026-02-02 23:34:24.429653
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,143,2026-02-02 23:34:24.429653
NG,2.07,2.05,2.09,800000.0,800000.0,0,0,0,0,0,0,0,144,2026-02-02 23:34:25.458516
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,144,2026-02-02 23:34:25.458516
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,144,2026-02-02 23:34:25.458516
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,144,2026-02-02 23:34:25.458516
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,144,2026-02-02 23:34:25.458516
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,144,2026-02-02 23:34:25.458516
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,144,2026-02-02 23:34:25.458516
NG,2.06,2.04,2.08,800000.0,800000.0,0,0,0,0,0,0,0,145,2026-02-02 23:34:26.494139
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,145,2026-02-02 23:34:26.494139
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,145,2026-02-02 23:34:26.494139
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,145,2026-02-02 23:34:26.494139
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,145,2026-02-02 23:34:26.494139
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,145,2026-02-02 23:34:26.494139
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,145,2026-02-02 23:34:26.494139
NG,2.06,2.04,2.08,800000.0,800000.0,0,0,0,0,0,0,0,146,2026-02-02 23:34:27.630677
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,146,2026-02-02 23:34:27.630677
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,146,2026-02-02 23:34:27.630677
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,146,2026-02-02 23:34:27.630677
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,146,2026-02-02 23:34:27.630677
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,146,2026-02-02 23:34:27.630677
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,146,2026-02-02 23:34:27.630677
NG,2.06,2.04,2.08,800000.0,800000.0,0,0,0,0,0,0,0,147,2026-02-02 23:34:28.197745
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,147,2026-02-02 23:34:28.197745
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,147,2026-02-02 23:34:28.197745
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,147,2026-02-02 23:34:28.197745
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,147,2026-02-02 23:34:28.197745
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,147,2026-02-02 23:34:28.197745
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,147,2026-02-02 23:34:28.197745
NG,2.06,2.04,2.08,800000.0,800000.0,0,0,0,0,0,0,0,148,2026-02-02 23:34:29.240077
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,148,2026-02-02 23:34:29.240077
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,148,2026-02-02 23:34:29.240077
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,148,2026-02-02 23:34:29.240077
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,148,2026-02-02 23:34:29.240077
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,148,2026-02-02 23:34:29.240077
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,148,2026-02-02 23:34:29.240077
NG,2.05,2.03,2.07,800000.0,800000.0,0,0,0,0,0,0,0,149,2026-02-02 23:34:30.271164
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,149,2026-02-02 23:34:30.271164
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,149,2026-02-02 23:34:30.271164
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,149,2026-02-02 23:34:30.271164
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,149,2026-02-02 23:34:30.271164
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,149,2026-02-02 23:34:30.271164
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,149,2026-02-02 23:34:30.271164
NG,2.06,2.04,2.08,800000.0,800000.0,0,0,0,0,0,0,0,150,2026-02-02 23:34:31.298671,17.0,3.0,149.0,,PRICE AND VOLUME BULLETIN,"Given the expected supply and demand in the market, the Regulatory Authority for Electricity board expects that the price for tomorrow will be between $18.11 and $23.11.<br><br>There will be 728 contracts available in the entire ELEC market, 364 contracts for buying and 364 contracts for selling. There are a total of 19 Producers, 19 Distributors and 38 Traders in the market.<br><br>Please note that the RAE will charge a bid-ask spread of 1 cent"
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,150,2026-02-02 23:34:31.298671,16.0,3.0,149.0,,TEMPERATURE Forecast for DAY 4,The average temperature tomorrow will be 22 degrees Celsius.
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,150,2026-02-02 23:34:31.298671,,,,,,
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,150,2026-02-02 23:34:31.298671,,,,,,
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,150,2026-02-02 23:34:31.298671,,,,,,
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,150,2026-02-02 23:34:31.298671,,,,,,
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,150,2026-02-02 23:34:31.298671,,,,,,
NG,2.05,2.03,2.07,800000.0,800000.0,0,0,0,0,0,0,0,151,2026-02-02 23:34:32.333090
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,151,2026-02-02 23:34:32.333090
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,151,2026-02-02 23:34:32.333090
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,151,2026-02-02 23:34:32.333090
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,151,2026-02-02 23:34:32.333090
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,151,2026-02-02 23:34:32.333090
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,151,2026-02-02 23:34:32.333090
NG,2.05,2.03,2.07,800000.0,800000.0,0,0,0,0,0,0,0,152,2026-02-02 23:34:33.364463
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,152,2026-02-02 23:34:33.364463
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,152,2026-02-02 23:34:33.364463
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,152,2026-02-02 23:34:33.364463
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,152,2026-02-02 23:34:33.364463
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,152,2026-02-02 23:34:33.364463
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,152,2026-02-02 23:34:33.364463
NG,2.05,2.03,2.07,800000.0,800000.0,0,0,0,0,0,0,0,153,2026-02-02 23:34:34.403639
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,153,2026-02-02 23:34:34.403639
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,153,2026-02-02 23:34:34.403639
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,153,2026-02-02 23:34:34.403639
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,153,2026-02-02 23:34:34.403639
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,153,2026-02-02 23:34:34.403639
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,153,2026-02-02 23:34:34.403639
NG,2.05,2.03,2.07,800000.0,800000.0,0,0,0,0,0,0,0,154,2026-02-02 23:34:35.435928
ELEC-day2,20.0,0.0,0.0,,,0,0,0,0,0,0,0,154,2026-02-02 23:34:35.435928
ELEC-day3,19.57,19.57,19.58,288.0,288.0,0,0,0,0,0,0,0,154,2026-02-02 23:34:35.435928
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,154,2026-02-02 23:34:35.435928
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,154,2026-02-02 23:34:35.435928
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,154,2026-02-02 23:34:35.435928
ELEC-F,23.0,0.0,0.0,,,0,0,0,0,0,0,0,154,2026-02-02 23:34:35.435928
