ticker,last_price,bid_price,ask_price,SELL_UOTB-P,BUY_ANON,BUY_UOTB-D,SELL_UOTB-T1,SELL_UOTB-D,SELL_BABS-P,SELL_ANON,BUY_UOTB-P,tick,timestamp
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,171,2026-02-04 16:33:49.615982
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,171,2026-02-04 16:33:49.615982
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,171,2026-02-04 16:33:49.615982
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,171,2026-02-04 16:33:49.615982
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,171,2026-02-04 16:33:49.615982
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,171,2026-02-04 16:33:49.615982
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,172,2026-02-04 16:33:50.669701
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,172,2026-02-04 16:33:50.669701
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,172,2026-02-04 16:33:50.669701
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,172,2026-02-04 16:33:50.669701
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,172,2026-02-04 16:33:50.669701
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,172,2026-02-04 16:33:50.669701
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,172,2026-02-04 16:33:50.669701
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,173,2026-02-04 16:33:51.807063
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,173,2026-02-04 16:33:51.807063
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,173,2026-02-04 16:33:51.807063
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,173,2026-02-04 16:33:51.807063
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,173,2026-02-04 16:33:51.807063
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,173,2026-02-04 16:33:51.807063
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,173,2026-02-04 16:33:51.807063
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,174,2026-02-04 16:33:52.392832
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,174,2026-02-04 16:33:52.392832
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,174,2026-02-04 16:33:52.392832
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,174,2026-02-04 16:33:52.392832
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,174,2026-02-04 16:33:52.392832
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,174,2026-02-04 16:33:52.392832
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,174,2026-02-04 16:33:52.392832
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,175,2026-02-04 16:33:53.449427
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,175,2026-02-04 16:33:53.449427
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,175,2026-02-04 16:33:53.449427
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,175,2026-02-04 16:33:53.449427
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,175,2026-02-04 16:33:53.449427
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,175,2026-02-04 16:33:53.449427
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,175,2026-02-04 16:33:53.449427
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,176,2026-02-04 16:33:54.518182
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,176,2026-02-04 16:33:54.518182
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,176,2026-02-04 16:33:54.518182
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,176,2026-02-04 16:33:54.518182
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,176,2026-02-04 16:33:54.518182
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,176,2026-02-04 16:33:54.518182
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,176,2026-02-04 16:33:54.518182
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,177,2026-02-04 16:33:55.570103
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,177,2026-02-04 16:33:55.570103
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,177,2026-02-04 16:33:55.570103
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,177,2026-02-04 16:33:55.570103
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,177,2026-02-04 16:33:55.570103
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,177,2026-02-04 16:33:55.570103
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,177,2026-02-04 16:33:55.570103
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,178,2026-02-04 16:33:56.619136
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,178,2026-02-04 16:33:56.619136
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,178,2026-02-04 16:33:56.619136
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,178,2026-02-04 16:33:56.619136
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,178,2026-02-04 16:33:56.619136
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,178,2026-02-04 16:33:56.619136
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,178,2026-02-04 16:33:56.619136
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,179,2026-02-04 16:33:57.825149
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,179,2026-02-04 16:33:57.825149
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,179,2026-02-04 16:33:57.825149
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,179,2026-02-04 16:33:57.825149
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,179,2026-02-04 16:33:57.825149
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,179,2026-02-04 16:33:57.825149
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,179,2026-02-04 16:33:57.825149
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,180,2026-02-04 16:33:58.377193
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,180,2026-02-04 16:33:58.377193
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,180,2026-02-04 16:33:58.377193
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,180,2026-02-04 16:33:58.377193
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,180,2026-02-04 16:33:58.377193
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,180,2026-02-04 16:33:58.377193
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,180,2026-02-04 16:33:58.377193
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,0,2026-02-04 16:33:59.526293,6.0,1.0,180.0,,SPOT PRICE AND VOLUMES FOR DAY 2,The Regulatory Authority for Electricity board decided that on day 2 the following prices and volumes will be enforced:<br><br>364 contracts are available for market participants to buy at a price of $20.77<br><br>364 contracts are available for market participants to sell at a price of $20.76
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,2026-02-04 16:33:59.526293,,,,,,
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,2026-02-04 16:33:59.526293,,,,,,
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,2026-02-04 16:33:59.526293,,,,,,
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,2026-02-04 16:33:59.526293,,,,,,
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,2026-02-04 16:33:59.526293,,,,,,
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,2026-02-04 16:33:59.526293,,,,,,
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,1,2026-02-04 16:34:00.823440
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,1,2026-02-04 16:34:00.823440
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,1,2026-02-04 16:34:00.823440
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,1,2026-02-04 16:34:00.823440
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,1,2026-02-04 16:34:00.823440
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,1,2026-02-04 16:34:00.823440
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,1,2026-02-04 16:34:00.823440
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,2,2026-02-04 16:34:01.433551
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,2,2026-02-04 16:34:01.433551
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,2,2026-02-04 16:34:01.433551
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,2,2026-02-04 16:34:01.433551
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,2,2026-02-04 16:34:01.433551
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,2,2026-02-04 16:34:01.433551
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,2,2026-02-04 16:34:01.433551
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,3,2026-02-04 16:34:02.571646
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,3,2026-02-04 16:34:02.571646
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 16:34:02.571646
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 16:34:02.571646
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 16:34:02.571646
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 16:34:02.571646
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 16:34:02.571646
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,4,2026-02-04 16:34:03.636868
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,4,2026-02-04 16:34:03.636868
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:34:03.636868
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:34:03.636868
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:34:03.636868
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:34:03.636868
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:34:03.636868
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,5,2026-02-04 16:34:04.692476
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,5,2026-02-04 16:34:04.692476
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:34:04.692476
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:34:04.692476
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:34:04.692476
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:34:04.692476
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:34:04.692476
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,6,2026-02-04 16:34:05.750995
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,6,2026-02-04 16:34:05.750995
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:34:05.750995
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:34:05.750995
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:34:05.750995
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:34:05.750995
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:34:05.750995
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,7,2026-02-04 16:34:06.795650
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,7,2026-02-04 16:34:06.795650
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:34:06.795650
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:34:06.795650
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:34:06.795650
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:34:06.795650
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:34:06.795650
NG,2.23,2.21,2.25,800000.0,800000.0,0,0,0,0,0,0,8,2026-02-04 16:34:07.943601
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,8,2026-02-04 16:34:07.943601
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:34:07.943601
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:34:07.943601
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:34:07.943601
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:34:07.943601
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:34:07.943601
NG,2.24,2.22,2.26,800000.0,800000.0,0,0,0,0,0,0,9,2026-02-04 16:34:08.534356
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,9,2026-02-04 16:34:08.534356
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:34:08.534356
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:34:08.534356
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:34:08.534356
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:34:08.534356
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:34:08.534356
NG,2.24,2.22,2.26,800000.0,800000.0,0,0,0,0,0,0,10,2026-02-04 16:34:09.583878
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,10,2026-02-04 16:34:09.583878
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:34:09.583878
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:34:09.583878
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:34:09.583878
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:34:09.583878
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:34:09.583878
NG,2.25,2.23,2.27,800000.0,800000.0,0,0,0,0,0,0,11,2026-02-04 16:34:10.653681
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,11,2026-02-04 16:34:10.653681
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:34:10.653681
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:34:10.653681
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:34:10.653681
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:34:10.653681
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:34:10.653681
NG,2.25,2.23,2.27,800000.0,800000.0,0,0,0,0,0,0,12,2026-02-04 16:34:11.721118
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,12,2026-02-04 16:34:11.721118
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:34:11.721118
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:34:11.721118
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:34:11.721118
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:34:11.721118
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:34:11.721118
NG,2.24,2.22,2.26,800000.0,800000.0,0,0,0,0,0,0,13,2026-02-04 16:34:12.757947
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,13,2026-02-04 16:34:12.757947
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:34:12.757947
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:34:12.757947
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:34:12.757947
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:34:12.757947
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:34:12.757947
NG,2.24,2.22,2.26,800000.0,800000.0,0,0,0,0,0,0,14,2026-02-04 16:34:13.792839
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,14,2026-02-04 16:34:13.792839
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:34:13.792839
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:34:13.792839
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:34:13.792839
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:34:13.792839
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:34:13.792839
NG,2.25,2.23,2.27,800000.0,800000.0,0,0,0,0,0,0,15,2026-02-04 16:34:14.822494,7.0,2.0,14.0,,FACTORY TENDER REPORT,There is increased speculation of small sized factory tenders to SELL electricity into the local market.
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,15,2026-02-04 16:34:14.822494,,,,,,
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:34:14.822494,,,,,,
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:34:14.822494,,,,,,
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:34:14.822494,,,,,,
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:34:14.822494,,,,,,
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:34:14.822494,,,,,,
NG,2.24,2.22,2.26,800000.0,800000.0,0,0,0,0,0,0,16,2026-02-04 16:34:15.849924
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,16,2026-02-04 16:34:15.849924
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:34:15.849924
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:34:15.849924
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:34:15.849924
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:34:15.849924
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:34:15.849924
NG,2.25,2.23,2.27,800000.0,800000.0,0,0,0,0,0,0,17,2026-02-04 16:34:16.881587
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,17,2026-02-04 16:34:16.881587
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:34:16.881587
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:34:16.881587
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:34:16.881587
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:34:16.881587
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:34:16.881587
NG,2.25,2.23,2.27,800000.0,800000.0,0,0,0,0,0,0,18,2026-02-04 16:34:18.014269
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,18,2026-02-04 16:34:18.014269
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:34:18.014269
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:34:18.014269
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:34:18.014269
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:34:18.014269
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:34:18.014269
NG,2.26,2.24,2.28,800000.0,800000.0,0,0,0,0,0,0,19,2026-02-04 16:34:18.607466
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,19,2026-02-04 16:34:18.607466
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:34:18.607466
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:34:18.607466
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:34:18.607466
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:34:18.607466
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:34:18.607466
NG,2.25,2.23,2.27,800000.0,800000.0,0,0,0,0,0,0,20,2026-02-04 16:34:19.665830
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,20,2026-02-04 16:34:19.665830
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:34:19.665830
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:34:19.665830
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:34:19.665830
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:34:19.665830
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:34:19.665830
NG,2.24,2.22,2.26,800000.0,800000.0,0,0,0,0,0,0,21,2026-02-04 16:34:20.702193
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,21,2026-02-04 16:34:20.702193
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:34:20.702193
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:34:20.702193
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:34:20.702193
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:34:20.702193
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:34:20.702193
NG,2.24,2.22,2.26,800000.0,800000.0,0,0,0,0,0,0,22,2026-02-04 16:34:21.743177
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,22,2026-02-04 16:34:21.743177
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:34:21.743177
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:34:21.743177
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:34:21.743177
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:34:21.743177
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:34:21.743177
NG,2.24,2.22,2.26,800000.0,800000.0,0,0,0,0,0,0,23,2026-02-04 16:34:22.779160
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,23,2026-02-04 16:34:22.779160
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:34:22.779160
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:34:22.779160
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:34:22.779160
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:34:22.779160
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:34:22.779160
NG,2.24,2.22,2.26,800000.0,800000.0,0,0,0,0,0,0,24,2026-02-04 16:34:23.818974
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,24,2026-02-04 16:34:23.818974
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:34:23.818974
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:34:23.818974
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:34:23.818974
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:34:23.818974
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:34:23.818974
NG,2.24,2.22,2.26,800000.0,800000.0,0,0,0,0,0,0,25,2026-02-04 16:34:24.854737
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,25,2026-02-04 16:34:24.854737
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:34:24.854737
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:34:24.854737
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:34:24.854737
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:34:24.854737
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:34:24.854737
NG,2.25,2.23,2.27,800000.0,800000.0,0,0,0,0,0,0,26,2026-02-04 16:34:25.896069
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,26,2026-02-04 16:34:25.896069
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:34:25.896069
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:34:25.896069
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:34:25.896069
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:34:25.896069
