ticker,last_price,bid_price,ask_price,SELL_CITY-T1,SELL_CITY-D,SELL_CITY-P,BUY_CITY-P,SELL_ANON,BUY_ANON,BUY_CITY-T1,tick,timestamp
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,153,2026-02-02 23:28:30.177112
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,153,2026-02-02 23:28:30.177112
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,153,2026-02-02 23:28:30.177112
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,154,2026-02-02 23:28:31.216934
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,154,2026-02-02 23:28:31.216934
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,154,2026-02-02 23:28:31.216934
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,154,2026-02-02 23:28:31.216934
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,154,2026-02-02 23:28:31.216934
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,154,2026-02-02 23:28:31.216934
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,154,2026-02-02 23:28:31.216934
NG,2.11,2.09,2.13,800000.0,800000.0,,0,0,0,0,0,0,155,2026-02-02 23:28:32.298522
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,155,2026-02-02 23:28:32.298522
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,155,2026-02-02 23:28:32.298522
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,155,2026-02-02 23:28:32.298522
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,155,2026-02-02 23:28:32.298522
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,155,2026-02-02 23:28:32.298522
ELEC-F,13.0,13.0,0.0,,,10.0,0,0,0,0,0,0,155,2026-02-02 23:28:32.298522
NG,2.12,2.1,2.14,800000.0,800000.0,,0,0,0,0,0,0,156,2026-02-02 23:28:33.340696
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,156,2026-02-02 23:28:33.340696
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,156,2026-02-02 23:28:33.340696
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,156,2026-02-02 23:28:33.340696
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,156,2026-02-02 23:28:33.340696
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,156,2026-02-02 23:28:33.340696
ELEC-F,13.0,13.0,0.0,,,20.0,0,0,0,0,0,0,156,2026-02-02 23:28:33.340696
NG,2.12,2.1,2.14,800000.0,800000.0,,0,0,0,0,0,0,157,2026-02-02 23:28:34.402730
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,157,2026-02-02 23:28:34.402730
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,157,2026-02-02 23:28:34.402730
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,157,2026-02-02 23:28:34.402730
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,157,2026-02-02 23:28:34.402730
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,157,2026-02-02 23:28:34.402730
ELEC-F,13.0,13.0,0.0,,,20.0,0,0,0,0,0,0,157,2026-02-02 23:28:34.402730
NG,2.12,2.1,2.14,800000.0,800000.0,,0,0,0,0,0,0,158,2026-02-02 23:28:35.433346
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,158,2026-02-02 23:28:35.433346
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,158,2026-02-02 23:28:35.433346
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,158,2026-02-02 23:28:35.433346
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,158,2026-02-02 23:28:35.433346
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,158,2026-02-02 23:28:35.433346
ELEC-F,13.0,13.0,0.0,,,20.0,0,0,0,0,0,0,158,2026-02-02 23:28:35.433346
NG,2.12,2.1,2.14,800000.0,800000.0,,0,0,0,0,0,0,159,2026-02-02 23:28:35.998189
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,159,2026-02-02 23:28:35.998189
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,159,2026-02-02 23:28:35.998189
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,159,2026-02-02 23:28:35.998189
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,159,2026-02-02 23:28:35.998189
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,159,2026-02-02 23:28:35.998189
ELEC-F,13.0,13.0,0.0,,,20.0,0,0,0,0,0,0,159,2026-02-02 23:28:35.998189
NG,2.12,2.1,2.14,800000.0,800000.0,,0,0,0,0,0,0,160,2026-02-02 23:28:37.103646
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,160,2026-02-02 23:28:37.103646
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,160,2026-02-02 23:28:37.103646
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,160,2026-02-02 23:28:37.103646
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,160,2026-02-02 23:28:37.103646
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,160,2026-02-02 23:28:37.103646
ELEC-F,13.0,13.0,0.0,,,20.0,0,0,0,0,0,0,160,2026-02-02 23:28:37.103646
NG,2.11,2.09,2.13,800000.0,800000.0,,0,0,0,0,0,0,161,2026-02-02 23:28:38.134781
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,161,2026-02-02 23:28:38.134781
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,161,2026-02-02 23:28:38.134781
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,161,2026-02-02 23:28:38.134781
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,161,2026-02-02 23:28:38.134781
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,161,2026-02-02 23:28:38.134781
ELEC-F,13.0,13.0,0.0,,,20.0,0,0,0,0,0,0,161,2026-02-02 23:28:38.134781
NG,2.11,2.09,2.13,800000.0,800000.0,,0,0,0,0,0,0,162,2026-02-02 23:28:39.164635
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,162,2026-02-02 23:28:39.164635
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,162,2026-02-02 23:28:39.164635
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,162,2026-02-02 23:28:39.164635
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,162,2026-02-02 23:28:39.164635
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,162,2026-02-02 23:28:39.164635
ELEC-F,13.0,13.0,0.0,,,20.0,0,0,0,0,0,0,162,2026-02-02 23:28:39.164635
NG,2.12,2.1,2.14,800000.0,800000.0,,0,0,0,0,0,0,163,2026-02-02 23:28:40.195467
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,163,2026-02-02 23:28:40.195467
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,163,2026-02-02 23:28:40.195467
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,163,2026-02-02 23:28:40.195467
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,163,2026-02-02 23:28:40.195467
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,163,2026-02-02 23:28:40.195467
ELEC-F,13.0,13.0,0.0,,,20.0,0,0,0,0,0,0,163,2026-02-02 23:28:40.195467
NG,2.12,2.1,2.14,800000.0,800000.0,,0,0,0,0,0,0,164,2026-02-02 23:28:41.229691
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,164,2026-02-02 23:28:41.229691
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,164,2026-02-02 23:28:41.229691
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,164,2026-02-02 23:28:41.229691
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,164,2026-02-02 23:28:41.229691
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,164,2026-02-02 23:28:41.229691
ELEC-F,13.0,13.0,0.0,,,20.0,0,0,0,0,0,0,164,2026-02-02 23:28:41.229691
NG,2.13,2.11,2.15,800000.0,800000.0,,0,0,0,0,0,0,165,2026-02-02 23:28:42.288284
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,165,2026-02-02 23:28:42.288284
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,165,2026-02-02 23:28:42.288284
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,165,2026-02-02 23:28:42.288284
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,165,2026-02-02 23:28:42.288284
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,165,2026-02-02 23:28:42.288284
ELEC-F,13.0,13.0,0.0,,,20.0,0,0,0,0,0,0,165,2026-02-02 23:28:42.288284
NG,2.12,2.1,2.14,800000.0,800000.0,,0,0,0,0,0,0,166,2026-02-02 23:28:43.320768
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,166,2026-02-02 23:28:43.320768
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,166,2026-02-02 23:28:43.320768
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,166,2026-02-02 23:28:43.320768
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,166,2026-02-02 23:28:43.320768
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,166,2026-02-02 23:28:43.320768
ELEC-F,13.0,13.0,0.0,,,20.0,0,0,0,0,0,0,166,2026-02-02 23:28:43.320768
NG,2.12,2.1,2.14,800000.0,800000.0,,0,0,0,0,0,0,167,2026-02-02 23:28:44.356943
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,167,2026-02-02 23:28:44.356943
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,167,2026-02-02 23:28:44.356943
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,167,2026-02-02 23:28:44.356943
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,167,2026-02-02 23:28:44.356943
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,167,2026-02-02 23:28:44.356943
ELEC-F,13.0,13.0,0.0,,,20.0,0,0,0,0,0,0,167,2026-02-02 23:28:44.356943
NG,2.11,2.09,2.13,800000.0,800000.0,,0,0,0,0,0,0,168,2026-02-02 23:28:45.399496
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,168,2026-02-02 23:28:45.399496
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,168,2026-02-02 23:28:45.399496
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,168,2026-02-02 23:28:45.399496
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,168,2026-02-02 23:28:45.399496
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,168,2026-02-02 23:28:45.399496
ELEC-F,13.0,13.0,0.0,,,10.0,0,0,0,0,0,0,168,2026-02-02 23:28:45.399496
NG,2.11,2.09,2.13,800000.0,800000.0,,0,0,0,0,0,0,169,2026-02-02 23:28:46.435842
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,169,2026-02-02 23:28:46.435842
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,169,2026-02-02 23:28:46.435842
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,169,2026-02-02 23:28:46.435842
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,169,2026-02-02 23:28:46.435842
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,169,2026-02-02 23:28:46.435842
ELEC-F,13.0,13.0,0.0,,,10.0,0,0,0,0,0,0,169,2026-02-02 23:28:46.435842
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,170,2026-02-02 23:28:47.476649
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,170,2026-02-02 23:28:47.476649
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,170,2026-02-02 23:28:47.476649
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,170,2026-02-02 23:28:47.476649
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,170,2026-02-02 23:28:47.476649
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,170,2026-02-02 23:28:47.476649
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,170,2026-02-02 23:28:47.476649
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,171,2026-02-02 23:28:48.563709
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,171,2026-02-02 23:28:48.563709
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,171,2026-02-02 23:28:48.563709
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,171,2026-02-02 23:28:48.563709
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,171,2026-02-02 23:28:48.563709
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,171,2026-02-02 23:28:48.563709
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,171,2026-02-02 23:28:48.563709
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,172,2026-02-02 23:28:49.131711
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,172,2026-02-02 23:28:49.131711
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,172,2026-02-02 23:28:49.131711
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,172,2026-02-02 23:28:49.131711
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,172,2026-02-02 23:28:49.131711
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,172,2026-02-02 23:28:49.131711
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,172,2026-02-02 23:28:49.131711
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,173,2026-02-02 23:28:50.175620
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,173,2026-02-02 23:28:50.175620
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,173,2026-02-02 23:28:50.175620
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,173,2026-02-02 23:28:50.175620
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,173,2026-02-02 23:28:50.175620
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,173,2026-02-02 23:28:50.175620
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,173,2026-02-02 23:28:50.175620
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,174,2026-02-02 23:28:51.215425
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,174,2026-02-02 23:28:51.215425
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,174,2026-02-02 23:28:51.215425
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,174,2026-02-02 23:28:51.215425
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,174,2026-02-02 23:28:51.215425
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,174,2026-02-02 23:28:51.215425
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,174,2026-02-02 23:28:51.215425
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,175,2026-02-02 23:28:52.264379
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,175,2026-02-02 23:28:52.264379
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,175,2026-02-02 23:28:52.264379
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,175,2026-02-02 23:28:52.264379
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,175,2026-02-02 23:28:52.264379
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,175,2026-02-02 23:28:52.264379
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,175,2026-02-02 23:28:52.264379
NG,2.1,2.08,2.12,800000.0,800000.0,0,0,0,0,0,0,0,176,2026-02-02 23:28:53.304472
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,176,2026-02-02 23:28:53.304472
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,176,2026-02-02 23:28:53.304472
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,176,2026-02-02 23:28:53.304472
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,176,2026-02-02 23:28:53.304472
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,176,2026-02-02 23:28:53.304472
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,176,2026-02-02 23:28:53.304472
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,177,2026-02-02 23:28:54.357087
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,177,2026-02-02 23:28:54.357087
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,177,2026-02-02 23:28:54.357087
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,177,2026-02-02 23:28:54.357087
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,177,2026-02-02 23:28:54.357087
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,177,2026-02-02 23:28:54.357087
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,177,2026-02-02 23:28:54.357087
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,178,2026-02-02 23:28:55.391505
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,178,2026-02-02 23:28:55.391505
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,178,2026-02-02 23:28:55.391505
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,178,2026-02-02 23:28:55.391505
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,178,2026-02-02 23:28:55.391505
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,178,2026-02-02 23:28:55.391505
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,178,2026-02-02 23:28:55.391505
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,179,2026-02-02 23:28:56.426925
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,179,2026-02-02 23:28:56.426925
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,179,2026-02-02 23:28:56.426925
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,179,2026-02-02 23:28:56.426925
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,179,2026-02-02 23:28:56.426925
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,179,2026-02-02 23:28:56.426925
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,179,2026-02-02 23:28:56.426925
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,180,2026-02-02 23:28:57.457729
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,180,2026-02-02 23:28:57.457729
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,180,2026-02-02 23:28:57.457729
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,180,2026-02-02 23:28:57.457729
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,180,2026-02-02 23:28:57.457729
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,180,2026-02-02 23:28:57.457729
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,180,2026-02-02 23:28:57.457729
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,2026-02-02 23:28:58.488175,8.0,1.0,180.0,,SPOT PRICE AND VOLUMES FOR DAY 2,The Regulatory Authority for Electricity board decided that on day 2 the following prices and volumes will be enforced:<br><br>250 contracts are available for market participants to buy at a price of $20.01<br><br>250 contracts are available for market participants to sell at a price of $20.00
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,2026-02-02 23:28:58.488175,,,,,,
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,2026-02-02 23:28:58.488175,,,,,,
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,2026-02-02 23:28:58.488175,,,,,,
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,2026-02-02 23:28:58.488175,,,,,,
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,2026-02-02 23:28:58.488175,,,,,,
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,0,2026-02-02 23:28:58.488175,,,,,,
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,1,2026-02-02 23:28:59.524689
ELEC-day2,0.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,1,2026-02-02 23:28:59.524689
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,1,2026-02-02 23:28:59.524689
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,1,2026-02-02 23:28:59.524689
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,1,2026-02-02 23:28:59.524689
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,1,2026-02-02 23:28:59.524689
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,1,2026-02-02 23:28:59.524689
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,2,2026-02-02 23:29:00.564274,9.0,2.0,1.0,,SUNLIGHT Forecast for DAY 3,The weather forecasts call for between 0 and 7 hours of sunlight tomorrow.
ELEC-day2,0.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,2,2026-02-02 23:29:00.564274,,,,,,
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,2,2026-02-02 23:29:00.564274,,,,,,
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,2,2026-02-02 23:29:00.564274,,,,,,
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,2,2026-02-02 23:29:00.564274,,,,,,
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,2,2026-02-02 23:29:00.564274,,,,,,
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,2,2026-02-02 23:29:00.564274,,,,,,
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,3,2026-02-02 23:29:01.601975
ELEC-day2,0.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,3,2026-02-02 23:29:01.601975
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,3,2026-02-02 23:29:01.601975
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,3,2026-02-02 23:29:01.601975
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,3,2026-02-02 23:29:01.601975
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,3,2026-02-02 23:29:01.601975
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,3,2026-02-02 23:29:01.601975
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,4,2026-02-02 23:29:02.712139
ELEC-day2,0.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,4,2026-02-02 23:29:02.712139
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,4,2026-02-02 23:29:02.712139
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,4,2026-02-02 23:29:02.712139
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,4,2026-02-02 23:29:02.712139
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,4,2026-02-02 23:29:02.712139
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,4,2026-02-02 23:29:02.712139
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,5,2026-02-02 23:29:03.254243
ELEC-day2,0.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,5,2026-02-02 23:29:03.254243
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,5,2026-02-02 23:29:03.254243
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,5,2026-02-02 23:29:03.254243
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,5,2026-02-02 23:29:03.254243
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,5,2026-02-02 23:29:03.254243
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,5,2026-02-02 23:29:03.254243
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,6,2026-02-02 23:29:04.360688
ELEC-day2,0.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,6,2026-02-02 23:29:04.360688
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,6,2026-02-02 23:29:04.360688
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,6,2026-02-02 23:29:04.360688
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,6,2026-02-02 23:29:04.360688
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,6,2026-02-02 23:29:04.360688
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,6,2026-02-02 23:29:04.360688
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,7,2026-02-02 23:29:05.394350
ELEC-day2,0.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,7,2026-02-02 23:29:05.394350
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,7,2026-02-02 23:29:05.394350
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,7,2026-02-02 23:29:05.394350
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,7,2026-02-02 23:29:05.394350
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,7,2026-02-02 23:29:05.394350
ELEC-F,13.0,0.0,0.0,,,0,0,0,0,0,0,0,7,2026-02-02 23:29:05.394350
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,8,2026-02-02 23:29:06.424191
ELEC-day2,0.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,8,2026-02-02 23:29:06.424191
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,8,2026-02-02 23:29:06.424191
