ticker,last_price,bid_price,ask_price,BUY_GIOT-1,BUY_DUBL-6,BUY_COLA-6,BUY_OTWA-1,SELL_ANON,SELL_OTWA-1,BUY_ANON,tick,timestamp
BYL,51.79,51.78,51.8,50000000.0,50000000.0,0,0,0,0,0,113,2026-02-04 16:00:59.130053
CLD,77.77,77.76,77.78,50000000.0,50000000.0,0,0,0,0,0,113,2026-02-04 16:00:59.130053
GGD,31.07,31.06,31.08,50000000.0,50000000.0,0,0,0,0,0,113,2026-02-04 16:00:59.130053
PNR,57.71,57.7,57.72,50000000.0,50000000.0,0,0,0,0,0,113,2026-02-04 16:00:59.130053
FSR,29.09,29.08,29.1,50000000.0,50000000.0,0,0,0,0,0,113,2026-02-04 16:00:59.130053
ATB,59.45,59.44,59.46,50000000.0,50000000.0,0,0,0,0,0,113,2026-02-04 16:00:59.130053
SPK,51.68,51.67,51.69,50000000.0,50000000.0,0,0,0,0,0,113,2026-02-04 16:00:59.130053
EEC,45.93,45.92,45.94,50000000.0,50000000.0,0,0,0,0,0,113,2026-02-04 16:00:59.130053
TGX,44.76,44.75,44.77,50000000.0,50000000.0,0,0,0,0,0,114,2026-02-04 16:01:00.176944
PHR,40.87,40.86,40.88,50000000.0,50000000.0,0,0,0,0,0,114,2026-02-04 16:01:00.176944
BYL,51.97,51.96,51.98,50000000.0,50000000.0,0,0,0,0,0,114,2026-02-04 16:01:00.176944
CLD,78.1,78.09,78.11,50000000.0,50000000.0,0,0,0,0,0,114,2026-02-04 16:01:00.176944
GGD,31.01,31.0,31.02,50000000.0,50000000.0,0,0,0,0,0,114,2026-02-04 16:01:00.176944
PNR,57.66,57.65,57.67,50000000.0,50000000.0,0,0,0,0,0,114,2026-02-04 16:01:00.176944
FSR,29.13,29.12,29.14,50000000.0,50000000.0,0,0,0,0,0,114,2026-02-04 16:01:00.176944
ATB,59.34,59.33,59.35,50000000.0,50000000.0,0,0,0,0,0,114,2026-02-04 16:01:00.176944
SPK,51.61,51.6,51.62,50000000.0,50000000.0,0,0,0,0,0,114,2026-02-04 16:01:00.176944
EEC,45.88,45.87,45.89,50000000.0,50000000.0,0,0,0,0,0,114,2026-02-04 16:01:00.176944
TGX,44.77,44.76,44.78,50000000.0,50000000.0,0,0,0,0,0,115,2026-02-04 16:01:01.223878
PHR,41.09,41.08,41.1,50000000.0,50000000.0,0,0,0,0,0,115,2026-02-04 16:01:01.223878
BYL,52.47,52.46,52.48,50000000.0,50000000.0,0,0,0,0,0,115,2026-02-04 16:01:01.223878
CLD,78.92,78.91,78.93,50000000.0,50000000.0,0,0,0,0,0,115,2026-02-04 16:01:01.223878
GGD,30.88,30.87,30.89,50000000.0,50000000.0,0,0,0,0,0,115,2026-02-04 16:01:01.223878
PNR,57.36,57.35,57.37,50000000.0,50000000.0,0,0,0,0,0,115,2026-02-04 16:01:01.223878
FSR,29.14,29.13,29.15,50000000.0,50000000.0,0,0,0,0,0,115,2026-02-04 16:01:01.223878
ATB,59.86,59.85,59.87,50000000.0,50000000.0,0,0,0,0,0,115,2026-02-04 16:01:01.223878
SPK,51.85,51.84,51.86,50000000.0,50000000.0,0,0,0,0,0,115,2026-02-04 16:01:01.223878
EEC,46.24,46.23,46.25,50000000.0,50000000.0,0,0,0,0,0,115,2026-02-04 16:01:01.223878
TGX,44.78,44.77,44.79,50000000.0,50000000.0,0,0,0,0,0,116,2026-02-04 16:01:02.278472
PHR,41.18,41.17,41.19,50000000.0,50000000.0,0,0,0,0,0,116,2026-02-04 16:01:02.278472
BYL,52.61,52.6,52.62,50000000.0,50000000.0,0,0,0,0,0,116,2026-02-04 16:01:02.278472
CLD,79.14,79.13,79.15,50000000.0,50000000.0,0,0,0,0,0,116,2026-02-04 16:01:02.278472
GGD,30.97,30.96,30.98,50000000.0,50000000.0,0,0,0,0,0,116,2026-02-04 16:01:02.278472
PNR,57.25,57.24,57.26,50000000.0,50000000.0,0,0,0,0,0,116,2026-02-04 16:01:02.278472
FSR,29.15,29.14,29.16,50000000.0,50000000.0,0,0,0,0,0,116,2026-02-04 16:01:02.278472
ATB,60.47,60.46,60.48,50000000.0,50000000.0,0,0,0,0,0,116,2026-02-04 16:01:02.278472
SPK,52.05,52.04,52.06,50000000.0,50000000.0,0,0,0,0,0,116,2026-02-04 16:01:02.278472
EEC,46.26,46.25,46.27,50000000.0,50000000.0,0,0,0,0,0,116,2026-02-04 16:01:02.278472
TGX,44.76,44.75,44.77,50000000.0,50000000.0,0,0,0,0,0,117,2026-02-04 16:01:03.373086
PHR,41.47,41.46,41.48,50000000.0,50000000.0,0,0,0,0,0,117,2026-02-04 16:01:03.373086
BYL,52.41,52.4,52.42,50000000.0,50000000.0,0,0,0,0,0,117,2026-02-04 16:01:03.373086
CLD,78.86,78.85,78.87,50000000.0,50000000.0,0,0,0,0,0,117,2026-02-04 16:01:03.373086
GGD,31.1,31.09,31.11,50000000.0,50000000.0,0,0,0,0,0,117,2026-02-04 16:01:03.373086
PNR,57.3,57.29,57.31,50000000.0,50000000.0,0,0,0,0,0,117,2026-02-04 16:01:03.373086
FSR,29.11,29.1,29.12,50000000.0,50000000.0,0,0,0,0,0,117,2026-02-04 16:01:03.373086
ATB,60.41,60.4,60.42,50000000.0,50000000.0,0,0,0,0,0,117,2026-02-04 16:01:03.373086
SPK,52.18,52.17,52.19,50000000.0,50000000.0,0,0,0,0,0,117,2026-02-04 16:01:03.373086
EEC,46.33,46.32,46.34,50000000.0,50000000.0,0,0,0,0,0,117,2026-02-04 16:01:03.373086
TGX,44.78,44.77,44.79,50000000.0,50000000.0,0,0,0,0,0,118,2026-02-04 16:01:04.747667
PHR,41.37,41.36,41.38,50000000.0,50000000.0,0,0,0,0,0,118,2026-02-04 16:01:04.747667
BYL,52.6,52.59,52.61,50000000.0,50000000.0,0,0,0,0,0,118,2026-02-04 16:01:04.747667
CLD,79.26,79.25,79.27,50000000.0,50000000.0,0,0,0,0,0,118,2026-02-04 16:01:04.747667
GGD,31.03,31.02,31.04,50000000.0,50000000.0,0,0,0,0,0,118,2026-02-04 16:01:04.747667
PNR,57.14,57.13,57.15,50000000.0,50000000.0,0,0,0,0,0,118,2026-02-04 16:01:04.747667
FSR,29.12,29.11,29.13,50000000.0,50000000.0,0,0,0,0,0,118,2026-02-04 16:01:04.747667
ATB,60.3,60.29,60.31,50000000.0,50000000.0,0,0,0,0,0,118,2026-02-04 16:01:04.747667
SPK,51.87,51.86,51.88,50000000.0,50000000.0,0,0,0,0,0,118,2026-02-04 16:01:04.747667
EEC,46.07,46.06,46.08,50000000.0,50000000.0,0,0,0,0,0,118,2026-02-04 16:01:04.747667
TGX,44.78,44.77,44.79,50000000.0,50000000.0,0,0,0,0,0,119,2026-02-04 16:01:05.748982
PHR,41.53,41.52,41.54,50000000.0,50000000.0,0,0,0,0,0,119,2026-02-04 16:01:05.748982
BYL,52.52,52.51,52.53,50000000.0,50000000.0,0,0,0,0,0,119,2026-02-04 16:01:05.748982
CLD,79.18,79.17,79.19,50000000.0,50000000.0,0,0,0,0,0,119,2026-02-04 16:01:05.748982
GGD,31.09,31.08,31.1,50000000.0,50000000.0,0,0,0,0,0,119,2026-02-04 16:01:05.748982
PNR,57.24,57.23,57.25,50000000.0,50000000.0,0,0,0,0,0,119,2026-02-04 16:01:05.748982
FSR,29.15,29.14,29.16,50000000.0,50000000.0,0,0,0,0,0,119,2026-02-04 16:01:05.748982
ATB,60.2,60.19,60.21,50000000.0,50000000.0,0,0,0,0,0,119,2026-02-04 16:01:05.748982
SPK,51.63,51.62,51.64,50000000.0,50000000.0,0,0,0,0,0,119,2026-02-04 16:01:05.748982
EEC,46.13,46.12,46.14,50000000.0,50000000.0,0,0,0,0,0,119,2026-02-04 16:01:05.748982
TGX,44.55,44.55,44.57,50000000.0,50000000.0,0,0,0,0,0,120,2026-02-04 16:01:06.492141
PHR,41.52,41.5,41.52,50000000.0,50000000.0,0,0,0,0,0,120,2026-02-04 16:01:06.492141
BYL,51.42,51.41,51.43,50000000.0,50000000.0,0,0,0,0,0,120,2026-02-04 16:01:06.492141
CLD,79.64,79.63,79.65,50000000.0,50000000.0,0,0,0,0,0,120,2026-02-04 16:01:06.492141
GGD,32.1,32.09,32.11,50000000.0,50000000.0,0,0,0,0,0,120,2026-02-04 16:01:06.492141
PNR,57.31,57.3,57.32,50000000.0,50000000.0,0,0,0,0,0,120,2026-02-04 16:01:06.492141
FSR,29.08,29.07,29.09,50000000.0,50000000.0,0,0,0,0,0,120,2026-02-04 16:01:06.492141
ATB,59.58,59.57,59.59,50000000.0,50000000.0,0,0,0,0,0,120,2026-02-04 16:01:06.492141
SPK,51.34,51.33,51.35,50000000.0,50000000.0,0,0,0,0,0,120,2026-02-04 16:01:06.492141
EEC,45.78,45.77,45.79,50000000.0,50000000.0,0,0,0,0,0,120,2026-02-04 16:01:06.492141
TGX,44.54,44.53,44.55,50000000.0,50000000.0,0,0,0,0,0,121,2026-02-04 16:01:07.184793
PHR,41.41,41.4,41.42,50000000.0,50000000.0,0,0,0,0,0,121,2026-02-04 16:01:07.184793
BYL,51.7,51.69,51.71,50000000.0,50000000.0,0,0,0,0,0,121,2026-02-04 16:01:07.184793
CLD,78.97,78.96,78.98,50000000.0,50000000.0,0,0,0,0,0,121,2026-02-04 16:01:07.184793
GGD,31.62,31.61,31.63,50000000.0,50000000.0,0,0,0,0,0,121,2026-02-04 16:01:07.184793
PNR,57.44,57.43,57.45,50000000.0,50000000.0,0,0,0,0,0,121,2026-02-04 16:01:07.184793
FSR,29.11,29.1,29.12,50000000.0,50000000.0,0,0,0,0,0,121,2026-02-04 16:01:07.184793
ATB,59.81,59.8,59.82,50000000.0,50000000.0,0,0,0,0,0,121,2026-02-04 16:01:07.184793
SPK,50.96,50.95,50.97,50000000.0,50000000.0,0,0,0,0,0,121,2026-02-04 16:01:07.184793
EEC,44.97,44.96,44.98,50000000.0,50000000.0,0,0,0,0,0,121,2026-02-04 16:01:07.184793
TGX,45.19,45.18,45.2,50000000.0,50000000.0,0,0,0,0,0,122,2026-02-04 16:01:08.219813
PHR,41.37,41.36,41.38,50000000.0,50000000.0,0,0,0,0,0,122,2026-02-04 16:01:08.219813
BYL,51.51,51.5,51.52,50000000.0,50000000.0,0,0,0,0,0,122,2026-02-04 16:01:08.219813
CLD,78.68,78.67,78.69,50000000.0,50000000.0,0,0,0,0,0,122,2026-02-04 16:01:08.219813
GGD,31.56,31.55,31.57,50000000.0,50000000.0,0,0,0,0,0,122,2026-02-04 16:01:08.219813
PNR,57.37,57.36,57.38,50000000.0,50000000.0,0,0,0,0,0,122,2026-02-04 16:01:08.219813
FSR,28.96,28.95,28.97,50000000.0,50000000.0,0,0,0,0,0,122,2026-02-04 16:01:08.219813
ATB,60.08,60.07,60.09,50000000.0,50000000.0,0,0,0,0,0,122,2026-02-04 16:01:08.219813
SPK,51.16,51.15,51.17,50000000.0,50000000.0,0,0,0,0,0,122,2026-02-04 16:01:08.219813
EEC,45.28,45.27,45.29,50000000.0,50000000.0,0,0,0,0,0,122,2026-02-04 16:01:08.219813
TGX,45.18,45.17,45.19,50000000.0,50000000.0,0,0,0,0,0,123,2026-02-04 16:01:09.264613
PHR,40.99,40.98,41.0,50000000.0,50000000.0,0,0,0,0,0,123,2026-02-04 16:01:09.264613
BYL,51.16,51.15,51.17,50000000.0,50000000.0,0,0,0,0,0,123,2026-02-04 16:01:09.264613
CLD,78.1,78.09,78.11,50000000.0,50000000.0,0,0,0,0,0,123,2026-02-04 16:01:09.264613
GGD,31.08,31.07,31.09,50000000.0,50000000.0,0,0,0,0,0,123,2026-02-04 16:01:09.264613
PNR,57.41,57.4,57.42,50000000.0,50000000.0,0,0,0,0,0,123,2026-02-04 16:01:09.264613
FSR,28.98,28.97,28.99,50000000.0,50000000.0,0,0,0,0,0,123,2026-02-04 16:01:09.264613
ATB,59.99,59.98,60.0,50000000.0,50000000.0,0,0,0,0,0,123,2026-02-04 16:01:09.264613
SPK,50.81,50.8,50.82,50000000.0,50000000.0,0,0,0,0,0,123,2026-02-04 16:01:09.264613
EEC,44.94,44.93,44.95,50000000.0,50000000.0,0,0,0,0,0,123,2026-02-04 16:01:09.264613
TGX,45.22,45.21,45.23,50000000.0,50000000.0,0,0,0,0,0,124,2026-02-04 16:01:10.312851
PHR,40.67,40.66,40.68,50000000.0,50000000.0,0,0,0,0,0,124,2026-02-04 16:01:10.312851
BYL,51.07,51.06,51.08,50000000.0,50000000.0,0,0,0,0,0,124,2026-02-04 16:01:10.312851
CLD,77.95,77.94,77.96,50000000.0,50000000.0,0,0,0,0,0,124,2026-02-04 16:01:10.312851
GGD,31.04,31.03,31.05,50000000.0,50000000.0,0,0,0,0,0,124,2026-02-04 16:01:10.312851
PNR,57.46,57.45,57.47,50000000.0,50000000.0,0,0,0,0,0,124,2026-02-04 16:01:10.312851
FSR,29.05,29.04,29.06,50000000.0,50000000.0,0,0,0,0,0,124,2026-02-04 16:01:10.312851
ATB,60.37,60.36,60.38,50000000.0,50000000.0,0,0,0,0,0,124,2026-02-04 16:01:10.312851
SPK,50.78,50.77,50.79,50000000.0,50000000.0,0,0,0,0,0,124,2026-02-04 16:01:10.312851
EEC,44.96,44.95,44.97,50000000.0,50000000.0,0,0,0,0,0,124,2026-02-04 16:01:10.312851
TGX,45.23,45.22,45.24,50000000.0,50000000.0,0,0,0,0,0,125,2026-02-04 16:01:11.377536
PHR,40.91,40.9,40.92,50000000.0,50000000.0,0,0,0,0,0,125,2026-02-04 16:01:11.377536
BYL,51.27,51.26,51.28,50000000.0,50000000.0,0,0,0,0,0,125,2026-02-04 16:01:11.377536
CLD,78.36,78.35,78.37,50000000.0,50000000.0,0,0,0,0,0,125,2026-02-04 16:01:11.377536
GGD,31.09,31.08,31.1,50000000.0,50000000.0,0,0,0,0,0,125,2026-02-04 16:01:11.377536
PNR,57.39,57.38,57.4,50000000.0,50000000.0,0,0,0,0,0,125,2026-02-04 16:01:11.377536
FSR,29.06,29.05,29.07,50000000.0,50000000.0,0,0,0,0,0,125,2026-02-04 16:01:11.377536
ATB,60.28,60.27,60.29,50000000.0,50000000.0,0,0,0,0,0,125,2026-02-04 16:01:11.377536
SPK,50.73,50.72,50.74,50000000.0,50000000.0,0,0,0,0,0,125,2026-02-04 16:01:11.377536
EEC,44.79,44.78,44.8,50000000.0,50000000.0,0,0,0,0,0,125,2026-02-04 16:01:11.377536
TGX,45.21,45.2,45.22,50000000.0,50000000.0,0,0,0,0,0,126,2026-02-04 16:01:12.423752
PHR,41.08,41.07,41.09,50000000.0,50000000.0,0,0,0,0,0,126,2026-02-04 16:01:12.423752
BYL,51.31,51.3,51.32,50000000.0,50000000.0,0,0,0,0,0,126,2026-02-04 16:01:12.423752
CLD,78.52,78.51,78.53,50000000.0,50000000.0,0,0,0,0,0,126,2026-02-04 16:01:12.423752
GGD,31.08,31.07,31.09,50000000.0,50000000.0,0,0,0,0,0,126,2026-02-04 16:01:12.423752
PNR,57.37,57.36,57.38,50000000.0,50000000.0,0,0,0,0,0,126,2026-02-04 16:01:12.423752
FSR,29.09,29.08,29.1,50000000.0,50000000.0,0,0,0,0,0,126,2026-02-04 16:01:12.423752
ATB,60.41,60.4,60.42,50000000.0,50000000.0,0,0,0,0,0,126,2026-02-04 16:01:12.423752
SPK,50.78,50.77,50.79,50000000.0,50000000.0,0,0,0,0,0,126,2026-02-04 16:01:12.423752
EEC,44.87,44.86,44.88,50000000.0,50000000.0,0,0,0,0,0,126,2026-02-04 16:01:12.423752
TGX,45.22,45.21,45.23,50000000.0,50000000.0,0,0,0,0,0,127,2026-02-04 16:01:13.474717
PHR,41.27,41.26,41.28,50000000.0,50000000.0,0,0,0,0,0,127,2026-02-04 16:01:13.474717
BYL,51.26,51.25,51.27,50000000.0,50000000.0,0,0,0,0,0,127,2026-02-04 16:01:13.474717
CLD,78.52,78.51,78.53,50000000.0,50000000.0,0,0,0,0,0,127,2026-02-04 16:01:13.474717
GGD,30.99,30.98,31.0,50000000.0,50000000.0,0,0,0,0,0,127,2026-02-04 16:01:13.474717
PNR,57.15,57.14,57.16,50000000.0,50000000.0,0,0,0,0,0,127,2026-02-04 16:01:13.474717
FSR,29.09,29.08,29.1,50000000.0,50000000.0,0,0,0,0,0,127,2026-02-04 16:01:13.474717
ATB,61.05,61.04,61.06,50000000.0,50000000.0,0,0,0,0,0,127,2026-02-04 16:01:13.474717
SPK,50.71,50.7,50.72,50000000.0,50000000.0,0,0,0,0,0,127,2026-02-04 16:01:13.474717
EEC,44.7,44.69,44.71,50000000.0,50000000.0,0,0,0,0,0,127,2026-02-04 16:01:13.474717
TGX,45.22,45.21,45.23,50000000.0,50000000.0,0,0,0,0,0,128,2026-02-04 16:01:14.540685
PHR,41.26,41.25,41.27,50000000.0,50000000.0,0,0,0,0,0,128,2026-02-04 16:01:14.540685
BYL,51.61,51.6,51.62,50000000.0,50000000.0,0,0,0,0,0,128,2026-02-04 16:01:14.540685
CLD,79.01,79.0,79.02,50000000.0,50000000.0,0,0,0,0,0,128,2026-02-04 16:01:14.540685
GGD,30.94,30.93,30.95,50000000.0,50000000.0,0,0,0,0,0,128,2026-02-04 16:01:14.540685
PNR,57.09,57.08,57.1,50000000.0,50000000.0,0,0,0,0,0,128,2026-02-04 16:01:14.540685
FSR,29.13,29.12,29.14,50000000.0,50000000.0,0,0,0,0,0,128,2026-02-04 16:01:14.540685
ATB,61.54,61.53,61.55,50000000.0,50000000.0,0,0,0,0,0,128,2026-02-04 16:01:14.540685
SPK,50.73,50.72,50.74,50000000.0,50000000.0,0,0,0,0,0,128,2026-02-04 16:01:14.540685
EEC,44.65,44.64,44.66,50000000.0,50000000.0,0,0,0,0,0,128,2026-02-04 16:01:14.540685
TGX,45.21,45.2,45.22,50000000.0,50000000.0,0,0,0,0,0,129,2026-02-04 16:01:15.595249
PHR,40.71,40.7,40.72,50000000.0,50000000.0,0,0,0,0,0,129,2026-02-04 16:01:15.595249
BYL,51.66,51.65,51.67,50000000.0,50000000.0,0,0,0,0,0,129,2026-02-04 16:01:15.595249
CLD,79.29,79.28,79.3,50000000.0,50000000.0,0,0,0,0,0,129,2026-02-04 16:01:15.595249
GGD,30.98,30.97,30.99,50000000.0,50000000.0,0,0,0,0,0,129,2026-02-04 16:01:15.595249
PNR,57.01,57.0,57.02,50000000.0,50000000.0,0,0,0,0,0,129,2026-02-04 16:01:15.595249
FSR,29.17,29.16,29.18,50000000.0,50000000.0,0,0,0,0,0,129,2026-02-04 16:01:15.595249
ATB,61.65,61.64,61.66,50000000.0,50000000.0,0,0,0,0,0,129,2026-02-04 16:01:15.595249
SPK,50.52,50.51,50.53,50000000.0,50000000.0,0,0,0,0,0,129,2026-02-04 16:01:15.595249
EEC,44.26,44.25,44.27,50000000.0,50000000.0,0,0,0,0,0,129,2026-02-04 16:01:15.595249
TGX,45.19,45.18,45.2,50000000.0,50000000.0,0,0,0,0,0,130,2026-02-04 16:01:16.227999,11.0,1.0,129.0,D4-FSR/ATB,Closing Conditions Tracker Updated,Status update shows 9 of 11 conditions satisfied with Fed and FDIC final approvals pending.
PHR,41.27,41.26,41.28,50000000.0,50000000.0,0,0,0,0,0,130,2026-02-04 16:01:16.227999,10.0,1.0,129.0,D1-TGX/PHR,Activist Hedge Fund Opposes Deal,"Pennant Capital, which owns 3.2% of TGX shares, announces it will vote against the transaction, arguing the $50 price undervalues the company's pipeline."
BYL,51.21,51.2,51.22,50000000.0,50000000.0,0,0,0,0,0,130,2026-02-04 16:01:16.227999,,,,,,
CLD,78.54,78.53,78.55,50000000.0,50000000.0,0,0,0,0,0,130,2026-02-04 16:01:16.227999,,,,,,
GGD,30.96,30.95,30.97,50000000.0,50000000.0,0,0,0,0,0,130,2026-02-04 16:01:16.227999,,,,,,
PNR,56.92,56.91,56.93,50000000.0,50000000.0,0,0,0,0,0,130,2026-02-04 16:01:16.227999,,,,,,
FSR,29.18,29.17,29.19,50000000.0,50000000.0,0,0,0,0,0,130,2026-02-04 16:01:16.227999,,,,,,
ATB,62.06,62.05,62.07,50000000.0,50000000.0,0,0,0,0,0,130,2026-02-04 16:01:16.227999,,,,,,
SPK,50.43,50.42,50.44,50000000.0,50000000.0,0,0,0,0,0,130,2026-02-04 16:01:16.227999,,,,,,
EEC,44.17,44.16,44.18,50000000.0,50000000.0,0,0,0,0,0,130,2026-02-04 16:01:16.227999,,,,,,
TGX,45.17,45.16,45.18,50000000.0,50000000.0,0,0,0,0,0,131,2026-02-04 16:01:17.271632,13.0,1.0,130.0,D5-SPK/EEC,Renewable Energy Sector Sell-Off,Clean energy stocks decline 18% on rising interest rates and subsidy policy uncertainty.
PHR,41.21,41.2,41.22,50000000.0,50000000.0,0,0,0,0,0,131,2026-02-04 16:01:17.271632,12.0,1.0,130.0,D3-GGD/PNR,Permanent Financing Syndication Successful,Bank group fully syndicates term loan at favorable rates despite challenging credit market conditions.
BYL,51.25,51.24,51.26,50000000.0,50000000.0,0,0,0,0,0,131,2026-02-04 16:01:17.271632,,,,,,
CLD,78.51,78.5,78.52,50000000.0,50000000.0,0,0,0,0,0,131,2026-02-04 16:01:17.271632,,,,,,
GGD,30.86,30.85,30.87,50000000.0,50000000.0,0,0,0,0,0,131,2026-02-04 16:01:17.271632,,,,,,
PNR,57.11,57.1,57.12,50000000.0,50000000.0,0,0,0,0,0,131,2026-02-04 16:01:17.271632,,,,,,
FSR,29.16,29.15,29.17,50000000.0,50000000.0,0,0,0,0,0,131,2026-02-04 16:01:17.271632,,,,,,
ATB,62.12,62.11,62.13,50000000.0,50000000.0,0,0,0,0,0,131,2026-02-04 16:01:17.271632,,,,,,
SPK,50.4,50.39,50.41,50000000.0,50000000.0,0,0,0,0,0,131,2026-02-04 16:01:17.271632,,,,,,
EEC,44.03,44.02,44.04,50000000.0,50000000.0,0,0,0,0,0,131,2026-02-04 16:01:17.271632,,,,,,
TGX,45.21,45.2,45.22,50000000.0,50000000.0,0,0,0,0,0,132,2026-02-04 16:01:18.317027,14.0,1.0,131.0,D3-GGD/PNR,Integration Planning Progresses,"Joint integration office established focusing on operations, systems, and organizational design."
PHR,41.1,41.09,41.11,50000000.0,50000000.0,0,0,0,0,0,132,2026-02-04 16:01:18.317027,,,,,,
BYL,51.1,51.09,51.11,50000000.0,50000000.0,0,0,0,0,0,132,2026-02-04 16:01:18.317027,,,,,,
CLD,78.1,78.09,78.11,50000000.0,50000000.0,0,0,0,0,0,132,2026-02-04 16:01:18.317027,,,,,,
GGD,30.89,30.88,30.9,50000000.0,50000000.0,0,0,0,0,0,132,2026-02-04 16:01:18.317027,,,,,,
PNR,57.26,57.25,57.27,50000000.0,50000000.0,0,0,0,0,0,132,2026-02-04 16:01:18.317027,,,,,,
FSR,29.18,29.17,29.19,50000000.0,50000000.0,0,0,0,0,0,132,2026-02-04 16:01:18.317027,,,,,,
ATB,61.98,61.97,61.99,50000000.0,50000000.0,0,0,0,0,0,132,2026-02-04 16:01:18.317027,,,,,,
SPK,50.31,50.3,50.32,50000000.0,50000000.0,0,0,0,0,0,132,2026-02-04 16:01:18.317027,,,,,,
EEC,43.81,43.8,43.82,50000000.0,50000000.0,0,0,0,0,0,132,2026-02-04 16:01:18.317027,,,,,,
TGX,45.21,45.2,45.22,50000000.0,50000000.0,0,0,0,0,0,133,2026-02-04 16:01:19.365435
PHR,40.88,40.87,40.89,50000000.0,50000000.0,0,0,0,0,0,133,2026-02-04 16:01:19.365435
BYL,51.12,51.11,51.13,50000000.0,50000000.0,0,0,0,0,0,133,2026-02-04 16:01:19.365435
CLD,78.11,78.1,78.12,50000000.0,50000000.0,0,0,0,0,0,133,2026-02-04 16:01:19.365435
GGD,30.91,30.9,30.92,50000000.0,50000000.0,0,0,0,0,0,133,2026-02-04 16:01:19.365435
PNR,57.4,57.39,57.41,50000000.0,50000000.0,0,0,0,0,0,133,2026-02-04 16:01:19.365435
FSR,29.17,29.16,29.18,50000000.0,50000000.0,0,0,0,0,0,133,2026-02-04 16:01:19.365435
ATB,62.12,62.11,62.13,50000000.0,50000000.0,0,0,0,0,0,133,2026-02-04 16:01:19.365435
SPK,50.41,50.4,50.42,50000000.0,50000000.0,0,0,0,0,0,133,2026-02-04 16:01:19.365435
EEC,43.81,43.8,43.82,50000000.0,50000000.0,0,0,0,0,0,133,2026-02-04 16:01:19.365435
TGX,45.22,45.21,45.23,50000000.0,50000000.0,0,0,0,0,0,134,2026-02-04 16:01:20.400084
PHR,40.86,40.85,40.87,50000000.0,50000000.0,0,0,0,0,0,134,2026-02-04 16:01:20.400084
BYL,51.57,51.56,51.58,50000000.0,50000000.0,0,0,0,0,0,134,2026-02-04 16:01:20.400084
CLD,78.99,78.98,79.0,50000000.0,50000000.0,0,0,0,0,0,134,2026-02-04 16:01:20.400084
GGD,30.87,30.86,30.88,50000000.0,50000000.0,0,0,0,0,0,134,2026-02-04 16:01:20.400084
PNR,57.58,57.57,57.59,50000000.0,50000000.0,0,0,0,0,0,134,2026-02-04 16:01:20.400084
FSR,29.12,29.11,29.13,50000000.0,50000000.0,0,0,0,0,0,134,2026-02-04 16:01:20.400084
ATB,62.1,62.09,62.11,50000000.0,50000000.0,0,0,0,0,0,134,2026-02-04 16:01:20.400084
SPK,50.37,50.36,50.38,50000000.0,50000000.0,0,0,0,0,0,134,2026-02-04 16:01:20.400084
EEC,43.75,43.74,43.76,50000000.0,50000000.0,0,0,0,0,0,134,2026-02-04 16:01:20.400084
TGX,45.2,45.19,45.21,50000000.0,50000000.0,0,0,0,0,0,135,2026-02-04 16:01:21.441205
PHR,41.03,41.02,41.04,50000000.0,50000000.0,0,0,0,0,0,135,2026-02-04 16:01:21.441205
BYL,51.21,51.2,51.22,50000000.0,50000000.0,0,0,0,0,0,135,2026-02-04 16:01:21.441205
CLD,78.37,78.36,78.38,50000000.0,50000000.0,0,0,0,0,0,135,2026-02-04 16:01:21.441205
GGD,30.86,30.85,30.87,50000000.0,50000000.0,0,0,0,0,0,135,2026-02-04 16:01:21.441205
PNR,57.47,57.46,57.48,50000000.0,50000000.0,0,0,0,0,0,135,2026-02-04 16:01:21.441205
FSR,29.08,29.07,29.09,50000000.0,50000000.0,0,0,0,0,0,135,2026-02-04 16:01:21.441205
ATB,62.2,62.19,62.21,50000000.0,50000000.0,0,0,0,0,0,135,2026-02-04 16:01:21.441205
SPK,50.38,50.37,50.39,50000000.0,50000000.0,0,0,0,0,0,135,2026-02-04 16:01:21.441205
EEC,43.93,43.92,43.94,50000000.0,50000000.0,0,0,0,0,0,135,2026-02-04 16:01:21.441205
TGX,45.24,45.23,45.25,50000000.0,50000000.0,0,0,0,0,0,136,2026-02-04 16:01:22.481460,15.0,1.0,135.0,D5-SPK/EEC,Renewable Energy Credit Transfer Review,State regulators review REC transfer mechanics and compliance with renewable portfolio standards.
PHR,40.6,40.59,40.61,50000000.0,50000000.0,0,0,0,0,0,136,2026-02-04 16:01:22.481460,,,,,,
BYL,51.11,51.1,51.12,50000000.0,50000000.0,0,0,0,0,0,136,2026-02-04 16:01:22.481460,,,,,,
CLD,78.09,78.08,78.1,50000000.0,50000000.0,0,0,0,0,0,136,2026-02-04 16:01:22.481460,,,,,,
GGD,30.9,30.89,30.91,50000000.0,50000000.0,0,0,0,0,0,136,2026-02-04 16:01:22.481460,,,,,,
PNR,57.54,57.53,57.55,50000000.0,50000000.0,0,0,0,0,0,136,2026-02-04 16:01:22.481460,,,,,,
FSR,28.99,28.98,29.0,50000000.0,50000000.0,0,0,0,0,0,136,2026-02-04 16:01:22.481460,,,,,,
ATB,62.08,62.07,62.09,50000000.0,50000000.0,0,0,0,0,0,136,2026-02-04 16:01:22.481460,,,,,,
