CLD,79.58,79.57,79.59,50000000.0,50000000.0,0,0,0,4,2026-02-04 14:16:12.548029
GGD,31.47,31.46,31.48,50000000.0,50000000.0,0,0,0,4,2026-02-04 14:16:12.548029
PNR,59.73,59.72,59.74,50000000.0,50000000.0,0,0,0,4,2026-02-04 14:16:12.548029
FSR,30.45,30.44,30.46,50000000.0,50000000.0,0,0,0,4,2026-02-04 14:16:12.548029
ATB,62.13,62.12,62.14,50000000.0,50000000.0,0,0,0,4,2026-02-04 14:16:12.548029
SPK,52.49,52.48,52.5,50000000.0,50000000.0,0,0,0,4,2026-02-04 14:16:12.548029
EEC,47.49,47.48,47.5,50000000.0,50000000.0,0,0,0,4,2026-02-04 14:16:12.548029
TGX,43.85,43.84,43.86,50000000.0,50000000.0,0,0,0,5,2026-02-04 14:16:13.584826
PHR,48.09,48.08,48.1,50000000.0,50000000.0,0,0,0,5,2026-02-04 14:16:13.584826
BYL,43.63,43.62,43.64,50000000.0,50000000.0,0,0,0,5,2026-02-04 14:16:13.584826
CLD,79.57,79.56,79.58,50000000.0,50000000.0,0,0,0,5,2026-02-04 14:16:13.584826
GGD,31.47,31.46,31.48,50000000.0,50000000.0,0,0,0,5,2026-02-04 14:16:13.584826
PNR,59.68,59.67,59.69,50000000.0,50000000.0,0,0,0,5,2026-02-04 14:16:13.584826
FSR,30.37,30.36,30.38,50000000.0,50000000.0,0,0,0,5,2026-02-04 14:16:13.584826
ATB,61.99,61.98,62.0,50000000.0,50000000.0,0,0,0,5,2026-02-04 14:16:13.584826
SPK,52.32,52.31,52.33,50000000.0,50000000.0,0,0,0,5,2026-02-04 14:16:13.584826
EEC,47.14,47.13,47.15,50000000.0,50000000.0,0,0,0,5,2026-02-04 14:16:13.584826
TGX,43.78,43.77,43.79,50000000.0,50000000.0,0,0,0,6,2026-02-04 14:16:14.621131
PHR,47.81,47.8,47.82,50000000.0,50000000.0,0,0,0,6,2026-02-04 14:16:14.621131
BYL,43.7,43.69,43.71,50000000.0,50000000.0,0,0,0,6,2026-02-04 14:16:14.621131
CLD,79.7,79.69,79.71,50000000.0,50000000.0,0,0,0,6,2026-02-04 14:16:14.621131
GGD,31.47,31.46,31.48,50000000.0,50000000.0,0,0,0,6,2026-02-04 14:16:14.621131
PNR,59.62,59.61,59.63,50000000.0,50000000.0,0,0,0,6,2026-02-04 14:16:14.621131
FSR,30.42,30.41,30.43,50000000.0,50000000.0,0,0,0,6,2026-02-04 14:16:14.621131
ATB,62.55,62.54,62.56,50000000.0,50000000.0,0,0,0,6,2026-02-04 14:16:14.621131
SPK,52.14,52.13,52.15,50000000.0,50000000.0,0,0,0,6,2026-02-04 14:16:14.621131
EEC,47.01,47.0,47.02,50000000.0,50000000.0,0,0,0,6,2026-02-04 14:16:14.621131
TGX,43.77,43.76,43.78,50000000.0,50000000.0,0,0,0,7,2026-02-04 14:16:15.657675
PHR,47.39,47.38,47.4,50000000.0,50000000.0,0,0,0,7,2026-02-04 14:16:15.657675
BYL,43.62,43.61,43.63,50000000.0,50000000.0,0,0,0,7,2026-02-04 14:16:15.657675
CLD,79.58,79.57,79.59,50000000.0,50000000.0,0,0,0,7,2026-02-04 14:16:15.657675
GGD,31.46,31.45,31.47,50000000.0,50000000.0,0,0,0,7,2026-02-04 14:16:15.657675
PNR,59.55,59.54,59.56,50000000.0,50000000.0,0,0,0,7,2026-02-04 14:16:15.657675
FSR,30.37,30.36,30.38,50000000.0,50000000.0,0,0,0,7,2026-02-04 14:16:15.657675
ATB,62.79,62.78,62.8,50000000.0,50000000.0,0,0,0,7,2026-02-04 14:16:15.657675
SPK,52.15,52.14,52.16,50000000.0,50000000.0,0,0,0,7,2026-02-04 14:16:15.657675
EEC,47.08,47.07,47.09,50000000.0,50000000.0,0,0,0,7,2026-02-04 14:16:15.657675
TGX,43.77,43.76,43.78,50000000.0,50000000.0,0,0,0,8,2026-02-04 14:16:16.687815
PHR,47.5,47.49,47.51,50000000.0,50000000.0,0,0,0,8,2026-02-04 14:16:16.687815
BYL,43.73,43.72,43.74,50000000.0,50000000.0,0,0,0,8,2026-02-04 14:16:16.687815
CLD,79.86,79.85,79.87,50000000.0,50000000.0,0,0,0,8,2026-02-04 14:16:16.687815
GGD,31.47,31.46,31.48,50000000.0,50000000.0,0,0,0,8,2026-02-04 14:16:16.687815
PNR,59.4,59.39,59.41,50000000.0,50000000.0,0,0,0,8,2026-02-04 14:16:16.687815
FSR,30.37,30.36,30.38,50000000.0,50000000.0,0,0,0,8,2026-02-04 14:16:16.687815
ATB,63.0,62.99,63.01,50000000.0,50000000.0,0,0,0,8,2026-02-04 14:16:16.687815
SPK,52.15,52.14,52.16,50000000.0,50000000.0,0,0,0,8,2026-02-04 14:16:16.687815
EEC,47.07,47.06,47.08,50000000.0,50000000.0,0,0,0,8,2026-02-04 14:16:16.687815
TGX,43.88,43.87,43.89,50000000.0,50000000.0,0,0,0,9,2026-02-04 14:16:17.726251
PHR,47.63,47.62,47.64,50000000.0,50000000.0,0,0,0,9,2026-02-04 14:16:17.726251
BYL,43.7,43.69,43.71,50000000.0,50000000.0,0,0,0,9,2026-02-04 14:16:17.726251
CLD,79.78,79.77,79.79,50000000.0,50000000.0,0,0,0,9,2026-02-04 14:16:17.726251
GGD,31.45,31.44,31.46,50000000.0,50000000.0,0,0,0,9,2026-02-04 14:16:17.726251
PNR,59.22,59.21,59.23,50000000.0,50000000.0,0,0,0,9,2026-02-04 14:16:17.726251
FSR,30.38,30.37,30.39,50000000.0,50000000.0,0,0,0,9,2026-02-04 14:16:17.726251
ATB,62.78,62.77,62.79,50000000.0,50000000.0,0,0,0,9,2026-02-04 14:16:17.726251
SPK,52.14,52.13,52.15,50000000.0,50000000.0,0,0,0,9,2026-02-04 14:16:17.726251
EEC,47.01,47.0,47.02,50000000.0,50000000.0,0,0,0,9,2026-02-04 14:16:17.726251
TGX,43.86,43.85,43.87,50000000.0,50000000.0,0,0,0,10,2026-02-04 14:16:18.755831
PHR,47.66,47.65,47.67,50000000.0,50000000.0,0,0,0,10,2026-02-04 14:16:18.755831
BYL,43.71,43.7,43.72,50000000.0,50000000.0,0,0,0,10,2026-02-04 14:16:18.755831
CLD,79.79,79.78,79.8,50000000.0,50000000.0,0,0,0,10,2026-02-04 14:16:18.755831
GGD,31.43,31.42,31.44,50000000.0,50000000.0,0,0,0,10,2026-02-04 14:16:18.755831
PNR,59.25,59.24,59.26,50000000.0,50000000.0,0,0,0,10,2026-02-04 14:16:18.755831
FSR,30.48,30.47,30.49,50000000.0,50000000.0,0,0,0,10,2026-02-04 14:16:18.755831
ATB,62.45,62.44,62.46,50000000.0,50000000.0,0,0,0,10,2026-02-04 14:16:18.755831
SPK,52.11,52.1,52.12,50000000.0,50000000.0,0,0,0,10,2026-02-04 14:16:18.755831
EEC,47.05,47.04,47.06,50000000.0,50000000.0,0,0,0,10,2026-02-04 14:16:18.755831
TGX,43.88,43.87,43.89,50000000.0,50000000.0,0,0,0,11,2026-02-04 14:16:19.785919
PHR,47.52,47.51,47.53,50000000.0,50000000.0,0,0,0,11,2026-02-04 14:16:19.785919
BYL,43.59,43.58,43.6,50000000.0,50000000.0,0,0,0,11,2026-02-04 14:16:19.785919
CLD,79.55,79.54,79.56,50000000.0,50000000.0,0,0,0,11,2026-02-04 14:16:19.785919
GGD,31.44,31.43,31.45,50000000.0,50000000.0,0,0,0,11,2026-02-04 14:16:19.785919
PNR,59.24,59.23,59.25,50000000.0,50000000.0,0,0,0,11,2026-02-04 14:16:19.785919
FSR,30.47,30.46,30.48,50000000.0,50000000.0,0,0,0,11,2026-02-04 14:16:19.785919
ATB,62.54,62.53,62.55,50000000.0,50000000.0,0,0,0,11,2026-02-04 14:16:19.785919
SPK,52.14,52.13,52.15,50000000.0,50000000.0,0,0,0,11,2026-02-04 14:16:19.785919
EEC,46.98,46.97,46.99,50000000.0,50000000.0,0,0,0,11,2026-02-04 14:16:19.785919
TGX,43.89,43.88,43.9,50000000.0,50000000.0,0,0,0,12,2026-02-04 14:16:20.824835
PHR,47.53,47.52,47.54,50000000.0,50000000.0,0,0,0,12,2026-02-04 14:16:20.824835
BYL,43.62,43.61,43.63,50000000.0,50000000.0,0,0,0,12,2026-02-04 14:16:20.824835
CLD,79.57,79.56,79.58,50000000.0,50000000.0,0,0,0,12,2026-02-04 14:16:20.824835
GGD,31.45,31.44,31.46,50000000.0,50000000.0,0,0,0,12,2026-02-04 14:16:20.824835
PNR,59.26,59.25,59.27,50000000.0,50000000.0,0,0,0,12,2026-02-04 14:16:20.824835
FSR,30.36,30.35,30.37,50000000.0,50000000.0,0,0,0,12,2026-02-04 14:16:20.824835
ATB,62.35,62.34,62.36,50000000.0,50000000.0,0,0,0,12,2026-02-04 14:16:20.824835
SPK,52.2,52.19,52.21,50000000.0,50000000.0,0,0,0,12,2026-02-04 14:16:20.824835
EEC,46.96,46.95,46.97,50000000.0,50000000.0,0,0,0,12,2026-02-04 14:16:20.824835
TGX,43.91,43.9,43.92,50000000.0,50000000.0,0,0,0,13,2026-02-04 14:16:21.861580
PHR,47.52,47.51,47.53,50000000.0,50000000.0,0,0,0,13,2026-02-04 14:16:21.861580
BYL,43.56,43.55,43.57,50000000.0,50000000.0,0,0,0,13,2026-02-04 14:16:21.861580
CLD,79.47,79.46,79.48,50000000.0,50000000.0,0,0,0,13,2026-02-04 14:16:21.861580
GGD,31.46,31.45,31.47,50000000.0,50000000.0,0,0,0,13,2026-02-04 14:16:21.861580
PNR,59.13,59.12,59.14,50000000.0,50000000.0,0,0,0,13,2026-02-04 14:16:21.861580
FSR,30.37,30.36,30.38,50000000.0,50000000.0,0,0,0,13,2026-02-04 14:16:21.861580
ATB,62.42,62.41,62.43,50000000.0,50000000.0,0,0,0,13,2026-02-04 14:16:21.861580
SPK,52.19,52.18,52.2,50000000.0,50000000.0,0,0,0,13,2026-02-04 14:16:21.861580
EEC,47.0,46.99,47.01,50000000.0,50000000.0,0,0,0,13,2026-02-04 14:16:21.861580
TGX,43.91,43.9,43.92,50000000.0,50000000.0,0,0,0,14,2026-02-04 14:16:22.920894
PHR,47.32,47.31,47.33,50000000.0,50000000.0,0,0,0,14,2026-02-04 14:16:22.920894
BYL,43.53,43.52,43.54,50000000.0,50000000.0,0,0,0,14,2026-02-04 14:16:22.920894
CLD,79.37,79.36,79.38,50000000.0,50000000.0,0,0,0,14,2026-02-04 14:16:22.920894
GGD,31.47,31.46,31.48,50000000.0,50000000.0,0,0,0,14,2026-02-04 14:16:22.920894
PNR,59.15,59.14,59.16,50000000.0,50000000.0,0,0,0,14,2026-02-04 14:16:22.920894
FSR,30.35,30.34,30.36,50000000.0,50000000.0,0,0,0,14,2026-02-04 14:16:22.920894
ATB,62.82,62.81,62.83,50000000.0,50000000.0,0,0,0,14,2026-02-04 14:16:22.920894
SPK,51.99,51.98,52.0,50000000.0,50000000.0,0,0,0,14,2026-02-04 14:16:22.920894
EEC,46.84,46.83,46.85,50000000.0,50000000.0,0,0,0,14,2026-02-04 14:16:22.920894
TGX,43.96,43.95,43.97,50000000.0,50000000.0,0,0,0,15,2026-02-04 14:16:23.453293
PHR,47.34,47.33,47.35,50000000.0,50000000.0,0,0,0,15,2026-02-04 14:16:23.453293
BYL,43.66,43.65,43.67,50000000.0,50000000.0,0,0,0,15,2026-02-04 14:16:23.453293
CLD,79.66,79.65,79.67,50000000.0,50000000.0,0,0,0,15,2026-02-04 14:16:23.453293
GGD,31.43,31.42,31.44,50000000.0,50000000.0,0,0,0,15,2026-02-04 14:16:23.453293
PNR,58.99,58.98,59.0,50000000.0,50000000.0,0,0,0,15,2026-02-04 14:16:23.453293
FSR,30.36,30.35,30.37,50000000.0,50000000.0,0,0,0,15,2026-02-04 14:16:23.453293
ATB,62.79,62.78,62.8,50000000.0,50000000.0,0,0,0,15,2026-02-04 14:16:23.453293
SPK,52.05,52.04,52.06,50000000.0,50000000.0,0,0,0,15,2026-02-04 14:16:23.453293
EEC,46.75,46.74,46.76,50000000.0,50000000.0,0,0,0,15,2026-02-04 14:16:23.453293
TGX,43.99,43.98,44.0,50000000.0,50000000.0,0,0,0,16,2026-02-04 14:16:24.481908
PHR,47.57,47.56,47.58,50000000.0,50000000.0,0,0,0,16,2026-02-04 14:16:24.481908
BYL,43.74,43.73,43.75,50000000.0,50000000.0,0,0,0,16,2026-02-04 14:16:24.481908
CLD,79.87,79.86,79.88,50000000.0,50000000.0,0,0,0,16,2026-02-04 14:16:24.481908
GGD,31.42,31.41,31.43,50000000.0,50000000.0,0,0,0,16,2026-02-04 14:16:24.481908
PNR,58.96,58.95,58.97,50000000.0,50000000.0,0,0,0,16,2026-02-04 14:16:24.481908
FSR,30.36,30.35,30.37,50000000.0,50000000.0,0,0,0,16,2026-02-04 14:16:24.481908
ATB,62.96,62.95,62.97,50000000.0,50000000.0,0,0,0,16,2026-02-04 14:16:24.481908
SPK,52.18,52.17,52.19,50000000.0,50000000.0,0,0,0,16,2026-02-04 14:16:24.481908
EEC,46.83,46.82,46.84,50000000.0,50000000.0,0,0,0,16,2026-02-04 14:16:24.481908
TGX,43.92,43.91,43.93,50000000.0,50000000.0,0,0,0,17,2026-02-04 14:16:25.517679
PHR,47.14,47.13,47.15,50000000.0,50000000.0,0,0,0,17,2026-02-04 14:16:25.517679
BYL,43.82,43.81,43.83,50000000.0,50000000.0,0,0,0,17,2026-02-04 14:16:25.517679
CLD,79.98,79.97,79.99,50000000.0,50000000.0,0,0,0,17,2026-02-04 14:16:25.517679
GGD,31.41,31.4,31.42,50000000.0,50000000.0,0,0,0,17,2026-02-04 14:16:25.517679
PNR,59.01,59.0,59.02,50000000.0,50000000.0,0,0,0,17,2026-02-04 14:16:25.517679
FSR,30.31,30.3,30.32,50000000.0,50000000.0,0,0,0,17,2026-02-04 14:16:25.517679
ATB,63.4,63.39,63.41,50000000.0,50000000.0,0,0,0,17,2026-02-04 14:16:25.517679
SPK,51.96,51.95,51.97,50000000.0,50000000.0,0,0,0,17,2026-02-04 14:16:25.517679
EEC,46.56,46.55,46.57,50000000.0,50000000.0,0,0,0,17,2026-02-04 14:16:25.517679
TGX,44.02,44.01,44.03,50000000.0,50000000.0,0,0,0,18,2026-02-04 14:16:26.552945
PHR,47.12,47.11,47.13,50000000.0,50000000.0,0,0,0,18,2026-02-04 14:16:26.552945
BYL,43.86,43.85,43.87,50000000.0,50000000.0,0,0,0,18,2026-02-04 14:16:26.552945
CLD,80.07,80.06,80.08,50000000.0,50000000.0,0,0,0,18,2026-02-04 14:16:26.552945
GGD,31.39,31.38,31.4,50000000.0,50000000.0,0,0,0,18,2026-02-04 14:16:26.552945
PNR,58.78,58.77,58.79,50000000.0,50000000.0,0,0,0,18,2026-02-04 14:16:26.552945
FSR,30.32,30.31,30.33,50000000.0,50000000.0,0,0,0,18,2026-02-04 14:16:26.552945
ATB,63.68,63.67,63.69,50000000.0,50000000.0,0,0,0,18,2026-02-04 14:16:26.552945
SPK,51.85,51.84,51.86,50000000.0,50000000.0,0,0,0,18,2026-02-04 14:16:26.552945
EEC,46.39,46.38,46.4,50000000.0,50000000.0,0,0,0,18,2026-02-04 14:16:26.552945
TGX,44.01,44.0,44.02,50000000.0,50000000.0,0,0,0,19,2026-02-04 14:16:27.586317
PHR,47.18,47.17,47.19,50000000.0,50000000.0,0,0,0,19,2026-02-04 14:16:27.586317
BYL,43.81,43.8,43.82,50000000.0,50000000.0,0,0,0,19,2026-02-04 14:16:27.586317
CLD,79.94,79.93,79.95,50000000.0,50000000.0,0,0,0,19,2026-02-04 14:16:27.586317
GGD,31.44,31.43,31.45,50000000.0,50000000.0,0,0,0,19,2026-02-04 14:16:27.586317
PNR,58.92,58.91,58.93,50000000.0,50000000.0,0,0,0,19,2026-02-04 14:16:27.586317
FSR,30.31,30.3,30.32,50000000.0,50000000.0,0,0,0,19,2026-02-04 14:16:27.586317
ATB,63.77,63.76,63.78,50000000.0,50000000.0,0,0,0,19,2026-02-04 14:16:27.586317
SPK,51.84,51.83,51.85,50000000.0,50000000.0,0,0,0,19,2026-02-04 14:16:27.586317
EEC,46.41,46.4,46.42,50000000.0,50000000.0,0,0,0,19,2026-02-04 14:16:27.586317
TGX,43.95,43.94,43.96,50000000.0,50000000.0,0,0,0,20,2026-02-04 14:16:28.629145
PHR,47.09,47.08,47.1,50000000.0,50000000.0,0,0,0,20,2026-02-04 14:16:28.629145
BYL,43.69,43.68,43.7,50000000.0,50000000.0,0,0,0,20,2026-02-04 14:16:28.629145
CLD,79.59,79.58,79.6,50000000.0,50000000.0,0,0,0,20,2026-02-04 14:16:28.629145
GGD,31.4,31.39,31.41,50000000.0,50000000.0,0,0,0,20,2026-02-04 14:16:28.629145
PNR,58.92,58.91,58.93,50000000.0,50000000.0,0,0,0,20,2026-02-04 14:16:28.629145
FSR,30.4,30.39,30.41,50000000.0,50000000.0,0,0,0,20,2026-02-04 14:16:28.629145
ATB,63.63,63.62,63.64,50000000.0,50000000.0,0,0,0,20,2026-02-04 14:16:28.629145
SPK,51.78,51.77,51.79,50000000.0,50000000.0,0,0,0,20,2026-02-04 14:16:28.629145
EEC,46.36,46.35,46.37,50000000.0,50000000.0,0,0,0,20,2026-02-04 14:16:28.629145
TGX,43.95,43.94,43.96,50000000.0,50000000.0,0,0,0,21,2026-02-04 14:16:29.658658
PHR,47.23,47.22,47.24,50000000.0,50000000.0,0,0,0,21,2026-02-04 14:16:29.658658
BYL,43.77,43.76,43.78,50000000.0,50000000.0,0,0,0,21,2026-02-04 14:16:29.658658
CLD,79.69,79.68,79.7,50000000.0,50000000.0,0,0,0,21,2026-02-04 14:16:29.658658
GGD,31.4,31.39,31.41,50000000.0,50000000.0,0,0,0,21,2026-02-04 14:16:29.658658
PNR,58.99,58.98,59.0,50000000.0,50000000.0,0,0,0,21,2026-02-04 14:16:29.658658
FSR,30.49,30.48,30.5,50000000.0,50000000.0,0,0,0,21,2026-02-04 14:16:29.658658
ATB,63.75,63.74,63.76,50000000.0,50000000.0,0,0,0,21,2026-02-04 14:16:29.658658
SPK,51.77,51.76,51.78,50000000.0,50000000.0,0,0,0,21,2026-02-04 14:16:29.658658
EEC,46.31,46.3,46.32,50000000.0,50000000.0,0,0,0,21,2026-02-04 14:16:29.658658
TGX,43.95,43.94,43.96,50000000.0,50000000.0,0,0,0,22,2026-02-04 14:16:30.688766
PHR,47.46,47.45,47.47,50000000.0,50000000.0,0,0,0,22,2026-02-04 14:16:30.688766
BYL,43.74,43.73,43.75,50000000.0,50000000.0,0,0,0,22,2026-02-04 14:16:30.688766
CLD,79.59,79.58,79.6,50000000.0,50000000.0,0,0,0,22,2026-02-04 14:16:30.688766
GGD,31.42,31.41,31.43,50000000.0,50000000.0,0,0,0,22,2026-02-04 14:16:30.688766
PNR,59.02,59.01,59.03,50000000.0,50000000.0,0,0,0,22,2026-02-04 14:16:30.688766
FSR,30.51,30.5,30.52,50000000.0,50000000.0,0,0,0,22,2026-02-04 14:16:30.688766
ATB,64.12,64.11,64.13,50000000.0,50000000.0,0,0,0,22,2026-02-04 14:16:30.688766
SPK,51.87,51.86,51.88,50000000.0,50000000.0,0,0,0,22,2026-02-04 14:16:30.688766
EEC,46.56,46.55,46.57,50000000.0,50000000.0,0,0,0,22,2026-02-04 14:16:30.688766
TGX,44.08,44.07,44.09,50000000.0,50000000.0,0,0,0,23,2026-02-04 14:16:31.727601
PHR,47.2,47.19,47.21,50000000.0,50000000.0,0,0,0,23,2026-02-04 14:16:31.727601
BYL,43.75,43.74,43.76,50000000.0,50000000.0,0,0,0,23,2026-02-04 14:16:31.727601
CLD,79.61,79.6,79.62,50000000.0,50000000.0,0,0,0,23,2026-02-04 14:16:31.727601
GGD,31.4,31.39,31.41,50000000.0,50000000.0,0,0,0,23,2026-02-04 14:16:31.727601
PNR,59.04,59.03,59.05,50000000.0,50000000.0,0,0,0,23,2026-02-04 14:16:31.727601
FSR,30.5,30.49,30.51,50000000.0,50000000.0,0,0,0,23,2026-02-04 14:16:31.727601
ATB,64.13,64.12,64.14,50000000.0,50000000.0,0,0,0,23,2026-02-04 14:16:31.727601
SPK,51.77,51.76,51.78,50000000.0,50000000.0,0,0,0,23,2026-02-04 14:16:31.727601
EEC,46.41,46.4,46.42,50000000.0,50000000.0,0,0,0,23,2026-02-04 14:16:31.727601
TGX,44.07,44.06,44.08,50000000.0,50000000.0,0,0,0,24,2026-02-04 14:16:32.762436,2.0,1.0,23.0,D3-GGD/PNR,Regulatory Filings Submitted,"Companies submit required filings with FERC, FTC, and relevant state regulatory authorities."
PHR,46.94,46.93,46.95,50000000.0,50000000.0,0,0,0,24,2026-02-04 14:16:32.762436,,,,,,
BYL,43.84,43.83,43.85,50000000.0,50000000.0,0,0,0,24,2026-02-04 14:16:32.762436,,,,,,
CLD,79.88,79.87,79.89,50000000.0,50000000.0,0,0,0,24,2026-02-04 14:16:32.762436,,,,,,
GGD,31.39,31.38,31.4,50000000.0,50000000.0,0,0,0,24,2026-02-04 14:16:32.762436,,,,,,
PNR,58.94,58.93,58.95,50000000.0,50000000.0,0,0,0,24,2026-02-04 14:16:32.762436,,,,,,
FSR,30.52,30.51,30.53,50000000.0,50000000.0,0,0,0,24,2026-02-04 14:16:32.762436,,,,,,
ATB,63.88,63.87,63.89,50000000.0,50000000.0,0,0,0,24,2026-02-04 14:16:32.762436,,,,,,
SPK,51.64,51.63,51.65,50000000.0,50000000.0,0,0,0,24,2026-02-04 14:16:32.762436,,,,,,
EEC,46.42,46.41,46.43,50000000.0,50000000.0,0,0,0,24,2026-02-04 14:16:32.762436,,,,,,
TGX,44.19,44.18,44.2,50000000.0,50000000.0,0,0,0,25,2026-02-04 14:16:33.806183
PHR,47.04,47.03,47.05,50000000.0,50000000.0,0,0,0,25,2026-02-04 14:16:33.806183
BYL,43.82,43.81,43.83,50000000.0,50000000.0,0,0,0,25,2026-02-04 14:16:33.806183
CLD,79.86,79.85,79.87,50000000.0,50000000.0,0,0,0,25,2026-02-04 14:16:33.806183
GGD,31.37,31.36,31.38,50000000.0,50000000.0,0,0,0,25,2026-02-04 14:16:33.806183
PNR,59.09,59.08,59.1,50000000.0,50000000.0,0,0,0,25,2026-02-04 14:16:33.806183
FSR,30.52,30.51,30.53,50000000.0,50000000.0,0,0,0,25,2026-02-04 14:16:33.806183
ATB,64.48,64.47,64.49,50000000.0,50000000.0,0,0,0,25,2026-02-04 14:16:33.806183
SPK,51.68,51.67,51.69,50000000.0,50000000.0,0,0,0,25,2026-02-04 14:16:33.806183
EEC,46.33,46.32,46.34,50000000.0,50000000.0,0,0,0,25,2026-02-04 14:16:33.806183
TGX,44.23,44.22,44.24,50000000.0,50000000.0,0,0,0,26,2026-02-04 14:16:34.846287
PHR,47.36,47.35,47.37,50000000.0,50000000.0,0,0,0,26,2026-02-04 14:16:34.846287
BYL,43.9,43.89,43.91,50000000.0,50000000.0,0,0,0,26,2026-02-04 14:16:34.846287
CLD,80.07,80.06,80.08,50000000.0,50000000.0,0,0,0,26,2026-02-04 14:16:34.846287
GGD,31.34,31.33,31.35,50000000.0,50000000.0,0,0,0,26,2026-02-04 14:16:34.846287
PNR,59.06,59.05,59.07,50000000.0,50000000.0,0,0,0,26,2026-02-04 14:16:34.846287
FSR,30.51,30.5,30.52,50000000.0,50000000.0,0,0,0,26,2026-02-04 14:16:34.846287
ATB,65.0,64.99,65.01,50000000.0,50000000.0,0,0,0,26,2026-02-04 14:16:34.846287
SPK,51.69,51.68,51.7,50000000.0,50000000.0,0,0,0,26,2026-02-04 14:16:34.846287
EEC,46.37,46.36,46.38,50000000.0,50000000.0,0,0,0,26,2026-02-04 14:16:34.846287
TGX,44.22,44.21,44.23,50000000.0,50000000.0,0,0,0,27,2026-02-04 14:16:35.886628
PHR,47.31,47.3,47.32,50000000.0,50000000.0,0,0,0,27,2026-02-04 14:16:35.886628
BYL,43.91,43.9,43.92,50000000.0,50000000.0,0,0,0,27,2026-02-04 14:16:35.886628
CLD,80.11,80.1,80.12,50000000.0,50000000.0,0,0,0,27,2026-02-04 14:16:35.886628
GGD,31.33,31.32,31.34,50000000.0,50000000.0,0,0,0,27,2026-02-04 14:16:35.886628
PNR,58.93,58.92,58.94,50000000.0,50000000.0,0,0,0,27,2026-02-04 14:16:35.886628
FSR,30.54,30.53,30.55,50000000.0,50000000.0,0,0,0,27,2026-02-04 14:16:35.886628
ATB,65.01,65.0,65.02,50000000.0,50000000.0,0,0,0,27,2026-02-04 14:16:35.886628
SPK,51.76,51.75,51.77,50000000.0,50000000.0,0,0,0,27,2026-02-04 14:16:35.886628
EEC,46.52,46.51,46.53,50000000.0,50000000.0,0,0,0,27,2026-02-04 14:16:35.886628
TGX,44.23,44.22,44.24,50000000.0,50000000.0,0,0,0,28,2026-02-04 14:16:36.930025
PHR,47.11,47.1,47.12,50000000.0,50000000.0,0,0,0,28,2026-02-04 14:16:36.930025
