news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_LUIS-1,SELL_LUIS-1
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,2,2026-02-01 13:46:24.159654,SPNG,24.68,24.68,25.34,2314400.0,2368800.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,2,2026-02-01 13:46:24.159654,SMMR,25.04,24.94,25.04,2278100.0,2419600.0,0,0
,,,,,,2,2026-02-01 13:46:24.159654,ATMN,24.9,24.84,24.9,2377000.0,2290500.0,0,0
,,,,,,2,2026-02-01 13:46:24.159654,WNTR,25.08,25.05,25.08,2050100.0,2293000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,3,2026-02-01 13:46:25.209622,SPNG,24.54,24.65,25.05,2296300.0,2394800.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,3,2026-02-01 13:46:25.209622,SMMR,24.9,24.9,25.05,2288600.0,2401300.0,0,0
,,,,,,3,2026-02-01 13:46:25.209622,ATMN,24.9,24.97,25.12,2356400.0,2294600.0,0,0
,,,,,,3,2026-02-01 13:46:25.209622,WNTR,25.05,25.05,25.13,2050100.0,2284600.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,4,2026-02-01 13:46:26.319472,SPNG,25.02,24.65,25.05,2308500.0,2394800.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,4,2026-02-01 13:46:26.319472,SMMR,24.88,24.88,25.05,2301200.0,2401300.0,0,0
,,,,,,4,2026-02-01 13:46:26.319472,ATMN,25.19,24.84,25.19,2377000.0,2285400.0,0,0
,,,,,,4,2026-02-01 13:46:26.319472,WNTR,25.05,25.05,25.1,2050100.0,2285500.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,5,2026-02-01 13:46:27.439338,SPNG,25.34,24.65,25.11,2294800.0,2376200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,5,2026-02-01 13:46:27.439338,SMMR,24.88,24.92,25.05,2325300.0,2401300.0,0,0
,,,,,,5,2026-02-01 13:46:27.439338,ATMN,25.19,24.84,25.19,2377000.0,2326500.0,0,0
,,,,,,5,2026-02-01 13:46:27.439338,WNTR,25.16,24.97,25.16,1919900.0,2300000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,6,2026-02-01 13:46:28.491454,SPNG,25.11,25.16,25.34,2293800.0,2368800.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,6,2026-02-01 13:46:28.491454,SMMR,25.04,25.04,25.05,2352500.0,2401300.0,0,0
,,,,,,6,2026-02-01 13:46:28.491454,ATMN,24.99,24.99,25.05,2393500.0,2359100.0,0,0
,,,,,,6,2026-02-01 13:46:28.491454,WNTR,24.97,24.97,25.08,1805600.0,2303000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,7,2026-02-01 13:46:29.523584,SPNG,25.21,24.86,24.96,2305100.0,2357600.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,7,2026-02-01 13:46:29.523584,SMMR,25.04,25.04,25.05,2397300.0,2401300.0,0,0
,,,,,,7,2026-02-01 13:46:29.523584,ATMN,24.99,24.84,24.96,2377000.0,2386600.0,0,0
,,,,,,7,2026-02-01 13:46:29.523584,WNTR,24.95,24.95,25.08,1799000.0,2292500.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,8,2026-02-01 13:46:30.559453,SPNG,24.65,24.65,24.96,2348600.0,2357600.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,8,2026-02-01 13:46:30.559453,SMMR,25.11,25.04,25.11,2396900.0,2440800.0,0,0
,,,,,,8,2026-02-01 13:46:30.559453,ATMN,25.05,24.84,25.05,2386800.0,2381200.0,0,0
,,,,,,8,2026-02-01 13:46:30.559453,WNTR,24.95,24.95,24.98,1903500.0,2322800.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,9,2026-02-01 13:46:31.589382,SPNG,24.96,25.1,25.12,2338800.0,2376800.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,9,2026-02-01 13:46:31.589382,SMMR,25.12,25.04,25.12,2396900.0,2442900.0,0,0
,,,,,,9,2026-02-01 13:46:31.589382,ATMN,25.22,24.84,25.22,2390600.0,2352200.0,0,0
,,,,,,9,2026-02-01 13:46:31.589382,WNTR,25.0,24.95,24.96,1903500.0,2329000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,10,2026-02-01 13:46:32.629381,SPNG,25.12,25.23,25.31,2306400.0,2361500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,10,2026-02-01 13:46:32.629381,SMMR,24.99,25.08,25.12,2421000.0,2462400.0,0,0
,,,,,,10,2026-02-01 13:46:32.629381,ATMN,25.0,24.84,25.0,2381800.0,2354700.0,0,0
,,,,,,10,2026-02-01 13:46:32.629381,WNTR,25.16,24.95,25.04,1896300.0,2306000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,12,2026-02-01 13:46:33.664201,SPNG,25.31,24.65,25.31,2329800.0,2361500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,12,2026-02-01 13:46:33.664201,SMMR,24.99,24.99,25.12,2384900.0,2475300.0,0,0
,,,,,,12,2026-02-01 13:46:33.664201,ATMN,24.84,24.81,24.83,2390400.0,2373500.0,0,0
,,,,,,12,2026-02-01 13:46:33.664201,WNTR,25.04,24.95,25.04,1901300.0,2306000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,13,2026-02-01 13:46:34.689505,SPNG,24.6,24.85,25.31,2369400.0,2361500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,13,2026-02-01 13:46:34.689505,SMMR,25.06,24.99,25.06,2384900.0,2460700.0,0,0
,,,,,,13,2026-02-01 13:46:34.689505,ATMN,24.81,24.81,24.87,2386600.0,2398200.0,0,0
,,,,,,13,2026-02-01 13:46:34.689505,WNTR,24.9,24.9,25.04,1705900.0,2306000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,14,2026-02-01 13:46:35.729362,SPNG,24.85,24.89,25.28,2384200.0,2366700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,14,2026-02-01 13:46:35.729362,SMMR,25.06,24.99,25.06,2422000.0,2433000.0,0,0
,,,,,,14,2026-02-01 13:46:35.729362,ATMN,24.87,25.05,25.22,2407500.0,2361900.0,0,0
,,,,,,14,2026-02-01 13:46:35.729362,WNTR,24.88,24.88,25.04,1739500.0,2308200.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,15,2026-02-01 13:46:36.759147,SPNG,24.89,24.89,25.11,2384200.0,2358900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,15,2026-02-01 13:46:36.759147,SMMR,25.06,25.1,25.12,2395500.0,2422400.0,0,0
,,,,,,15,2026-02-01 13:46:36.759147,ATMN,25.05,25.05,25.22,2407500.0,2415300.0,0,0
,,,,,,15,2026-02-01 13:46:36.759147,WNTR,24.98,24.88,24.98,1768900.0,2328400.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,16,2026-02-01 13:46:37.789398,SPNG,25.28,24.89,25.28,2372000.0,2366700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,16,2026-02-01 13:46:37.789398,SMMR,25.11,25.11,25.12,2432800.0,2422400.0,0,0
,,,,,,16,2026-02-01 13:46:37.789398,ATMN,25.05,24.81,24.82,2438200.0,2396900.0,0,0
,,,,,,16,2026-02-01 13:46:37.789398,WNTR,24.88,24.88,24.98,2021400.0,2335900.0,0,0
