news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,2,2026-02-01 03:16:43.461309,SPNG,24.8,24.8,24.84,2488000.0,1834100.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,2,2026-02-01 03:16:43.461309,SMMR,24.97,24.97,25.0,2070600.0,1923800.0
,,,,,,2,2026-02-01 03:16:43.461309,ATMN,24.74,24.74,25.1,1976600.0,2366000.0
,,,,,,2,2026-02-01 03:16:43.461309,WNTR,24.91,24.91,25.01,2120600.0,2067200.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,3,2026-02-01 03:16:44.493038,SPNG,24.7,24.7,25.22,2516800.0,1589800.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,3,2026-02-01 03:16:44.493038,SMMR,24.97,24.97,25.0,2080800.0,1923800.0
,,,,,,3,2026-02-01 03:16:44.493038,ATMN,24.74,25.04,25.1,2365300.0,2371200.0
,,,,,,3,2026-02-01 03:16:44.493038,WNTR,25.13,24.84,25.13,2149500.0,1845000.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,4,2026-02-01 03:16:45.518260,SPNG,25.26,24.7,25.08,2513300.0,1559000.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,4,2026-02-01 03:16:45.518260,SMMR,24.92,24.92,25.0,2066000.0,1953200.0
,,,,,,4,2026-02-01 03:16:45.518260,ATMN,25.0,25.04,25.1,2373000.0,2366000.0
,,,,,,4,2026-02-01 03:16:45.518260,WNTR,24.81,24.81,24.99,2188500.0,1935100.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,5,2026-02-01 03:16:46.556933,SPNG,25.05,24.7,25.05,2513300.0,1681200.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,5,2026-02-01 03:16:46.556933,SMMR,25.02,24.99,25.02,2087300.0,1941800.0
,,,,,,5,2026-02-01 03:16:46.556933,ATMN,24.74,24.74,25.1,2263000.0,2371300.0
,,,,,,5,2026-02-01 03:16:46.556933,WNTR,24.81,24.81,25.14,2175000.0,1719400.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,6,2026-02-01 03:16:47.588928,SPNG,25.03,25.03,25.26,2518400.0,1455800.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,6,2026-02-01 03:16:47.588928,SMMR,24.92,24.92,24.94,2095200.0,1961500.0
,,,,,,6,2026-02-01 03:16:47.588928,ATMN,24.7,24.7,25.1,2144700.0,2359800.0
,,,,,,6,2026-02-01 03:16:47.588928,WNTR,25.08,24.81,24.86,2175000.0,1967700.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,7,2026-02-01 03:16:48.623460,SPNG,24.68,24.68,25.32,2511000.0,1343700.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,7,2026-02-01 03:16:48.623460,SMMR,24.94,24.92,24.94,2129600.0,1961500.0
,,,,,,7,2026-02-01 03:16:48.623460,ATMN,24.7,24.61,24.62,2155700.0,2371600.0
,,,,,,7,2026-02-01 03:16:48.623460,WNTR,24.86,24.78,24.86,2156100.0,1967700.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,8,2026-02-01 03:16:49.654417,SPNG,24.68,24.88,24.97,2462400.0,1585400.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,8,2026-02-01 03:16:49.654417,SMMR,25.05,24.97,25.05,2132100.0,1862900.0
,,,,,,8,2026-02-01 03:16:49.654417,ATMN,25.1,24.61,25.05,2299500.0,2379500.0
,,,,,,8,2026-02-01 03:16:49.654417,WNTR,24.87,25.07,25.14,2168400.0,1719400.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,9,2026-02-01 03:16:50.683354,SPNG,24.68,24.88,24.96,2475200.0,1848200.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,9,2026-02-01 03:16:50.683354,SMMR,25.05,24.97,25.0,2109200.0,1979600.0
,,,,,,9,2026-02-01 03:16:50.683354,ATMN,25.16,25.17,25.24,2422500.0,2315700.0
,,,,,,9,2026-02-01 03:16:50.683354,WNTR,25.39,24.86,24.95,2156200.0,1735000.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,10,2026-02-01 03:16:51.717093,SPNG,24.88,24.68,24.76,2496600.0,1855200.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,10,2026-02-01 03:16:51.717093,SMMR,24.92,24.96,24.99,2126200.0,1940600.0
,,,,,,10,2026-02-01 03:16:51.717093,ATMN,25.17,24.61,24.81,2368900.0,2363000.0
,,,,,,10,2026-02-01 03:16:51.717093,WNTR,24.72,24.72,24.95,2144700.0,1735000.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,11,2026-02-01 03:16:52.748349,SPNG,24.76,24.83,24.97,2510200.0,1721500.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,11,2026-02-01 03:16:52.748349,SMMR,24.89,24.89,25.0,2142500.0,1979600.0
,,,,,,11,2026-02-01 03:16:52.748349,ATMN,24.81,25.2,25.24,2382900.0,2315700.0
,,,,,,11,2026-02-01 03:16:52.748349,WNTR,24.72,24.88,24.95,2124500.0,1918700.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,12,2026-02-01 03:16:53.775300,SPNG,24.83,24.83,24.97,2508300.0,1721500.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,12,2026-02-01 03:16:53.775300,SMMR,25.1,24.89,25.1,2106400.0,1744900.0
,,,,,,12,2026-02-01 03:16:53.775300,ATMN,25.06,24.75,24.76,2373000.0,2330000.0
,,,,,,12,2026-02-01 03:16:53.775300,WNTR,24.95,24.93,24.95,2160300.0,1918700.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,13,2026-02-01 03:16:54.805483,SPNG,24.97,25.11,25.15,2512300.0,1698700.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,13,2026-02-01 03:16:54.805483,SMMR,25.5,24.89,25.09,2106400.0,1761100.0
,,,,,,13,2026-02-01 03:16:54.805483,ATMN,24.76,24.99,25.23,2370100.0,2333100.0
,,,,,,13,2026-02-01 03:16:54.805483,WNTR,24.93,24.93,25.39,2160300.0,1906200.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,14,2026-02-01 03:16:55.827270,SPNG,24.94,24.94,25.09,2519800.0,2054700.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,14,2026-02-01 03:16:55.827270,SMMR,25.09,24.89,24.95,2078900.0,1946400.0
,,,,,,14,2026-02-01 03:16:55.827270,ATMN,24.76,24.99,25.1,2370100.0,2356600.0
,,,,,,14,2026-02-01 03:16:55.827270,WNTR,24.88,25.02,25.11,2159500.0,2097300.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,15,2026-02-01 03:16:56.853860,SPNG,25.09,25.08,25.09,2518100.0,2054700.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,15,2026-02-01 03:16:56.853860,SMMR,25.2,24.89,25.2,2078900.0,1746300.0
,,,,,,15,2026-02-01 03:16:56.853860,ATMN,25.1,24.75,25.1,2385400.0,2346100.0
,,,,,,15,2026-02-01 03:16:56.853860,WNTR,24.88,24.88,25.11,2158800.0,2100300.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,17,2026-02-01 03:16:57.894296,SPNG,25.15,24.75,25.06,2526400.0,2159400.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,17,2026-02-01 03:16:57.894296,SMMR,24.92,24.98,24.99,2078400.0,1859300.0
,,,,,,17,2026-02-01 03:16:57.894296,ATMN,25.17,24.61,25.17,2407300.0,2334700.0
,,,,,,17,2026-02-01 03:16:57.894296,WNTR,24.71,24.81,25.11,2130700.0,2070000.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,18,2026-02-01 03:16:58.917929,SPNG,25.15,24.81,25.04,2507300.0,2363900.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,18,2026-02-01 03:16:58.917929,SMMR,24.98,24.91,24.95,2095500.0,1973200.0
,,,,,,18,2026-02-01 03:16:58.917929,ATMN,24.59,24.59,25.05,2383800.0,2342500.0
,,,,,,18,2026-02-01 03:16:58.917929,WNTR,25.11,25.07,25.11,2132800.0,2070000.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,19,2026-02-01 03:16:59.960030,SPNG,24.81,24.81,25.04,2526500.0,2389300.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,19,2026-02-01 03:16:59.960030,SMMR,25.5,24.91,25.24,2095500.0,1853100.0
,,,,,,19,2026-02-01 03:16:59.960030,ATMN,24.59,24.83,25.05,2379000.0,2342600.0
,,,,,,19,2026-02-01 03:16:59.960030,WNTR,24.81,24.83,24.91,2149200.0,2071900.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,20,2026-02-01 03:17:01.000077,SPNG,24.81,24.84,25.0,2490100.0,2367600.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,20,2026-02-01 03:17:01.000077,SMMR,25.5,24.91,24.94,2067200.0,1974900.0
,,,,,,20,2026-02-01 03:17:01.000077,ATMN,25.05,24.83,25.05,2383800.0,2314600.0
,,,,,,20,2026-02-01 03:17:01.000077,WNTR,24.83,24.83,25.11,2149200.0,2070000.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,21,2026-02-01 03:17:02.049082,SPNG,24.68,24.68,25.0,2535300.0,2336700.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,21,2026-02-01 03:17:02.049082,SMMR,24.89,24.89,24.94,2078400.0,1974900.0
,,,,,,21,2026-02-01 03:17:02.049082,ATMN,24.83,24.83,25.05,2383800.0,2295800.0
,,,,,,21,2026-02-01 03:17:02.049082,WNTR,24.83,24.94,25.11,2175100.0,2062100.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,22,2026-02-01 03:17:03.087856,SPNG,24.66,24.66,25.0,2512900.0,2360900.0
