news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_CALG-1,BUY_CALG-1
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 8000 shares for this week.,2,2026-02-01 03:22:47.683073,SPNG,24.99,24.99,25.06,2281100.0,1858500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,2,2026-02-01 03:22:47.683073,SMMR,24.95,24.95,25.0,2314400.0,1995300.0,0,0
,,,,,,2,2026-02-01 03:22:47.683073,ATMN,0.0,24.92,24.98,2005500.0,2273200.0,0,0
,,,,,,2,2026-02-01 03:22:47.683073,WNTR,25.02,25.01,25.02,2151600.0,2152800.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 8000 shares for this week.,3,2026-02-01 03:22:48.706308,SPNG,24.99,24.87,24.94,2307500.0,2077100.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,3,2026-02-01 03:22:48.706308,SMMR,24.93,24.93,25.0,2258300.0,1995300.0,0,0
,,,,,,3,2026-02-01 03:22:48.706308,ATMN,0.0,24.92,24.98,2246200.0,2252000.0,0,0
,,,,,,3,2026-02-01 03:22:48.706308,WNTR,24.96,24.96,25.05,2124300.0,2163200.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 8000 shares for this week.,4,2026-02-01 03:22:49.729212,SPNG,25.06,24.87,25.06,2295700.0,1951300.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,4,2026-02-01 03:22:49.729212,SMMR,24.93,24.97,25.0,2293000.0,1995300.0,0,0
,,,,,,4,2026-02-01 03:22:49.729212,ATMN,24.92,24.92,24.98,2398500.0,2252000.0,0,0
,,,,,,4,2026-02-01 03:22:49.729212,WNTR,24.96,24.96,24.99,2124300.0,2138700.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 8000 shares for this week.,5,2026-02-01 03:22:50.773257,SPNG,25.58,24.87,25.58,2295700.0,1982200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,5,2026-02-01 03:22:50.773257,SMMR,25.0,24.97,25.0,2297900.0,1995300.0,0,0
,,,,,,5,2026-02-01 03:22:50.773257,ATMN,25.09,24.92,25.09,2398500.0,2260300.0,0,0
,,,,,,5,2026-02-01 03:22:50.773257,WNTR,24.95,24.95,24.99,2105900.0,2138700.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 8000 shares for this week.,6,2026-02-01 03:22:51.807099,SPNG,25.04,25.26,25.3,2296200.0,2107100.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,6,2026-02-01 03:22:51.807099,SMMR,25.0,24.97,25.0,2284000.0,2094800.0,0,0
,,,,,,6,2026-02-01 03:22:51.807099,ATMN,25.09,24.92,24.99,2383600.0,2258800.0,0,0
,,,,,,6,2026-02-01 03:22:51.807099,WNTR,24.91,24.91,24.99,2124800.0,2139200.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 8000 shares for this week.,7,2026-02-01 03:22:52.848734,SPNG,24.87,24.87,25.3,2323700.0,2205000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,7,2026-02-01 03:22:52.848734,SMMR,25.03,25.03,25.04,2311000.0,1782200.0,0,0
,,,,,,7,2026-02-01 03:22:52.848734,ATMN,25.09,24.92,25.09,2380800.0,2256700.0,0,0
,,,,,,7,2026-02-01 03:22:52.848734,WNTR,24.91,24.86,24.89,2096100.0,2195300.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 8000 shares for this week.,8,2026-02-01 03:22:53.901237,SPNG,24.8,24.8,25.3,2265600.0,2297500.0,0,0
