timestamp,tick,period,ticks_until_close,nlv,nlv_delta,pnl_from_start,aggregate_position,aggregate_limit,gross_position,gross_limit,net_position,net_limit,SPNG_pos,SPNG_mid,SPNG_spread,SPNG_vwap,SPNG_unrealized,SPNG_realized,SPNG_momentum,SPNG_vol,SPNG_fill_rate,SPNG_news_adj,SPNG_bid_px,SPNG_ask_px,SPNG_bid_sz,SPNG_ask_sz,SPNG_fills,SPNG_posts,SPNG_cancels,SMMR_pos,SMMR_mid,SMMR_spread,SMMR_vwap,SMMR_unrealized,SMMR_realized,SMMR_momentum,SMMR_vol,SMMR_fill_rate,SMMR_news_adj,SMMR_bid_px,SMMR_ask_px,SMMR_bid_sz,SMMR_ask_sz,SMMR_fills,SMMR_posts,SMMR_cancels,ATMN_pos,ATMN_mid,ATMN_spread,ATMN_vwap,ATMN_unrealized,ATMN_realized,ATMN_momentum,ATMN_vol,ATMN_fill_rate,ATMN_news_adj,ATMN_bid_px,ATMN_ask_px,ATMN_bid_sz,ATMN_ask_sz,ATMN_fills,ATMN_posts,ATMN_cancels,WNTR_pos,WNTR_mid,WNTR_spread,WNTR_vwap,WNTR_unrealized,WNTR_realized,WNTR_momentum,WNTR_vol,WNTR_fill_rate,WNTR_news_adj,WNTR_bid_px,WNTR_ask_px,WNTR_bid_sz,WNTR_ask_sz,WNTR_fills,WNTR_posts,WNTR_cancels
1771027675.929,21,1,39,-253.27,0.00,0.00,1333,13000,1333,50000,-1333,30000,0,24.9300,0.3400,0.0000,0.00,0.00,0.000000,0.000000,0.000,0.0000,24.76,25.10,1000,1000,0,2,0,-1333,24.8400,0.0400,24.9200,-279.93,26.66,0.000000,0.000000,0.000,0.0000,24.76,24.92,1333,1333,0,2,0,0,24.9450,0.0900,0.0000,0.00,0.00,0.000000,0.000000,0.000,0.0000,24.87,25.02,1166,1166,0,2,0,0,25.0850,0.1500,0.0000,0.00,0.00,0.000000,0.000000,0.000,0.0000,25.01,25.16,1500,1500,0,2,0
1771027679.164,24,1,36,-282.41,-29.14,-29.14,4999,13000,4999,50000,-1999,30000,-1000,25.0400,0.0800,24.9300,-150.00,10.00,-0.000484,0.000000,0.000,0.0000,25.00,25.16,1000,1000,1,6,3,-1333,25.0150,0.1300,25.1300,79.98,-93.31,0.000734,0.000000,0.000,0.0000,24.98,25.13,1333,1333,5,13,6,-1166,24.8100,0.1000,24.8600,-128.26,-17.49,-0.000997,0.000000,0.000,0.0000,24.73,24.89,1166,1166,2,8,4,1500,24.9800,0.0600,24.9000,-45.00,75.00,-0.000146,0.000000,0.000,0.0000,24.90,25.06,1500,1500,2,8,4
1771027682.465,28,1,32,-780.15,-497.74,-526.88,9162,13000,9162,50000,-7162,30000,1000,24.9150,0.0500,24.8400,-20.00,-40.00,-0.000024,0.003633,0.000,0.0000,24.84,24.99,1000,1000,2,8,4,0,25.0200,0.0400,0.0000,0.00,133.30,0.000234,0.003885,0.000,0.0000,24.94,25.10,1333,1333,6,17,9,-8162,25.1000,0.2400,25.0657,-851.18,5.83,0.001602,0.004092,0.000,0.0000,25.02,25.26,1166,1166,7,19,10,0,24.9200,0.0200,0.0000,0.00,390.00,-0.000326,0.002372,0.000,0.0000,24.84,25.00,1500,1364,6,17,9
1771027686.108,31,1,29,606.63,1386.78,859.90,13470,13000,13470,50000,-5470,30000,4000,24.8250,0.0900,24.7700,40.00,280.00,-0.001000,0.004022,0.000,0.0000,24.70,24.87,4000,4000,6,18,10,-1268,25.0200,0.0200,25.0700,-38.04,158.66,-0.000085,0.003308,0.000,0.0000,24.94,25.10,5333,5333,6,21,13,-6996,25.0850,0.0300,25.0749,-105.65,47.35,0.000435,0.003844,0.000,0.0000,25.03,25.21,1166,4666,9,25,14,-1206,25.1300,0.0600,25.0549,-126.78,351.09,0.000410,0.003102,0.000,0.0000,25.09,25.25,6000,6000,10,28,16
1771027689.521,35,1,25,785.70,179.07,1038.97,25391,13000,25391,50000,-1803,30000,7000,24.9700,0.0400,25.1643,-1500.00,1510.00,-0.000214,0.006611,0.000,0.0000,24.82,25.04,4000,4000,9,28,17,-6601,25.1050,0.0100,25.0700,-264.04,425.31,0.000769,0.003063,0.000,0.0000,25.05,25.21,5333,4985,8,29,19,-6996,25.1550,0.0100,25.1854,177.60,-25.72,0.000000,0.003907,0.000,0.0000,25.12,25.27,4666,4666,14,34,18,4794,25.1250,0.0100,25.0900,143.82,458.73,0.000216,0.002775,0.000,0.0000,24.99,25.15,5284,6000,11,30,17
1771027693.086,38,1,22,389.01,-396.69,642.28,22921,13000,22921,50000,-7953,30000,7484,24.6750,0.0100,25.0391,-2762.28,428.08,-0.001137,0.006761,0.000,0.0000,24.53,24.71,4000,4000,10,31,19,-1268,24.9750,0.0900,25.0450,-57.10,2376.93,-0.000811,0.002962,0.000,0.0000,24.94,25.09,5333,5333,10,35,23,-12963,25.2450,0.0900,25.2174,-1199.86,622.45,0.000081,0.003581,0.000,0.0000,25.20,25.36,4666,1301,18,45,25,-1206,25.1400,0.0400,25.1500,84.42,896.37,0.000125,0.002533,0.000,0.0000,25.10,25.26,6000,5837,12,32,18
1771027696.156,41,1,19,3616.18,3227.17,3869.45,14581,13000,14581,50000,12045,30000,7484,24.9250,0.0700,24.9060,-867.83,-648.29,0.001473,0.006719,0.000,0.0000,24.78,24.99,3800,3800,12,37,23,-1268,25.0500,0.0600,25.0450,-44.42,2376.93,-0.000158,0.002771,0.000,0.0000,25.01,25.17,4263,5066,11,43,30,1035,25.1550,0.1500,25.2100,103.50,1115.51,-0.000002,0.003357,0.000,0.0000,25.04,25.20,4263,4432,20,49,27,4794,25.1200,0.0800,25.0800,0.00,1580.79,0.000054,0.002342,0.000,0.0000,25.01,25.16,5372,5700,15,38,21
1771027699.229,45,1,15,4365.91,749.72,4619.18,7965,13000,7965,50000,5429,30000,1903,24.8750,0.1100,24.9060,-163.58,-936.40,0.000544,0.006225,0.000,0.0000,0.00,24.90,0,1903,13,40,23,-1268,25.0250,0.0500,25.0450,-6.38,2376.93,-0.000185,0.002547,0.000,0.0000,25.00,0.00,1268,0,11,46,30,0,25.2400,0.2200,0.0000,0.00,1131.03,0.000093,0.003266,0.000,0.0000,0.00,0.00,0,0,21,51,27,4794,25.1750,0.0300,25.0800,383.52,1580.79,0.000294,0.002167,0.000,0.0000,0.00,25.20,0,4000,15,41,21
1771027702.333,48,1,12,4519.64,153.73,4772.91,794,13000,794,50000,-794,30000,0,24.7900,0.0200,0.0000,0.00,-928.71,-0.002004,0.006794,0.000,0.0000,0.00,0.00,0,0,14,40,23,0,25.0250,0.0100,0.0000,0.00,2408.59,-0.000206,0.002411,0.000,0.0000,0.00,0.00,0,0,12,53,30,0,25.3900,0.1200,0.0000,0.00,1131.03,0.000780,0.003123,0.000,0.0000,0.00,0.00,0,0,21,51,27,-794,25.1850,0.0500,25.1400,-47.64,1956.37,0.000401,0.002313,0.000,0.0000,25.17,0.00,794,0,18,50,21
1771027705.512,51,1,9,4563.31,43.67,4816.58,0,13000,0,50000,0,30000,0,25.0350,0.0500,0.0000,0.00,-928.71,0.000437,0.006684,0.000,0.0000,0.00,0.00,0,0,14,40,23,0,25.0150,0.0100,0.0000,0.00,2408.59,-0.000094,0.002304,0.000,0.0000,0.00,0.00,0,0,12,53,30,0,25.4700,0.0200,0.0000,0.00,1131.03,0.000547,0.003517,0.000,0.0000,0.00,0.00,0,0,21,51,27,0,25.2000,0.0400,0.0000,0.00,1952.40,0.000105,0.002196,0.000,0.0000,0.00,0.00,0,0,19,51,21
1771027708.927,54,1,6,4313.25,-250.06,4566.52,3636,13000,3636,50000,-3636,30000,-2416,25.0550,0.1500,25.0635,-160.64,-904.55,0.000275,0.006735,0.000,0.0000,24.99,25.20,1200,367,16,48,23,0,25.0150,0.0100,0.0000,0.00,2408.59,0.000028,0.001384,0.031,0.0000,24.94,25.09,702,1599,12,61,30,-1220,25.4400,0.1600,25.4631,-154.85,1247.49,-0.000266,0.003300,0.079,0.0000,25.40,25.56,1399,702,23,59,27,0,25.1950,0.0100,0.0000,0.00,1876.97,-0.000106,0.001854,0.070,0.0000,25.12,25.27,702,1800,21,61,21
