timestamp,tick,period,ticks_until_close,nlv,nlv_delta,pnl_from_start,aggregate_position,aggregate_limit,gross_position,gross_limit,net_position,net_limit,SPNG_pos,SPNG_mid,SPNG_spread,SPNG_vwap,SPNG_unrealized,SPNG_realized,SPNG_momentum,SPNG_vol,SPNG_fill_rate,SPNG_news_adj,SPNG_bid_px,SPNG_ask_px,SPNG_bid_sz,SPNG_ask_sz,SPNG_fills,SPNG_posts,SPNG_cancels,SMMR_pos,SMMR_mid,SMMR_spread,SMMR_vwap,SMMR_unrealized,SMMR_realized,SMMR_momentum,SMMR_vol,SMMR_fill_rate,SMMR_news_adj,SMMR_bid_px,SMMR_ask_px,SMMR_bid_sz,SMMR_ask_sz,SMMR_fills,SMMR_posts,SMMR_cancels,ATMN_pos,ATMN_mid,ATMN_spread,ATMN_vwap,ATMN_unrealized,ATMN_realized,ATMN_momentum,ATMN_vol,ATMN_fill_rate,ATMN_news_adj,ATMN_bid_px,ATMN_ask_px,ATMN_bid_sz,ATMN_ask_sz,ATMN_fills,ATMN_posts,ATMN_cancels,WNTR_pos,WNTR_mid,WNTR_spread,WNTR_vwap,WNTR_unrealized,WNTR_realized,WNTR_momentum,WNTR_vol,WNTR_fill_rate,WNTR_news_adj,WNTR_bid_px,WNTR_ask_px,WNTR_bid_sz,WNTR_ask_sz,WNTR_fills,WNTR_posts,WNTR_cancels
1771276114.694,7,1,53,0.00,0.00,0.00,0,10000,0,50000,0,30000,0,24.9850,0.0100,0.0000,0.00,0.00,-0.000442,0.000000,0.000,0.0000,24.91,25.06,1000,1000,0,2,0,0,25.0150,0.0100,0.0000,0.00,0.00,-0.000006,0.000000,0.000,0.0000,24.94,25.09,1333,1333,0,2,0,0,24.9100,0.0400,0.0000,0.00,0.00,0.000271,0.000000,0.000,0.0000,24.83,24.99,1166,1166,0,2,0,0,25.0600,0.0200,0.0000,0.00,0.00,-0.000085,0.000000,0.000,0.0000,24.98,25.14,1500,1500,0,2,0
1771276118.389,11,1,49,252.48,0.00,0.00,4666,10000,4666,50000,2334,30000,2000,25.1150,0.2500,24.9475,-75.00,165.00,0.000926,0.003499,0.000,0.0000,24.95,25.20,1000,1000,3,8,3,0,24.9650,0.0100,0.0000,0.00,0.00,-0.000072,0.001018,0.000,0.0000,24.88,25.04,1333,1333,0,4,2,-1166,25.0650,0.0100,25.0000,-81.62,116.60,0.001616,0.002185,0.000,0.0000,25.02,25.19,1166,1166,3,8,3,1500,25.0200,0.1800,24.9800,-60.00,82.50,0.000150,0.004387,0.000,0.0000,24.89,25.07,1500,1500,5,9,2
1771276121.662,15,1,45,720.87,468.39,0.00,16900,10000,16900,50000,-16900,30000,-7000,25.0300,0.0400,25.0514,10.00,279.23,0.000610,0.003760,0.000,0.0000,24.96,25.15,4000,4000,7,14,5,0,24.9550,0.0100,0.0000,0.00,0.00,-0.000085,0.000838,0.000,0.0000,24.88,25.04,1333,1333,0,4,2,0,24.9850,0.0300,0.0000,0.00,344.07,-0.000398,0.002215,0.000,0.0000,24.87,25.02,4666,4666,5,12,5,-9900,25.0800,0.0200,25.0758,-240.00,802.50,0.001007,0.003827,0.000,0.0000,25.04,25.20,6000,5041,9,17,6
1771276125.415,18,1,42,5432.46,4711.59,0.00,7666,10000,7666,50000,1954,30000,1025,24.9500,0.0800,24.8700,92.25,2330.90,-0.000230,0.003411,0.000,0.0000,24.83,24.99,4000,4000,12,22,8,0,24.9750,0.0100,0.0000,0.00,0.00,0.000128,0.000767,0.000,0.0000,24.89,25.08,5285,3547,0,7,5,-2856,24.8450,0.1500,24.7900,-171.36,1793.17,-0.000810,0.003449,0.000,0.0000,24.80,24.96,4666,4666,9,19,8,3785,25.0800,0.0200,25.0700,-151.40,1549.62,0.000178,0.003438,0.000,0.0000,25.04,25.22,6000,6000,10,22,10
1771276129.188,22,1,38,7335.94,1903.48,0.00,7000,10000,7000,50000,-3380,30000,-2975,24.7900,0.0400,24.7800,-59.50,2682.65,-0.000166,0.003823,0.000,0.0000,24.75,24.91,4000,4000,17,29,10,0,25.0150,0.0100,0.0000,0.00,0.00,0.000120,0.000777,0.000,0.0000,24.94,25.08,5333,3547,0,8,6,1810,24.9100,0.0400,24.8284,75.32,2399.24,-0.000136,0.003134,0.000,0.0000,24.79,24.95,4666,4666,11,25,12,-2215,25.0750,0.1900,25.0200,-22.15,2260.38,0.000242,0.003388,0.000,0.0000,25.02,25.21,6000,6000,13,30,15
1771276132.723,25,1,35,6200.76,-1135.18,0.00,18748,10000,18748,50000,-7558,30000,-13153,25.0850,0.0100,24.9477,-1871.57,2628.43,0.002294,0.004148,0.000,0.0000,25.04,25.21,4000,170,20,35,13,0,24.9500,0.0200,0.0000,0.00,693.29,-0.000482,0.000802,0.000,0.0000,24.83,24.99,5333,5333,1,12,9,1810,24.9350,0.0100,24.8800,-181.00,2959.26,0.000163,0.002916,0.000,0.0000,24.82,24.98,4666,4666,15,31,14,3785,25.0550,0.0100,25.0200,-151.40,2710.38,0.000118,0.003303,0.000,0.0000,25.02,25.18,6000,4821,15,34,17
1771276136.908,29,1,31,7989.95,1789.20,0.00,8083,10000,8083,50000,65,30000,-1153,25.1300,0.0400,24.9477,-175.59,560.92,0.000484,0.003853,0.000,0.0000,25.09,25.25,4000,4000,22,41,17,289,25.0050,0.0100,25.0200,-5.78,569.19,0.000125,0.000863,0.000,0.0000,24.89,25.05,5333,5333,2,19,15,-2856,24.9250,0.0100,25.0068,190.85,4409.24,-0.000299,0.003641,0.000,0.0000,24.89,25.04,4666,4666,18,36,16,3785,24.9750,0.0100,25.0200,-189.25,2710.38,-0.000474,0.003082,0.000,0.0000,24.86,25.02,6000,6000,16,40,22
1771276140.441,33,1,27,7948.09,-41.87,0.00,12083,10000,12083,50000,-3935,30000,-5153,24.9900,0.0600,25.0880,-371.12,407.27,-0.000497,0.004107,0.189,0.0000,24.95,25.11,4000,4000,25,47,20,289,24.9950,0.0100,25.0000,-2.89,550.11,0.000038,0.001077,0.038,0.0000,24.84,25.00,5333,5333,4,25,19,-2856,24.6950,0.0100,25.1200,-28.56,5623.62,-0.002945,0.004671,0.113,0.0000,24.54,24.70,4666,4666,21,40,17,3785,25.0400,0.0200,25.0500,-37.85,2463.93,0.000149,0.002960,0.113,0.0000,24.92,25.08,6000,6000,18,46,26
1771276143.772,37,1,23,10400.06,2451.97,0.00,12838,10000,12838,50000,-5268,30000,-1153,24.9950,0.0100,25.2000,103.77,870.03,-0.001009,0.004013,0.189,0.0000,24.95,25.11,4000,4000,29,53,22,-5044,24.9800,0.0200,25.0000,0.00,656.77,-0.000149,0.001017,0.038,0.0000,24.95,25.11,5333,5333,4,29,23,-2856,24.8550,0.0100,24.8000,-171.36,6628.32,0.000102,0.004777,0.113,0.0000,24.82,24.97,4666,4666,25,48,21,3785,25.0250,0.0100,25.0500,-151.40,2463.93,-0.000083,0.002859,0.113,0.0000,24.92,25.08,6000,6000,18,46,26
1771276147.469,40,1,20,14326.68,3926.63,0.00,6513,10000,6513,50000,-5935,30000,-1153,24.7600,0.0200,25.0955,352.27,2310.49,-0.002517,0.004277,0.189,0.0000,24.72,24.88,4000,4000,33,59,24,289,25.0000,0.0200,24.9800,11.56,864.31,-0.000142,0.001016,0.038,0.0000,24.88,25.04,5333,4849,5,33,26,-2856,24.8800,0.0200,24.9394,226.65,7956.73,0.000175,0.004788,0.113,0.0000,24.84,25.00,4666,4666,29,54,23,-2215,24.9900,0.0200,25.0300,66.45,2538.22,-0.000108,0.002440,0.113,0.0000,24.95,25.11,6000,4849,19,50,29
