news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_IESE-1,SELL_LUIS-1,BUY_IESE-1,SELL_LUIS-3,BUY_LUIS-1,BUY_LUIS-3,SELL_CALG-1,SELL_UEBR-1,BUY_CALG-1,BUY_UEBR-1,SELL_LUIS-2,BUY_LUIS-2
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,1,2026-02-01 11:47:07.956849,SPNG,25.03,24.97,25.03,2017700.0,2118600.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,1,2026-02-01 11:47:07.956849,SMMR,25.2,24.89,25.2,2052400.0,2199900.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1,2026-02-01 11:47:07.956849,ATMN,24.81,24.92,25.03,2247200.0,2256100.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1,2026-02-01 11:47:07.956849,WNTR,24.99,24.99,25.0,2137400.0,2319700.0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,2,2026-02-01 11:47:08.986774,SPNG,25.03,24.97,25.03,2021200.0,2078800.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,2,2026-02-01 11:47:08.986774,SMMR,25.2,25.05,25.2,2150900.0,2278100.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,2,2026-02-01 11:47:08.986774,ATMN,25.0,25.0,25.03,2238600.0,2256100.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,2,2026-02-01 11:47:08.986774,WNTR,24.97,24.97,25.0,2135500.0,2297000.0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,3,2026-02-01 11:47:10.011885,SPNG,25.09,24.98,25.09,2500.0,1899300.0,2098600.0,,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,3,2026-02-01 11:47:10.011885,SMMR,24.89,25.06,25.19,,2151500.0,2182100.0,2500.0,0,0,0,0,0,0,0,0,0,0
,,,,,,3,2026-02-01 11:47:10.011885,ATMN,25.06,24.92,25.06,,2237700.0,2264900.0,,0,0,0,0,0,0,0,0,0,0
,,,,,,3,2026-02-01 11:47:10.011885,WNTR,24.9,24.9,25.0,,2251900.0,2297000.0,,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,4,2026-02-01 11:47:11.050033,SPNG,25.17,24.98,25.17,2500.0,1910400.0,2100600.0,,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,4,2026-02-01 11:47:11.050033,SMMR,25.06,24.89,25.02,,2052400.0,2065700.0,5000.0,0,0,0,0,0,0,0,0,0,0
,,,,,,4,2026-02-01 11:47:11.050033,ATMN,25.06,24.93,25.05,2500.0,2139900.0,2168000.0,2500.0,0,0,0,0,0,0,0,0,0,0
,,,,,,4,2026-02-01 11:47:11.050033,WNTR,24.9,24.9,25.05,,2251900.0,2176400.0,2500.0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,5,2026-02-01 11:47:12.076882,SPNG,25.12,24.99,25.12,2500.0,1941800.0,2091400.0,,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,5,2026-02-01 11:47:12.076882,SMMR,25.11,25.11,25.16,,2167000.0,2068100.0,5000.0,0,0,0,0,0,0,0,0,0,0
,,,,,,5,2026-02-01 11:47:12.076882,ATMN,25.06,25.13,25.15,2500.0,2111900.0,2237300.0,,0,0,0,0,0,0,0,0,0,0
,,,,,,5,2026-02-01 11:47:12.076882,WNTR,24.88,24.88,24.98,,2125600.0,2184300.0,2500.0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,6,2026-02-01 11:47:13.106739,SPNG,24.9,24.9,25.12,2064600.0,2067300.0,,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,6,2026-02-01 11:47:13.106739,SMMR,25.11,24.89,24.98,2052400.0,2026300.0,5000.0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,6,2026-02-01 11:47:13.106739,ATMN,24.81,24.84,25.04,2250500.0,2251200.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,6,2026-02-01 11:47:13.106739,WNTR,24.98,24.82,24.98,1902700.0,2184300.0,2500.0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,7,2026-02-01 11:47:14.136914,SPNG,24.9,24.67,24.86,2079700.0,1954700.0,2500.0,,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,7,2026-02-01 11:47:14.136914,SMMR,24.95,24.9,24.95,2170200.0,1931000.0,7500.0,2500.0,0,0,0,0,0,0,0,0,0,0
,,,,,,7,2026-02-01 11:47:14.136914,ATMN,25.15,25.0,25.15,2092700.0,2237300.0,,2500.0,0,0,0,0,0,0,0,0,0,0
,,,,,,7,2026-02-01 11:47:14.136914,WNTR,24.98,24.93,24.97,2191700.0,2087900.0,5000.0,2500.0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,8,2026-02-01 11:47:15.180807,SPNG,25.15,24.68,25.15,2500.0,1924700.0,2065900.0,,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,8,2026-02-01 11:47:15.180807,SMMR,24.98,24.9,24.98,2500.0,2153600.0,2050000.0,5000.0,0,0,0,0,0,0,0,0,0,0
,,,,,,8,2026-02-01 11:47:15.180807,ATMN,24.84,25.08,25.15,2500.0,2121000.0,2237300.0,,0,0,0,0,0,0,0,0,0,0
,,,,,,8,2026-02-01 11:47:15.180807,WNTR,24.99,24.98,24.99,5000.0,2052800.0,2200800.0,2500.0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,9,2026-02-01 11:47:16.206406,SPNG,25.15,25.05,25.14,1887900.0,2500.0,2500.0,1955000.0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,9,2026-02-01 11:47:16.206406,SMMR,25.12,24.9,25.02,2153600.0,2500.0,5000.0,2086000.0,0,0,0,0,0,0,0,0,0,0
,,,,,,9,2026-02-01 11:47:16.206406,ATMN,25.15,25.08,25.15,2113700.0,2500.0,,2203400.0,0,0,0,0,0,0,0,0,0,0
,,,,,,9,2026-02-01 11:47:16.206406,WNTR,24.92,24.92,24.99,2166000.0,2500.0,2500.0,2227100.0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,10,2026-02-01 11:47:17.243771,SPNG,25.05,25.06,25.13,5000.0,1809200.0,5000.0,1837300.0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,10,2026-02-01 11:47:17.243771,SMMR,25.02,24.83,25.02,,2162100.0,5000.0,2098700.0,0,0,0,0,0,0,0,0,0,0
,,,,,,10,2026-02-01 11:47:17.243771,ATMN,25.25,25.12,25.16,5000.0,2019400.0,2500.0,1974400.0,0,0,0,0,0,0,0,0,0,0
,,,,,,10,2026-02-01 11:47:17.243771,WNTR,25.01,24.93,24.94,5000.0,2071600.0,5000.0,2106900.0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,11,2026-02-01 11:47:18.286769,SPNG,25.15,24.77,25.15,1885000.0,2500.0,2060500.0,,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,11,2026-02-01 11:47:18.286769,SMMR,25.16,24.83,25.16,2276500.0,,2056700.0,5000.0,0,0,0,0,0,0,0,0,0,0
,,,,,,11,2026-02-01 11:47:18.286769,ATMN,25.11,25.11,25.34,2021300.0,5000.0,1993000.0,,0,0,0,0,0,0,0,0,0,0
,,,,,,11,2026-02-01 11:47:18.286769,WNTR,24.83,24.83,24.94,2293500.0,,2106900.0,5000.0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,12,2026-02-01 11:47:19.326918,SPNG,25.36,24.78,25.36,5000.0,1835000.0,2081200.0,,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,12,2026-02-01 11:47:19.326918,SMMR,25.01,25.01,25.15,2500.0,2150000.0,1958900.0,7500.0,0,0,0,0,0,0,0,0,0,0
,,,,,,12,2026-02-01 11:47:19.326918,ATMN,25.39,25.13,25.27,7500.0,1898200.0,2107000.0,2500.0,0,0,0,0,0,0,0,0,0,0
,,,,,,12,2026-02-01 11:47:19.326918,WNTR,25.01,24.84,24.93,2500.0,2168800.0,2105400.0,5000.0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,13,2026-02-01 11:47:20.350175,SPNG,25.22,25.08,25.21,1698400.0,7500.0,2500.0,1991000.0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,13,2026-02-01 11:47:20.350175,SMMR,25.03,25.03,25.14,2131300.0,2500.0,10000.0,1857900.0,0,0,0,0,0,0,0,0,0,0
,,,,,,13,2026-02-01 11:47:20.350175,ATMN,25.39,25.2,25.26,1749900.0,10000.0,5000.0,2021600.0,0,0,0,0,0,0,0,0,0,0
,,,,,,13,2026-02-01 11:47:20.350175,WNTR,24.93,24.95,25.01,2073000.0,5000.0,2500.0,2225500.0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,14,2026-02-01 11:47:21.378881,SPNG,25.08,24.79,25.05,7500.0,1715100.0,1981500.0,2500.0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,14,2026-02-01 11:47:21.378881,SMMR,25.16,24.88,24.94,2500.0,2154100.0,2065600.0,5000.0,0,0,0,0,0,0,0,0,0,0
,,,,,,14,2026-02-01 11:47:21.378881,ATMN,25.27,25.2,25.27,10000.0,1743300.0,2112900.0,2500.0,0,0,0,0,0,0,0,0,0,0
,,,,,,14,2026-02-01 11:47:21.378881,WNTR,24.95,24.85,24.89,5000.0,2067900.0,2247700.0,2500.0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,15,2026-02-01 11:47:22.410237,SPNG,24.83,24.83,25.21,1613900.0,10000.0,2500.0,1991000.0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,15,2026-02-01 11:47:22.410237,SMMR,24.94,24.98,25.14,2025600.0,5000.0,5000.0,2083800.0,0,0,0,0,0,0,0,0,0,0
,,,,,,15,2026-02-01 11:47:22.410237,ATMN,25.2,25.14,25.16,1734500.0,10000.0,5000.0,2033000.0,0,0,0,0,0,0,0,0,0,0
