news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_LUIS-1,SELL_LUIS-1
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 10000 shares for this week.,2,2026-02-01 13:40:21.237273,SPNG,25.12,25.12,25.14,2351600.0,2040600.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,2,2026-02-01 13:40:21.237273,SMMR,24.98,24.99,25.02,2006800.0,2209800.0,0,0
,,,,,,2,2026-02-01 13:40:21.237273,ATMN,25.36,24.97,25.1,1665400.0,2072500.0,0,0
,,,,,,2,2026-02-01 13:40:21.237273,WNTR,24.86,24.86,24.94,1624400.0,1935200.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 10000 shares for this week.,3,2026-02-01 13:40:22.271073,SPNG,25.19,24.88,25.19,2365300.0,2035700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,3,2026-02-01 13:40:22.271073,SMMR,25.03,24.99,25.03,2111100.0,2188400.0,0,0
,,,,,,3,2026-02-01 13:40:22.271073,ATMN,25.36,24.97,25.04,1665400.0,2038500.0,0,0
,,,,,,3,2026-02-01 13:40:22.271073,WNTR,25.04,24.86,25.04,1797500.0,1910100.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 10000 shares for this week.,4,2026-02-01 13:40:23.303707,SPNG,25.31,25.31,25.33,2334600.0,1910200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,4,2026-02-01 13:40:23.303707,SMMR,24.97,24.95,24.96,1900700.0,2199700.0,0,0
,,,,,,4,2026-02-01 13:40:23.303707,ATMN,24.95,24.95,25.04,1648900.0,2001800.0,0,0
,,,,,,4,2026-02-01 13:40:23.303707,WNTR,25.04,24.92,25.04,2003600.0,1910100.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 10000 shares for this week.,5,2026-02-01 13:40:24.328851,SPNG,25.33,24.88,25.33,2365300.0,2126200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,5,2026-02-01 13:40:24.328851,SMMR,25.05,25.03,25.05,2020000.0,2213500.0,0,0
,,,,,,5,2026-02-01 13:40:24.328851,ATMN,25.1,24.95,25.1,1648900.0,2005800.0,0,0
,,,,,,5,2026-02-01 13:40:24.328851,WNTR,24.92,24.92,25.04,2003600.0,1974000.0,0,0
