ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_COLA-1,BUY_COLA-1,BUY_LAVL-1,SELL_LAVL-1,BUY_WRSW-2,SELL_WRSW-1,SELL_COLB-2,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,SELL_UOTB-1,BUY_UEBR-1,BUY_COLA-3,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,BUY_UOTB-3,SELL_COLA-3,BUY_COLB-2,SELL_WRSW-2,SELL_UOTB-3,SELL_NAIT-1,tick,timestamp,news_news_id,news_period,news_tick,news_ticker,news_headline,news_body
SPNG,24.81,24.77,24.78,2467200.0,2095500.0,15000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-04 20:59:59.386608,2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.
SMMR,24.98,24.95,24.98,2040200.0,1928300.0,,5000.0,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-04 20:59:59.386608,1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,
ATMN,25.03,24.85,25.02,1881200.0,2123800.0,,10000.0,9500.0,9500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-04 20:59:59.386608,,,,,,
WNTR,25.04,24.99,25.02,2031100.0,2146800.0,5000.0,5000.0,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-04 20:59:59.386608,,,,,,
SPNG,24.81,24.77,24.78,2439200.0,2095500.0,15000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-04 20:59:59.944239
SMMR,24.98,24.95,24.98,2040200.0,2056000.0,,5000.0,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-04 20:59:59.944239
ATMN,24.84,24.85,25.02,1984300.0,2123800.0,,10000.0,,9500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-04 20:59:59.944239
WNTR,25.04,24.99,25.02,2042000.0,2146800.0,5000.0,5000.0,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-04 20:59:59.944239
SPNG,25.25,24.78,25.18,5000.0,2290100.0,2236200.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-04 21:00:01.120599
SMMR,25.07,25.11,25.16,10000.0,1942700.0,1954300.0,2000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-04 21:00:01.120599
ATMN,24.84,24.85,25.01,10000.0,1992000.0,2001400.0,,5000.0,9500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-04 21:00:01.120599
WNTR,24.98,24.98,25.02,,2151300.0,2159500.0,10000.0,5000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-04 21:00:01.120599
SPNG,24.77,24.78,25.17,5000.0,2290100.0,5000.0,2201700.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 21:00:02.182809
SMMR,24.71,24.71,25.16,,2322100.0,,2055000.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 21:00:02.182809
ATMN,25.03,24.85,25.03,10000.0,1873500.0,,2244900.0,,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 21:00:02.182809
WNTR,25.04,25.03,25.04,10000.0,1940300.0,10000.0,2042200.0,2000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 21:00:02.182809
SPNG,25.18,24.78,25.18,5000.0,2202800.0,10000.0,2343300.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 21:00:03.234742
SMMR,24.71,25.0,25.11,,2191200.0,10000.0,1710300.0,10000.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 21:00:03.234742
ATMN,25.1,24.85,25.1,10000.0,1840100.0,2000.0,2152900.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 21:00:03.234742
WNTR,25.04,25.03,25.04,10000.0,1940300.0,10000.0,2036800.0,2000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 21:00:03.234742
SPNG,25.25,24.88,25.25,10000.0,2034800.0,10000.0,2310000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 21:00:04.282320
SMMR,25.16,25.01,25.14,5000.0,2053600.0,10000.0,2036300.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 21:00:04.282320
ATMN,25.25,24.88,25.09,15000.0,1739800.0,10000.0,1933600.0,2000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 21:00:04.282320
WNTR,25.03,24.98,25.0,,2212900.0,10000.0,1928000.0,2000.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 21:00:04.282320
SPNG,24.78,24.78,25.13,5000.0,2202800.0,10000.0,2183100.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 21:00:05.340525
SMMR,25.16,25.01,25.04,5000.0,2048300.0,10000.0,2070200.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 21:00:05.340525
ATMN,25.25,24.92,25.13,15000.0,1739800.0,10000.0,2142800.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 21:00:05.340525
WNTR,24.97,24.98,25.05,5000.0,2079000.0,9000.0,2289000.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 21:00:05.340525
SPNG,24.73,24.73,25.13,2447300.0,2162400.0,10000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 21:00:06.419870
SMMR,25.0,25.0,25.14,1919400.0,2056600.0,,10000.0,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 21:00:06.419870
ATMN,25.13,25.06,25.13,1749800.0,2142800.0,5000.0,10000.0,15000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 21:00:06.419870
WNTR,25.07,24.96,25.07,2265500.0,2397200.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 21:00:06.419870
SPNG,25.29,24.77,25.29,15000.0,2090900.0,2405200.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 21:00:07.000860
SMMR,25.0,25.0,25.14,10000.0,1919400.0,2071000.0,10000.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 21:00:07.000860
ATMN,25.27,25.07,25.27,25000.0,1542200.0,2141300.0,10000.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 21:00:07.000860
WNTR,25.07,25.03,25.07,,2319000.0,2397200.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 21:00:07.000860
SPNG,24.77,24.77,25.28,15000.0,2095100.0,5000.0,10000.0,2127900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 21:00:08.131657
SMMR,24.93,24.98,25.14,,2294800.0,,10000.0,2091600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 21:00:08.131657
ATMN,25.06,25.06,25.09,15000.0,1759800.0,10000.0,2000.0,1873900.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 21:00:08.131657
WNTR,24.96,25.02,25.04,5000.0,2198100.0,5000.0,10000.0,2138800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 21:00:08.131657
SPNG,25.57,24.6,25.27,2362700.0,5000.0,1878700.0,15000.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 21:00:09.417151
SMMR,24.72,24.91,25.13,2176200.0,2000.0,1879800.0,10000.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 21:00:09.417151
ATMN,24.77,24.77,25.11,2111900.0,,1782700.0,15000.0,2000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 21:00:09.417151
WNTR,24.96,24.96,25.04,2159200.0,5000.0,2138800.0,5000.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 21:00:09.417151
SPNG,25.57,24.6,24.93,2353200.0,5000.0,1844400.0,15000.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 21:00:09.978311
SMMR,25.14,25.01,25.14,2140700.0,2000.0,2091600.0,,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 21:00:09.978311
ATMN,24.77,24.87,25.11,2087000.0,,1782700.0,15000.0,2000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 21:00:09.978311
WNTR,24.96,24.96,25.04,2170600.0,5000.0,2138800.0,5000.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 21:00:09.978311
SPNG,25.08,24.6,24.83,2353200.0,5000.0,1728300.0,20000.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 21:00:11.090493
SMMR,24.91,24.91,25.08,2176200.0,2000.0,1779700.0,15000.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 21:00:11.090493
