news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_LUIS-1,SELL_LUIS-1
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,2,2026-02-01 23:20:02.297152,SPNG,25.13,25.15,25.71,2233400.0,2113600.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,2,2026-02-01 23:20:02.297152,SMMR,25.04,25.04,25.05,2178900.0,1986900.0,0,0
,,,,,,2,2026-02-01 23:20:02.297152,ATMN,24.92,24.92,25.13,2279300.0,2261900.0,0,0
,,,,,,2,2026-02-01 23:20:02.297152,WNTR,24.82,24.82,25.09,2071500.0,2237700.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,3,2026-02-01 23:20:03.330195,SPNG,24.44,24.44,24.7,1886500.0,2150900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,3,2026-02-01 23:20:03.330195,SMMR,25.05,25.04,25.05,2178900.0,1986900.0,0,0
,,,,,,3,2026-02-01 23:20:03.330195,ATMN,24.91,24.91,25.13,2271000.0,2291500.0,0,0
,,,,,,3,2026-02-01 23:20:03.330195,WNTR,24.97,24.82,24.97,2197200.0,2281800.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,4,2026-02-01 23:20:04.345416,SPNG,24.7,24.44,24.7,2272300.0,2150900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,4,2026-02-01 23:20:04.345416,SMMR,24.96,24.99,25.05,2153000.0,1987100.0,0,0
,,,,,,4,2026-02-01 23:20:04.345416,ATMN,24.86,24.86,25.13,2160300.0,2291500.0,0,0
,,,,,,4,2026-02-01 23:20:04.345416,WNTR,24.74,24.86,24.97,2297800.0,2281800.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,5,2026-02-01 23:20:05.370099,SPNG,24.7,24.96,25.61,2237700.0,2119600.0,0,0
