news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_CALG-1,BUY_CALG-1
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,2,2026-02-01 03:10:42.338768,SPNG,25.39,24.84,24.96,2209800.0,2137600.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,2,2026-02-01 03:10:42.338768,SMMR,25.09,24.9,24.93,2222600.0,1482800.0,0,0
,,,,,,2,2026-02-01 03:10:42.338768,ATMN,25.01,24.97,25.01,2222700.0,1804200.0,0,0
,,,,,,2,2026-02-01 03:10:42.338768,WNTR,25.08,25.08,25.11,2300600.0,1927800.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,3,2026-02-01 03:10:43.371665,SPNG,25.39,24.84,24.96,2199100.0,2137600.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,3,2026-02-01 03:10:43.371665,SMMR,25.04,24.9,24.93,2222600.0,1552200.0,0,0
,,,,,,3,2026-02-01 03:10:43.371665,ATMN,25.2,24.97,25.19,2198900.0,1799300.0,0,0
,,,,,,3,2026-02-01 03:10:43.371665,WNTR,25.08,24.94,24.97,2276500.0,2271400.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,4,2026-02-01 03:10:44.394372,SPNG,24.96,24.84,24.96,2228700.0,2137600.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,4,2026-02-01 03:10:44.394372,SMMR,25.09,24.89,25.09,2223300.0,1467300.0,0,0
,,,,,,4,2026-02-01 03:10:44.394372,ATMN,25.0,25.0,25.11,2221000.0,1889500.0,0,0
,,,,,,4,2026-02-01 03:10:44.394372,WNTR,24.94,24.94,24.97,2276500.0,2283000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,5,2026-02-01 03:10:45.416929,SPNG,24.83,24.83,25.43,2201600.0,2117400.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,5,2026-02-01 03:10:45.416929,SMMR,25.09,24.9,25.03,2188800.0,1649800.0,0,0
,,,,,,5,2026-02-01 03:10:45.416929,ATMN,24.94,24.94,25.11,2191100.0,2073900.0,0,0
,,,,,,5,2026-02-01 03:10:45.416929,WNTR,25.03,24.96,25.03,2308100.0,2275700.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,6,2026-02-01 03:10:46.445318,SPNG,24.75,25.14,25.22,2222400.0,2128000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,6,2026-02-01 03:10:46.445318,SMMR,24.92,24.96,25.05,2185800.0,1669700.0,0,0
,,,,,,6,2026-02-01 03:10:46.445318,ATMN,24.88,24.88,25.04,2181200.0,2103800.0,0,0
,,,,,,6,2026-02-01 03:10:46.445318,WNTR,24.96,24.96,25.03,2308100.0,2298400.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,7,2026-02-01 03:10:47.465900,SPNG,25.22,24.68,25.22,2235800.0,2128000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,7,2026-02-01 03:10:47.465900,SMMR,24.92,25.04,25.05,2218500.0,1883100.0,0,0
,,,,,,7,2026-02-01 03:10:47.465900,ATMN,25.04,24.88,25.04,2210400.0,2103800.0,0,0
,,,,,,7,2026-02-01 03:10:47.465900,WNTR,24.95,25.0,25.03,2304700.0,2286200.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,8,2026-02-01 03:10:48.493410,SPNG,25.41,24.68,25.31,2235800.0,2140000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,8,2026-02-01 03:10:48.493410,SMMR,25.04,25.04,25.11,2218500.0,1784700.0,0,0
,,,,,,8,2026-02-01 03:10:48.493410,ATMN,24.86,25.0,25.04,2192000.0,2115400.0,0,0
,,,,,,8,2026-02-01 03:10:48.493410,WNTR,24.95,24.95,25.03,2295600.0,2256500.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,9,2026-02-01 03:10:49.519189,SPNG,24.68,24.68,25.31,2235800.0,2119500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,9,2026-02-01 03:10:49.519189,SMMR,25.12,25.04,25.12,2198400.0,1802000.0,0,0
,,,,,,9,2026-02-01 03:10:49.519189,ATMN,25.0,25.0,25.04,2192000.0,2095300.0,0,0
