news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_LUIS-1,SELL_LUIS-1
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,1,2026-02-01 09:56:02.992545,SPNG,0.0,25.12,25.14,2263600.0,1819800.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,1,2026-02-01 09:56:02.992545,SMMR,25.09,24.9,24.92,1627900.0,2068400.0,0,0
,,,,,,1,2026-02-01 09:56:02.992545,ATMN,25.03,25.01,25.03,1941100.0,2109900.0,0,0
,,,,,,1,2026-02-01 09:56:02.992545,WNTR,24.93,24.53,24.93,2273000.0,2448300.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,2,2026-02-01 09:56:04.012518,SPNG,25.14,25.12,25.14,2263600.0,1931300.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,2,2026-02-01 09:56:04.012518,SMMR,24.78,24.78,24.92,1721300.0,2068400.0,0,0
,,,,,,2,2026-02-01 09:56:04.012518,ATMN,24.98,24.98,25.03,1922100.0,2098600.0,0,0
,,,,,,2,2026-02-01 09:56:04.012518,WNTR,25.15,24.74,25.15,2289200.0,2315100.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,3,2026-02-01 09:56:05.048297,SPNG,24.86,24.86,25.14,2292000.0,2163000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,3,2026-02-01 09:56:05.048297,SMMR,24.98,24.86,24.94,1836800.0,2086700.0,0,0
,,,,,,3,2026-02-01 09:56:05.048297,ATMN,25.08,24.98,25.08,1922100.0,2069000.0,0,0
,,,,,,3,2026-02-01 09:56:05.048297,WNTR,25.15,24.74,25.15,2287800.0,2419100.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,4,2026-02-01 09:56:06.072510,SPNG,24.86,25.07,25.14,2318100.0,2163000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,4,2026-02-01 09:56:06.072510,SMMR,24.9,24.86,24.9,1943100.0,2099500.0,0,0
,,,,,,4,2026-02-01 09:56:06.072510,ATMN,24.81,24.81,25.08,1813000.0,2069000.0,0,0
,,,,,,4,2026-02-01 09:56:06.072510,WNTR,25.04,25.04,25.15,2295000.0,2419100.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,5,2026-02-01 09:56:07.097279,SPNG,25.07,25.04,25.06,2308900.0,2206900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,5,2026-02-01 09:56:07.097279,SMMR,24.86,24.86,24.9,2026000.0,2099500.0,0,0
,,,,,,5,2026-02-01 09:56:07.097279,ATMN,24.95,24.81,24.95,1916400.0,2058200.0,0,0
,,,,,,5,2026-02-01 09:56:07.097279,WNTR,24.88,24.74,24.86,2287800.0,2414500.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,6,2026-02-01 09:56:08.125716,SPNG,25.07,25.04,25.06,2285600.0,2235900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,6,2026-02-01 09:56:08.125716,SMMR,25.09,25.09,25.23,2040100.0,2084200.0,0,0
,,,,,,6,2026-02-01 09:56:08.125716,ATMN,24.95,25.03,25.08,2013400.0,2066000.0,0,0
,,,,,,6,2026-02-01 09:56:08.125716,WNTR,24.86,25.12,25.15,2305200.0,2419100.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,7,2026-02-01 09:56:09.155519,SPNG,25.07,25.04,25.06,2251100.0,2254200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,7,2026-02-01 09:56:09.155519,SMMR,25.09,25.09,25.15,2040100.0,2075700.0,0,0
,,,,,,7,2026-02-01 09:56:09.155519,ATMN,24.81,24.81,25.1,2062400.0,2071300.0,0,0
,,,,,,7,2026-02-01 09:56:09.155519,WNTR,25.13,25.13,25.15,2307900.0,2419100.0,0,0
