news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_LUIS-1,SELL_LUIS-1
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 8000 shares for this week.,1,2026-02-01 10:14:14.426937,SPNG,24.9,24.9,25.09,1644200.0,2192900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,1,2026-02-01 10:14:14.426937,SMMR,25.01,25.05,25.07,2018400.0,2040900.0,0,0
,,,,,,1,2026-02-01 10:14:14.426937,ATMN,0.0,25.01,25.05,2305000.0,2330400.0,0,0
,,,,,,1,2026-02-01 10:14:14.426937,WNTR,24.94,24.94,25.09,1926800.0,1996000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 8000 shares for this week.,2,2026-02-01 10:14:15.450439,SPNG,24.9,24.9,25.09,1737900.0,2192900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,2,2026-02-01 10:14:15.450439,SMMR,25.01,25.05,25.07,2018400.0,2024700.0,0,0
,,,,,,2,2026-02-01 10:14:15.450439,ATMN,25.05,24.93,25.05,2185400.0,2330400.0,0,0
,,,,,,2,2026-02-01 10:14:15.450439,WNTR,24.9,24.9,25.09,1814300.0,1996000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 8000 shares for this week.,3,2026-02-01 10:14:16.476897,SPNG,25.1,24.9,25.1,1870200.0,2156700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,3,2026-02-01 10:14:16.476897,SMMR,24.9,24.9,25.07,2016400.0,2027500.0,0,0
,,,,,,3,2026-02-01 10:14:16.476897,ATMN,24.7,24.72,24.87,1969000.0,2305700.0,0,0
,,,,,,3,2026-02-01 10:14:16.476897,WNTR,25.11,24.79,25.11,1843800.0,1994300.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 8000 shares for this week.,4,2026-02-01 10:14:17.509107,SPNG,25.1,24.93,25.1,2230100.0,2156700.0,,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,4,2026-02-01 10:14:17.509107,SMMR,24.88,24.87,24.88,1918400.0,1915100.0,2500.0,0
,,,,,,4,2026-02-01 10:14:17.509107,ATMN,24.87,24.81,24.87,2244900.0,2305700.0,,0
,,,,,,4,2026-02-01 10:14:17.509107,WNTR,24.79,24.79,24.95,1968200.0,2000000.0,,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 8000 shares for this week.,5,2026-02-01 10:14:18.551769,SPNG,25.43,24.9,25.43,2005900.0,2500.0,2185200.0,
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,5,2026-02-01 10:14:18.551769,SMMR,25.07,24.87,25.07,2000100.0,,2027500.0,
