news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_CALG-1,BUY_CALG-1
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,2,2026-02-01 03:16:44.838778,SPNG,24.76,24.91,25.06,2031600.0,1790800.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,2,2026-02-01 03:16:44.838778,SMMR,24.9,24.9,24.96,1954300.0,2242400.0,0,0
,,,,,,2,2026-02-01 03:16:44.838778,ATMN,25.08,25.0,25.08,2393300.0,2431700.0,0,0
,,,,,,2,2026-02-01 03:16:44.838778,WNTR,25.0,25.0,25.05,2099200.0,2153100.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,3,2026-02-01 03:16:45.873923,SPNG,25.27,24.91,25.27,2023800.0,1782700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,3,2026-02-01 03:16:45.873923,SMMR,25.09,24.93,25.07,1936300.0,2262500.0,0,0
,,,,,,3,2026-02-01 03:16:45.873923,ATMN,24.62,24.77,25.08,2403000.0,2431700.0,0,0
,,,,,,3,2026-02-01 03:16:45.873923,WNTR,24.83,24.97,25.05,2092100.0,2168900.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,4,2026-02-01 03:16:46.905416,SPNG,24.74,24.74,25.23,2011700.0,1885400.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,4,2026-02-01 03:16:46.905416,SMMR,25.07,24.93,25.07,1936300.0,2262500.0,0,0
,,,,,,4,2026-02-01 03:16:46.905416,ATMN,25.08,24.77,25.08,2406900.0,2431700.0,0,0
,,,,,,4,2026-02-01 03:16:46.905416,WNTR,24.83,24.97,25.05,2184200.0,2199300.0,0,0
