news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_CALG-1,BUY_CALG-1
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,1,2026-02-01 02:28:19.024620,SPNG,24.99,24.99,25.1,2167500.0,2135100.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,1,2026-02-01 02:28:19.024620,SMMR,25.06,24.99,25.06,2367300.0,2327400.0,0,0
,,,,,,1,2026-02-01 02:28:19.024620,ATMN,24.93,24.93,25.09,1957900.0,2144000.0,0,0
,,,,,,1,2026-02-01 02:28:19.024620,WNTR,24.94,24.94,24.95,2043700.0,2293000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,2,2026-02-01 02:28:20.075029,SPNG,25.04,25.04,25.1,2128300.0,2135100.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,2,2026-02-01 02:28:20.075029,SMMR,24.99,24.91,24.99,2344100.0,2408500.0,0,0
,,,,,,2,2026-02-01 02:28:20.075029,ATMN,24.53,24.99,25.09,1949400.0,2144000.0,0,0
,,,,,,2,2026-02-01 02:28:20.075029,WNTR,25.03,24.91,25.03,1916300.0,2267000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,3,2026-02-01 02:28:21.098030,SPNG,25.1,25.04,25.1,2109700.0,2135100.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,3,2026-02-01 02:28:21.098030,SMMR,24.89,24.89,24.91,2369600.0,2408600.0,0,0
,,,,,,3,2026-02-01 02:28:21.098030,ATMN,24.97,24.97,25.09,1955800.0,2129200.0,0,0
,,,,,,3,2026-02-01 02:28:21.098030,WNTR,25.03,24.93,24.98,2134800.0,2276600.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,4,2026-02-01 02:28:22.141396,SPNG,25.1,25.1,25.28,2164200.0,2118300.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,4,2026-02-01 02:28:22.141396,SMMR,25.09,24.89,25.09,2369600.0,2302800.0,0,0
,,,,,,4,2026-02-01 02:28:22.141396,ATMN,25.09,24.97,25.09,2059900.0,2102000.0,0,0
,,,,,,4,2026-02-01 02:28:22.141396,WNTR,24.98,24.91,24.98,2150300.0,2273000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,5,2026-02-01 02:28:23.186803,SPNG,25.1,24.98,25.05,2148700.0,2130100.0,0,0
