news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_LUIS-1,SELL_LUIS-1
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 8000 shares for this week.,2,2026-02-01 13:34:17.982687,SPNG,24.85,24.85,25.12,1942200.0,2041600.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,2,2026-02-01 13:34:17.982687,SMMR,24.86,24.86,25.03,1417600.0,2017000.0,0,0
,,,,,,2,2026-02-01 13:34:17.982687,ATMN,25.03,25.06,25.09,2046900.0,1951100.0,0,0
,,,,,,2,2026-02-01 13:34:17.982687,WNTR,24.94,24.98,25.0,2044300.0,2083300.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 8000 shares for this week.,3,2026-02-01 13:34:19.017178,SPNG,24.85,25.1,25.12,2037200.0,2153500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,3,2026-02-01 13:34:19.017178,SMMR,24.86,24.97,25.03,1515100.0,2039800.0,0,0
,,,,,,3,2026-02-01 13:34:19.017178,ATMN,24.98,24.98,25.09,2046400.0,2130300.0,0,0
,,,,,,3,2026-02-01 13:34:19.017178,WNTR,25.0,24.98,25.0,2030300.0,2188000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 8000 shares for this week.,4,2026-02-01 13:34:20.037394,SPNG,24.7,24.7,25.12,1840300.0,2177100.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,4,2026-02-01 13:34:20.037394,SMMR,25.06,24.97,25.06,1515100.0,2030100.0,0,0
,,,,,,4,2026-02-01 13:34:20.037394,ATMN,24.98,24.84,24.85,2045300.0,2125100.0,0,0
,,,,,,4,2026-02-01 13:34:20.037394,WNTR,24.98,24.98,25.07,2030300.0,2086000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 8000 shares for this week.,5,2026-02-01 13:34:21.057149,SPNG,24.7,24.99,25.12,2053100.0,2177100.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,5,2026-02-01 13:34:21.057149,SMMR,24.97,24.97,25.06,1627900.0,2030100.0,0,0
,,,,,,5,2026-02-01 13:34:21.057149,ATMN,24.98,24.98,25.09,2032900.0,2130300.0,0,0
,,,,,,5,2026-02-01 13:34:21.057149,WNTR,25.03,25.03,25.07,2037500.0,2086000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 8000 shares for this week.,6,2026-02-01 13:34:22.087125,SPNG,25.18,24.7,25.18,2042400.0,2132100.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,6,2026-02-01 13:34:22.087125,SMMR,24.86,24.86,25.06,1530400.0,2030100.0,0,0
,,,,,,6,2026-02-01 13:34:22.087125,ATMN,24.84,24.84,25.21,2045300.0,2038000.0,0,0
,,,,,,6,2026-02-01 13:34:22.087125,WNTR,25.01,25.01,25.07,2007800.0,2189900.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 8000 shares for this week.,7,2026-02-01 13:34:23.107456,SPNG,24.95,24.95,25.18,2068400.0,2132100.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,7,2026-02-01 13:34:23.107456,SMMR,25.06,24.81,25.06,1421300.0,2030100.0,0,0
,,,,,,7,2026-02-01 13:34:23.107456,ATMN,25.25,24.84,24.92,2045300.0,2186400.0,0,0
,,,,,,7,2026-02-01 13:34:23.107456,WNTR,25.08,24.92,25.08,2023400.0,2074300.0,0,0
