news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_LUIS-3,BUY_LUIS-3,SELL_CALG-1,BUY_CALG-1,SELL_LUIS-2,BUY_LUIS-2
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,1,2026-02-01 09:21:05.200356,SPNG,0.0,24.71,24.73,2227100.0,2143500.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,1,2026-02-01 09:21:05.200356,SMMR,25.09,25.01,25.09,2294600.0,2428800.0,0,0,0,0,0,0
,,,,,,1,2026-02-01 09:21:05.200356,ATMN,0.0,24.91,25.04,2335700.0,2383000.0,0,0,0,0,0,0
,,,,,,1,2026-02-01 09:21:05.200356,WNTR,24.89,24.89,25.04,2235100.0,2166300.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,4,2026-02-01 09:21:08.267583,SPNG,24.79,25.09,25.37,2335700.0,2152700.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,4,2026-02-01 09:21:08.267583,SMMR,25.09,24.91,25.09,2332000.0,2435600.0,0,0,0,0,0,0
,,,,,,4,2026-02-01 09:21:08.267583,ATMN,24.7,24.7,25.08,2310900.0,2355400.0,0,0,0,0,0,0
,,,,,,4,2026-02-01 09:21:08.267583,WNTR,24.93,24.97,25.33,2212500.0,2049700.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,5,2026-02-01 09:21:09.307142,SPNG,24.71,24.71,25.05,2297400.0,2151800.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,5,2026-02-01 09:21:09.307142,SMMR,24.89,24.89,24.96,2215100.0,2432100.0,0,0,0,0,0,0
,,,,,,5,2026-02-01 09:21:09.307142,ATMN,25.08,24.7,25.08,2320800.0,2355400.0,0,0,0,0,0,0
,,,,,,5,2026-02-01 09:21:09.307142,WNTR,24.93,24.97,25.05,2212500.0,2283300.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,6,2026-02-01 09:21:10.341117,SPNG,25.27,25.0,25.27,2328300.0,2176300.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,6,2026-02-01 09:21:10.341117,SMMR,24.88,24.91,24.96,2185400.0,2404200.0,0,0,0,0,0,0
,,,,,,6,2026-02-01 09:21:10.341117,ATMN,24.7,24.7,25.08,2346000.0,2326700.0,0,0,0,0,0,0
,,,,,,6,2026-02-01 09:21:10.341117,WNTR,25.05,24.97,25.05,2187600.0,2255300.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,7,2026-02-01 09:21:11.362897,SPNG,25.0,25.0,25.27,2328300.0,2213000.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,7,2026-02-01 09:21:11.362897,SMMR,24.77,24.89,24.96,2153200.0,2404200.0,0,0,0,0,0,0
,,,,,,7,2026-02-01 09:21:11.362897,ATMN,25.09,25.06,25.09,2282400.0,2354700.0,0,0,0,0,0,0
,,,,,,7,2026-02-01 09:21:11.362897,WNTR,24.89,24.89,25.05,2214900.0,2255300.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,8,2026-02-01 09:21:12.405928,SPNG,25.0,25.0,25.27,2328300.0,2205700.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,8,2026-02-01 09:21:12.405928,SMMR,24.96,24.89,24.96,2259800.0,2404200.0,0,0,0,0,0,0
,,,,,,8,2026-02-01 09:21:12.405928,ATMN,24.76,24.76,25.44,2300800.0,2391800.0,0,0,0,0,0,0
,,,,,,8,2026-02-01 09:21:12.405928,WNTR,24.89,24.89,25.05,2194400.0,2211900.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,9,2026-02-01 09:21:13.423180,SPNG,25.0,24.71,24.94,2336300.0,2189600.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,9,2026-02-01 09:21:13.423180,SMMR,24.95,24.95,24.96,2269300.0,2404200.0,0,0,0,0,0,0
,,,,,,9,2026-02-01 09:21:13.423180,ATMN,24.75,24.75,25.31,2346800.0,2368300.0,0,0,0,0,0,0
,,,,,,9,2026-02-01 09:21:13.423180,WNTR,24.84,24.84,25.05,2185200.0,2211900.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,10,2026-02-01 09:21:14.449719,SPNG,24.48,24.48,25.27,2316900.0,2194100.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,10,2026-02-01 09:21:14.449719,SMMR,25.05,25.02,25.05,2277800.0,2395200.0,0,0,0,0,0,0
,,,,,,10,2026-02-01 09:21:14.449719,ATMN,25.31,24.75,25.06,2339100.0,2366000.0,0,0,0,0,0,0
,,,,,,10,2026-02-01 09:21:14.449719,WNTR,24.83,24.95,25.05,2192100.0,2211900.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,12,2026-02-01 09:21:15.486965,SPNG,24.48,24.67,25.13,2323600.0,2187100.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,12,2026-02-01 09:21:15.486965,SMMR,25.05,25.05,25.08,2261300.0,2387000.0,0,0,0,0,0,0
,,,,,,12,2026-02-01 09:21:15.486965,ATMN,25.31,24.75,25.06,2363000.0,2366000.0,0,0,0,0,0,0
,,,,,,12,2026-02-01 09:21:15.486965,WNTR,24.83,24.95,25.05,2205300.0,2195700.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,13,2026-02-01 09:21:16.516694,SPNG,24.67,24.67,25.13,2311300.0,2187100.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,13,2026-02-01 09:21:16.516694,SMMR,25.09,25.06,25.09,2281600.0,2405300.0,0,0,0,0,0,0
,,,,,,13,2026-02-01 09:21:16.516694,ATMN,24.75,25.4,25.44,2361600.0,2391800.0,0,0,0,0,0,0
,,,,,,13,2026-02-01 09:21:16.516694,WNTR,24.83,24.84,24.95,2218800.0,2198800.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,14,2026-02-01 09:21:17.552683,SPNG,25.18,24.75,25.18,2281000.0,2206500.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,14,2026-02-01 09:21:17.552683,SMMR,25.05,25.05,25.09,2261300.0,2385000.0,0,0,0,0,0,0
,,,,,,14,2026-02-01 09:21:17.552683,ATMN,24.75,25.4,25.44,2361600.0,2401600.0,0,0,0,0,0,0
,,,,,,14,2026-02-01 09:21:17.552683,WNTR,24.95,25.02,25.05,2190700.0,2204300.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,15,2026-02-01 09:21:18.579922,SPNG,25.27,24.66,25.27,2330100.0,2190400.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,15,2026-02-01 09:21:18.579922,SMMR,25.09,25.02,25.09,2284000.0,2372500.0,0,0,0,0,0,0
,,,,,,15,2026-02-01 09:21:18.579922,ATMN,25.4,24.8,24.93,2434900.0,2416800.0,0,0,0,0,0,0
,,,,,,15,2026-02-01 09:21:18.579922,WNTR,25.1,24.84,25.06,2218800.0,2171500.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,16,2026-02-01 09:21:19.616355,SPNG,25.09,24.45,24.65,2311100.0,2208800.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,16,2026-02-01 09:21:19.616355,SMMR,25.09,25.02,25.09,2284000.0,2369400.0,0,0,0,0,0,0
,,,,,,16,2026-02-01 09:21:19.616355,ATMN,24.93,25.26,25.44,2446900.0,2415600.0,0,0,0,0,0,0
,,,,,,16,2026-02-01 09:21:19.616355,WNTR,24.93,24.93,25.06,2228000.0,2164100.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,17,2026-02-01 09:21:20.654568,SPNG,24.65,24.87,25.27,2284300.0,2190400.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,17,2026-02-01 09:21:20.654568,SMMR,25.02,24.95,25.01,2319600.0,2429200.0,0,0,0,0,0,0
,,,,,,17,2026-02-01 09:21:20.654568,ATMN,24.7,24.64,24.65,2326900.0,2420300.0,0,0,0,0,0,0
,,,,,,17,2026-02-01 09:21:20.654568,WNTR,24.84,24.83,24.84,2210800.0,2146300.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,18,2026-02-01 09:21:21.697619,SPNG,24.76,24.95,25.27,2319200.0,2214100.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,18,2026-02-01 09:21:21.697619,SMMR,25.09,24.95,25.09,2319300.0,2331100.0,0,0,0,0,0,0
,,,,,,18,2026-02-01 09:21:21.697619,ATMN,24.65,24.86,25.14,2367800.0,2406600.0,0,0,0,0,0,0
,,,,,,18,2026-02-01 09:21:21.697619,WNTR,25.06,24.8,25.06,2218600.0,2164100.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,19,2026-02-01 09:21:22.729541,SPNG,24.77,24.55,24.77,2310300.0,2212100.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,19,2026-02-01 09:21:22.729541,SMMR,24.92,24.92,25.04,2299500.0,2336100.0,0,0,0,0,0,0
,,,,,,19,2026-02-01 09:21:22.729541,ATMN,25.14,24.97,25.14,2388200.0,2421700.0,0,0,0,0,0,0
,,,,,,19,2026-02-01 09:21:22.729541,WNTR,25.11,24.8,25.11,2218600.0,2203800.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,20,2026-02-01 09:21:23.772137,SPNG,25.27,24.82,25.27,2326900.0,2234200.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,20,2026-02-01 09:21:23.772137,SMMR,25.04,25.01,25.04,2291600.0,2336100.0,0,0,0,0,0,0
,,,,,,20,2026-02-01 09:21:23.772137,ATMN,25.18,24.91,25.18,2412900.0,2406700.0,0,0,0,0,0,0
,,,,,,20,2026-02-01 09:21:23.772137,WNTR,24.83,24.77,24.83,2218400.0,2208400.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,21,2026-02-01 09:21:24.824979,SPNG,25.3,24.55,25.3,2318400.0,2265600.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,21,2026-02-01 09:21:24.824979,SMMR,25.01,25.01,25.11,2291600.0,2340000.0,0,0,0,0,0,0
,,,,,,21,2026-02-01 09:21:24.824979,ATMN,25.19,24.86,25.19,2379000.0,2391600.0,0,0,0,0,0,0
,,,,,,21,2026-02-01 09:21:24.824979,WNTR,24.83,24.99,25.1,2234100.0,2206400.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,22,2026-02-01 09:21:25.858741,SPNG,25.3,24.76,25.17,2278800.0,2264100.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,22,2026-02-01 09:21:25.858741,SMMR,25.11,24.9,25.11,2345200.0,2340000.0,0,0,0,0,0,0
,,,,,,22,2026-02-01 09:21:25.858741,ATMN,24.91,24.91,25.19,2402200.0,2391600.0,0,0,0,0,0,0
,,,,,,22,2026-02-01 09:21:25.858741,WNTR,24.77,24.77,24.94,2240100.0,2192200.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,23,2026-02-01 09:21:26.893563,SPNG,25.17,24.76,25.17,2278800.0,2264100.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,23,2026-02-01 09:21:26.893563,SMMR,24.9,25.04,25.06,2288700.0,2360000.0,0,0,0,0,0,0
,,,,,,23,2026-02-01 09:21:26.893563,ATMN,24.91,24.91,25.04,2423400.0,2366700.0,0,0,0,0,0,0
,,,,,,23,2026-02-01 09:21:26.893563,WNTR,24.9,24.77,24.88,2251800.0,2227500.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,24,2026-02-01 09:21:27.939249,SPNG,24.55,24.93,25.17,2294100.0,2252100.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,24,2026-02-01 09:21:27.939249,SMMR,25.06,25.04,25.06,2288700.0,2371300.0,0,0,0,0,0,0
,,,,,,24,2026-02-01 09:21:27.939249,ATMN,25.19,25.05,25.19,2435300.0,2377900.0,0,0,0,0,0,0
,,,,,,24,2026-02-01 09:21:27.939249,WNTR,24.9,24.77,24.87,2251800.0,2283600.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,25,2026-02-01 09:21:28.972647,SPNG,25.32,24.6,24.91,2329900.0,2247400.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,25,2026-02-01 09:21:28.972647,SMMR,24.89,24.89,24.97,2371500.0,2394300.0,0,0,0,0,0,0
,,,,,,25,2026-02-01 09:21:28.972647,ATMN,24.96,24.96,25.44,2432600.0,2415600.0,0,0,0,0,0,0
,,,,,,25,2026-02-01 09:21:28.972647,WNTR,24.9,24.86,24.87,2243400.0,2276400.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,26,2026-02-01 09:21:29.996344,SPNG,24.91,24.93,25.32,2304600.0,2215200.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,26,2026-02-01 09:21:29.996344,SMMR,24.89,24.89,24.92,2371200.0,2410900.0,0,0,0,0,0,0
,,,,,,26,2026-02-01 09:21:29.996344,ATMN,24.96,24.96,25.16,2423300.0,2409900.0,0,0,0,0,0,0
,,,,,,26,2026-02-01 09:21:29.996344,WNTR,24.87,24.86,24.87,2273900.0,2281700.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,27,2026-02-01 09:21:31.019938,SPNG,24.93,24.6,24.8,2329900.0,2260600.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,27,2026-02-01 09:21:31.019938,SMMR,24.92,24.89,24.92,2381300.0,2425300.0,0,0,0,0,0,0
,,,,,,27,2026-02-01 09:21:31.019938,ATMN,24.96,25.12,25.16,2404700.0,2409900.0,0,0,0,0,0,0
,,,,,,27,2026-02-01 09:21:31.019938,WNTR,24.87,24.86,24.87,2273900.0,2278100.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,28,2026-02-01 09:21:32.043713,SPNG,24.92,24.83,24.92,2301700.0,2245900.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,28,2026-02-01 09:21:32.043713,SMMR,24.92,24.89,24.92,2402200.0,2425300.0,0,0,0,0,0,0
,,,,,,28,2026-02-01 09:21:32.043713,ATMN,25.44,25.12,25.18,2404700.0,2386500.0,0,0,0,0,0,0
,,,,,,28,2026-02-01 09:21:32.043713,WNTR,24.91,24.86,24.91,2262900.0,2259600.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,29,2026-02-01 09:21:33.067983,SPNG,24.83,24.83,24.92,2301700.0,2245900.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,29,2026-02-01 09:21:33.067983,SMMR,24.89,24.89,24.94,2413200.0,2422600.0,0,0,0,0,0,0
,,,,,,29,2026-02-01 09:21:33.067983,ATMN,25.44,25.12,25.18,2422400.0,2337300.0,0,0,0,0,0,0
,,,,,,29,2026-02-01 09:21:33.067983,WNTR,24.85,24.85,24.91,2273600.0,2270300.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,30,2026-02-01 09:21:34.092915,SPNG,25.37,24.83,25.04,2317500.0,2201100.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,30,2026-02-01 09:21:34.092915,SMMR,24.89,24.91,24.94,2463200.0,2422600.0,0,0,0,0,0,0
,,,,,,30,2026-02-01 09:21:34.092915,ATMN,25.18,25.12,25.18,2422400.0,2306600.0,0,0,0,0,0,0
,,,,,,30,2026-02-01 09:21:34.092915,WNTR,24.95,24.85,24.95,2273600.0,2259300.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,31,2026-02-01 09:21:35.121996,SPNG,24.58,24.85,25.04,2298700.0,2201100.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,31,2026-02-01 09:21:35.121996,SMMR,24.97,24.91,24.97,2469700.0,2418000.0,0,0,0,0,0,0
,,,,,,31,2026-02-01 09:21:35.121996,ATMN,25.11,24.96,25.06,2443700.0,2338700.0,0,0,0,0,0,0
,,,,,,31,2026-02-01 09:21:35.121996,WNTR,24.79,24.79,24.96,2259500.0,2257100.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,32,2026-02-01 09:21:36.138031,SPNG,24.85,24.47,24.84,2271800.0,2197600.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,32,2026-02-01 09:21:36.138031,SMMR,24.98,25.05,25.06,2417800.0,2364600.0,0,0,0,0,0,0
,,,,,,32,2026-02-01 09:21:36.138031,ATMN,25.29,25.33,25.44,2438600.0,2320900.0,0,0,0,0,0,0
,,,,,,32,2026-02-01 09:21:36.138031,WNTR,24.76,24.76,24.84,2263400.0,2257100.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,33,2026-02-01 09:21:37.162845,SPNG,25.04,24.67,25.04,2266800.0,2201100.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,33,2026-02-01 09:21:37.162845,SMMR,25.11,24.91,25.11,2434800.0,2341700.0,0,0,0,0,0,0
